,식당명,별점,구,주소,음식종류,가격대,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수
416,스즈란테이,4.1,강서구,서울특별시 강서구 공항대로 269-15 힐스테이트에코마곡 212호,정통 일식 / 일반 일식,가격대 만원-2만원,2022-07-20,맛있다,22,15.0,5.0,2.0
417,광주똑순이,4.1,강서구,서울특별시 강서구 강서로 375-8 정호빌딩 1F,해산물 요리,가격대 2만원-3만원,2022-06-30,맛있다,18,14.0,4.0,0.0
418,잔잔하게,4.1,강서구,서울특별시 강서구 마곡서로 158 센트럴타워2 3F 301호,일반 주점,가격대 만원-2만원,2022-07-10,맛있다,9,8.0,1.0,0.0
419,하양옥,4.1,강서구,서울특별시 강서구 공항대로 186 1F 118호,한정식 / 백반 / 정통 한식,가격대 만원-2만원,2022-07-19,맛있다,5,4.0,1.0,0.0
420,랑 월,4.1,강서구,서울특별시 강서구 마곡중앙6로 66 퀸즈파크텐 206호,정통 중식 / 일반 중식,가격대 만원 미만,2022-05-26,맛있다,9,7.0,2.0,0.0
421,오봉집,4.1,강서구,서울특별시 강서구 마곡동로4길 15 2F,해산물 요리,가격대 만원-2만원,2022-05-19,맛있다,7,7.0,0.0,0.0
422,올드타임,4.1,강서구,서울특별시 강서구 마곡중앙8로 90 마곡 아이파크 111호,칵테일 / 와인,가격대 2만원-3만원,2022-07-01,맛있다,6,5.0,1.0,0.0
423,레피큐르,4.0,강서구,서울특별시 강서구 공항대로 247 퀸즈파크9 A동 205호,프랑스 음식,가격대 2만원-3만원,2022-06-30,맛있다,11,10.0,0.0,1.0
424,배진수어시장,4.0,강서구,서울특별시 강서구 마곡중앙6로 66 B1,해산물 요리,가격대 2만원-3만원,2022-05-26,맛있다,9,6.0,2.0,1.0
425,나우니스,4.0,강서구,서울특별시 강서구 마곡중앙로 161-11 힐스테이트에코상가 2F,브런치 / 버거 / 샌드위치,가격대 만원 미만,2022-05-02,맛있다,10,8.0,1.0,1.0
426,마므레 크로와상,4.0,강서구,서울특별시 강서구 공항대로 269-15,베이커리,가격대 만원 미만,2022-06-09,맛있다,12,11.0,1.0,0.0
427,고양이똥3,4.0,강서구,서울특별시 강서구 공항대로45길 30,카페 / 디저트,0,2022-01-30,맛있다,10,8.0,2.0,0.0
428,발산삼계탕,3.9,강서구,서울특별시 강서구 강서로 344,탕 / 찌개 / 전골,가격대 만원-2만원,2022-07-01,괜찮다,65,47.0,13.0,5.0
429,타르데마,3.9,강서구,서울특별시 강서구 강서로46길 9,베이커리,가격대 만원 미만,2021-05-09,맛있다,15,11.0,3.0,1.0
430,아이엠키친,3.9,강서구,서울특별시 강서구 강서로 247 9호,이탈리안,가격대 만원-2만원,2022-08-07,맛있다,14,9.0,4.0,1.0
431,충북식당,3.9,강서구,서울특별시 강서구 강서로45가길 9,고기 요리,가격대 만원 미만,2021-07-29,맛있다,14,12.0,1.0,1.0
432,헤리스헤이스,3.9,강서구,서울특별시 강서구 마곡동로3길 26 103호,카페 / 디저트,가격대 만원 미만,2022-04-13,맛있다,7,6.0,1.0,0.0
433,오우야 에스프레소바,3.9,강서구,서울특별시 강서구 마곡중앙로 161-22 B동 117호,카페 / 디저트,가격대 만원 미만,4 일 전,맛있다,5,4.0,1.0,0.0
434,바스버거,3.9,강서구,서울특별시 강서구 마곡동로 62 마곡사이언스타워 1F,브런치 / 버거 / 샌드위치,가격대 만원 미만,2022-05-23,맛있다,11,9.0,2.0,0.0
435,르와조,3.9,강서구,서울특별시 강서구 공항대로 237 에이스타워 120호,카페 / 디저트,가격대 만원 미만,2022-05-24,맛있다,6,5.0,1.0,0.0
436,속초그바람에,3.9,강서구,서울특별시 강서구 강서로54길 11,해산물 요리,가격대 만원-2만원,2022-03-17,맛있다,6,3.0,3.0,0.0
437,OBPC,3.9,강서구,서울특별시 강서구 마곡중앙6로 63 108호,기타 양식,가격대 만원-2만원,2022-01-14,괜찮다,7,4.0,3.0,0.0
438,등촌최월선칼국수,3.8,강서구,서울특별시 강서구 화곡로64길 68,국수 / 면 요리,가격대 만원 미만,2022-06-29,괜찮다,55,41.0,12.0,2.0
439,피슈마라홍탕,3.8,강서구,서울특별시 강서구 마곡중앙8로 86 2F 210호,기타 중식,가격대 만원-2만원,2021-12-23,맛있다,10,8.0,1.0,1.0
440,송쭈집,3.8,강서구,서울특별시 강서구 마곡서로 158 센트럴타워2차 이마트에브리데이상가 2F,해산물 요리,가격대 만원-2만원,2022-06-30,맛있다,13,8.0,2.0,3.0
441,카페우드진,3.8,강서구,서울특별시 강서구 마곡중앙6로 45,카페 / 디저트,가격대 만원 미만,2022-03-05,맛있다,11,7.0,3.0,1.0
442,옥소반,3.8,강서구,서울특별시 강서구 마곡중앙6로 45 리더스퀘어 1F 119호,기타 일식,가격대 만원-2만원,2022-06-07,맛있다,19,10.0,9.0,0.0
443,오프닛,3.8,강서구,서울특별시 강서구 강서로56길 17,브런치 / 버거 / 샌드위치,가격대 만원-2만원,2021-11-17,맛있다,5,3.0,2.0,0.0
444,후라토식당,3.8,강서구,서울특별시 강서구 공항대로 269-15 2F 211호,정통 일식 / 일반 일식,가격대 만원-2만원,2021-12-10,맛있다,10,7.0,3.0,0.0
445,마곡테이블,3.8,강서구,서울특별시 강서구 마곡중앙6로 63 테크노타워 1F 107호,기타 양식,가격대 만원-2만원,2022-07-12,괜찮다,7,6.0,1.0,0.0
446,냐항바바바,3.8,강서구,서울특별시 강서구 화곡로64길 16,베트남 음식,가격대 만원 미만,2022-02-04,맛있다,12,6.0,5.0,1.0
447,익스큐즈미,3.8,강서구,서울특별시 강서구 마곡동로 56 건와빌딩,카페 / 디저트,가격대 만원 미만,2022-07-20,맛있다,8,5.0,3.0,0.0
448,저스트텐동,3.8,강서구,서울특별시 강서구 마곡중앙6로 42 사이언스타 1F,돈부리 / 일본 카레 / 벤토,가격대 만원-2만원,2022-03-03,맛있다,7,5.0,2.0,0.0
449,나오키,3.7,강서구,서울특별시 강서구 강서로56가길 45 1F,회 / 스시,가격대 4만원 이상,2021-09-23,맛있다,17,9.0,3.0,5.0
450,스시사라,3.7,강서구,서울특별시 강서구 마곡동로 55 1F 101호,회 / 스시,가격대 4만원 이상,2022-08-08,맛있다,13,8.0,2.0,3.0
451,고성막국수,3.7,강서구,서울특별시 강서구 방화대로49길 6-7,국수 / 면 요리,가격대 만원 미만,2021-10-07,맛있다,27,16.0,9.0,2.0
452,스시금강,3.7,강서구,서울특별시 강서구 마곡동로3길 6 NY타워 1F 102호,회 / 스시,가격대 4만원 이상,2022-02-14,맛있다,8,3.0,4.0,1.0
453,소바트럭,3.7,강서구,서울특별시 강서구 화곡로68길 36 110호,라멘 / 소바 / 우동,가격대 만원 미만,2022-07-16,맛있다,23,15.0,6.0,2.0
454,더블랙,3.7,강서구,서울특별시 강서구 공항대로 269-15 힐스테이트 에코마곡 2F 214호,고기 요리,가격대 만원-2만원,2021-12-02,맛있다,14,9.0,4.0,1.0
455,홍린,3.7,강서구,서울특별시 강서구 우장산로15길 25,정통 중식 / 일반 중식,가격대 만원-2만원,2021-07-07,맛있다,15,8.0,7.0,0.0
456,닥터로빈,3.7,강서구,서울특별시 강서구 공항대로 396 귀뚜라미사옥빌딩,이탈리안,가격대 만원-2만원,2021-07-15,맛있다,24,18.0,4.0,2.0
457,옛날한우곱창전문,3.7,강서구,서울특별시 강서구 공항대로59길 36,고기 요리,가격대 만원-2만원,2021-10-13,괜찮다,18,12.0,4.0,2.0
458,동양식당,3.7,강서구,서울특별시 강서구 마곡중앙5로1길 20 2F,퓨전 한식,가격대 만원 미만,2022-01-13,괜찮다,19,12.0,5.0,2.0
459,안영자면옥,3.6,강서구,서울특별시 강서구 마곡중앙4로 22,국수 / 면 요리,가격대 만원-2만원,2022-03-09,괜찮다,6,3.0,2.0,1.0
460,광화문살롱,3.6,강서구,서울특별시 강서구 공항대로45길 63,카페 / 디저트,가격대 만원 미만,2022-02-18,맛있다,18,8.0,6.0,4.0
461,강릉엄지네꼬막집,3.6,강서구,서울특별시 강서구 공항대로 291,전통 주점 / 포차,가격대 만원-2만원,2022-05-10,맛있다,18,11.0,7.0,0.0
462,맹순이꽃게아구찜,3.6,강서구,서울특별시 강서구 공항대로 272,해산물 요리,가격대 만원-2만원,2022-07-01,맛있다,10,5.0,4.0,1.0
463,심야식당켬,3.6,강서구,서울특별시 강서구 마곡중앙로 161-1 롯데캐슬파크 226호,전통 주점 / 포차,가격대 2만원-3만원,2022-07-31,괜찮다,6,3.0,3.0,0.0
464,서울미트볼,3.6,강서구,서울특별시 강서구 화곡로68길 15 아벨테크노 108호,스테이크 / 바베큐,가격대 만원 미만,2022-06-26,맛있다,7,4.0,2.0,1.0
465,똑순이막국수,3.5,강서구,서울특별시 강서구 강서로47길 19 발산상가,국수 / 면 요리,가격대 만원 미만,2021-02-18,괜찮다,26,14.0,8.0,4.0
466,유림,3.5,강서구,서울특별시 강서구 공항대로71길 5,닭 / 오리 요리,가격대 2만원-3만원,2022-03-19,맛있다,48,27.0,9.0,12.0
467,목동분식,3.5,강서구,서울특별시 강서구 강서로45라길 36,기타 한식,가격대 만원 미만,2021-07-15,괜찮다,67,45.0,15.0,7.0
468,뚜스뚜스,3.5,강서구,서울특별시 강서구 공항대로45길 92,베이커리,가격대 만원 미만,2022-07-24,괜찮다,16,11.0,3.0,2.0
469,오남매닭갈비,3.5,강서구,서울특별시 강서구 마곡중앙5로 6,닭 / 오리 요리,가격대 만원-2만원,2022-06-21,맛있다,15,10.0,2.0,3.0
470,인라이크,3.5,강서구,서울특별시 강서구 양천로30길 103,카페 / 디저트,가격대 만원 미만,2022-03-06,맛있다,11,8.0,2.0,1.0
471,탄탄면공방,3.5,강서구,서울특별시 강서구 공항대로 269-15 에코마곡힐스테이트 123호,기타 중식,가격대 만원 미만,2022-07-08,맛있다,9,5.0,2.0,2.0
472,헤븐온탑,3.4,강서구,서울특별시 강서구 하늘길 38,카페 / 디저트,가격대 만원 미만,2022-05-29,괜찮다,23,10.0,8.0,5.0
473,카이조쿠,3.4,강서구,서울특별시 강서구 마곡중앙6로 16 마곡지엠지타워 108호,라멘 / 소바 / 우동,가격대 만원 미만,2022-08-09,별로,37,22.0,12.0,3.0
474,하롱하롱,3.4,강서구,서울특별시 강서구 마곡서로 152,카페 / 디저트,가격대 만원 미만,2021-09-30,괜찮다,17,8.0,9.0,0.0
475,능라도,3.4,강서구,서울특별시 강서구 마곡동로 56 건와빌딩 2F,국수 / 면 요리,가격대 만원-2만원,2021-10-14,맛있다,18,10.0,4.0,4.0
476,파파노다이닝,3.4,강서구,서울특별시 강서구 마곡서로 170 103호,정통 일식 / 일반 일식,가격대 만원 미만,2022-06-28,괜찮다,7,2.0,5.0,0.0
477,브런치팩토리,3.4,강서구,서울특별시 강서구 마곡중앙로 36 엠밸리15단지 상가 102호,브런치 / 버거 / 샌드위치,가격대 만원 미만,2022-06-01,맛있다,11,4.0,4.0,3.0
478,김종용누룽지통닭,3.4,강서구,서울특별시 강서구 화곡로 113,닭 / 오리 요리,가격대 만원 미만,2022-05-01,괜찮다,8,4.0,3.0,1.0
479,백소정,3.3,강서구,서울특별시 강서구 마곡중앙6로 66 퀸즈파크텐 A동 2F 203호,까스 요리,가격대 만원-2만원,2022-07-20,괜찮다,16,7.0,8.0,1.0
480,경양카츠,3.3,강서구,서울특별시 강서구 마곡중앙6로 45 1F 127호,까스 요리,가격대 만원-2만원,2022-08-08,맛있다,8,6.0,1.0,1.0
481,딘타이펑,3.2,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 B2,딤섬 / 만두,가격대 만원-2만원,2022-02-24,괜찮다,22,8.0,10.0,4.0
482,맛찬들왕소금구이,3.2,강서구,서울특별시 강서구 강서로 375-7,고기 요리,가격대 만원-2만원,2022-02-09,맛있다,33,18.0,12.0,3.0
483,토끼정,3.2,강서구,서울특별시 강서구 마곡동로 55 마커스빌딩 2F,정통 일식 / 일반 일식,가격대 만원-2만원,2022-08-08,맛있다,21,8.0,10.0,3.0
484,망향비빔국수,3.2,강서구,서울특별시 강서구 양천로 716 신한빌딩,국수 / 면 요리,가격대 만원 미만,2021-04-27,괜찮다,16,9.0,6.0,1.0
485,공항칼국수,3.1,강서구,서울특별시 강서구 공항대로 18-1,국수 / 면 요리,가격대 만원 미만,2022-01-20,맛있다,39,16.0,11.0,12.0
486,울림,2.9,강서구,서울특별시 강서구 마곡중앙로 76 126호,퓨전 일식,가격대 만원-2만원,2022-06-01,별로,7,1.0,4.0,2.0
487,가츠라,2.6,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 B2,까스 요리,가격대 만원-2만원,2022-06-09,괜찮다,10,0.0,4.0,6.0
488,다온나루,,강서구,부산광역시 강서구 범방3로46번길 21,카페 / 디저트,가격대 만원 미만,2021-08-22,맛있다,8,8.0,0.0,0.0
489,마산아구찜,,강서구,서울특별시 강서구 금낭화로 135 금강프라자,해산물 요리,가격대 2만원-3만원,2022-06-28,맛있다,4,4.0,0.0,0.0
490,OK도매횟집,,강서구,부산광역시 강서구 명지국제12로11번길 10-4,해산물 요리,가격대 3만원-4만원,2022-07-27,맛있다,1,1.0,0.0,0.0
491,모닐이네하우스,,강서구,서울특별시 강서구 양천로 344 A동 113호,카페 / 디저트,가격대 만원 미만,1 일 전,맛있다,51,51.0,0.0,0.0
492,이오카츠,,강서구,서울특별시 강서구 공항대로 164 류마타워1차 122-3호,까스 요리,가격대 만원 미만,2020-06-01,맛있다,1,1.0,0.0,0.0
493,사보텐,,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 B2,까스 요리,가격대 만원 미만,2021-04-28,맛있다,11,3.0,7.0,1.0
494,우니크,,강서구,서울특별시 강서구 마곡동로3길 6 NY타워 11F,고기 요리,가격대 4만원 이상,2021-09-10,별로,4,2.0,1.0,1.0
495,우학면옥,,강서구,서울특별시 강서구 공항대로 261 발산파크프라자 208호,국수 / 면 요리,가격대 만원 미만,2022-08-03,맛있다,8,7.0,1.0,0.0
496,도일처,,강서구,서울특별시 강서구 개화동로 567,정통 중식 / 일반 중식,가격대 만원-2만원,2021-07-11,맛있다,16,14.0,0.0,2.0
497,코끼리만두,4.3,강서구,서울특별시 강서구 공항대로51길 27,한정식 / 백반 / 정통 한식,가격대 만원 미만,2020-07-24,괜찮다,17,11.0,5.0,1.0
498,녹지,,강서구,서울특별시 강서구 공항대로 247 퀸즈파크나인B동 131호,기타 중식,가격대 2만원-3만원,2022-03-30,맛있다,3,2.0,1.0,0.0
499,80년전통 원조순대국,,강서구,서울특별시 강서구 방화대로6가길 34,탕 / 찌개 / 전골,가격대 만원 미만,2022-03-17,맛있다,14,7.0,3.0,4.0
500,도쿄하나,,강서구,서울특별시 강서구 공항대로 367,정통 일식 / 일반 일식,가격대 3만원-4만원,2021-06-20,맛있다,6,5.0,0.0,1.0
501,사모님짬뽕,,강서구,서울특별시 강서구 금낭화로18길 10,정통 중식 / 일반 중식,가격대 만원 미만,2022-02-11,맛있다,13,10.0,2.0,1.0
502,박가부대,,강서구,서울특별시 강서구 양천로 583 우림블루나인,탕 / 찌개 / 전골,가격대 만원 미만,2020-04-17,별로,7,4.0,0.0,3.0
503,봉래헌,,강서구,서울특별시 강서구 방화대로 94 메이필드 호텔 별관 한옥 1F,한정식 / 백반 / 정통 한식,가격대 4만원 이상,2022-07-24,별로,2,1.0,0.0,1.0
504,사이드쇼,,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점,기타 한식,가격대 만원 미만,2021-02-09,괜찮다,12,2.0,7.0,3.0
505,매드포갈릭,,강서구,서울특별시 강서구 공항대로 236,이탈리안,가격대 2만원-3만원,2021-07-15,맛있다,12,7.0,4.0,1.0
506,고드니,,강서구,서울특별시 강서구 마곡중앙로 161-1 캐슬파크 2F 220호,카페 / 디저트,가격대 만원 미만,2022-02-20,맛있다,3,3.0,0.0,0.0
507,오즈테이블,,강서구,서울특별시 강서구 마곡중앙로 56 사이언스타워2 B1,브런치 / 버거 / 샌드위치,가격대 만원-2만원,2021-09-11,맛있다,3,3.0,0.0,0.0
508,바틀리스트,,강서구,서울특별시 강서구 강서로 433 116호,치킨 / 호프 / 펍,가격대 만원-2만원,2022-06-20,맛있다,2,2.0,0.0,0.0
509,앙로고택,,강서구,부산광역시 강서구 식만로 122,카페 / 디저트,가격대 만원 미만,2022-01-08,맛있다,1,1.0,0.0,0.0
510,이야시,,강서구,서울특별시 강서구 곰달래로 269,회 / 스시,가격대 만원-2만원,2022-06-16,맛있다,6,6.0,0.0,0.0
511,까롱파티,,강서구,서울특별시 강서구 강서로35길 20 102호,카페 / 디저트,가격대 만원 미만,2019-10-20,괜찮다,3,1.0,2.0,0.0
512,김치옥,,강서구,서울특별시 강서구 마곡중앙6로 65 지투프라자 2F,고기 요리,가격대 만원-2만원,2022-04-24,맛있다,4,3.0,1.0,0.0
513,일품한우,,강서구,서울특별시 강서구 마곡중앙로 161-22 2F,고기 요리,가격대 2만원-3만원,2021-06-09,맛있다,3,2.0,1.0,0.0
514,대가원식당,,강서구,서울특별시 강서구 공항대로 304 4F 401-405호,고기 요리,가격대 4만원 이상,2018-05-09,별로,13,4.0,2.0,7.0
515,육화몽,,강서구,서울특별시 강서구 강서로 237,고기 요리,가격대 만원-2만원,2021-11-07,맛있다,5,5.0,0.0,0.0
516,쉐드커피,4.7,강서구,서울특별시 강서구 마곡중앙6로 16 1F,카페 / 디저트,가격대 만원 미만,2022-05-23,맛있다,4,4.0,0.0,0.0
517,스시나오키,,강서구,서울특별시 강서구 마곡중앙6로 45 302호,회 / 스시,가격대 4만원 이상,2021-12-30,별로,1,0.0,0.0,1.0
518,움라우트카페,,강서구,서울특별시 강서구 강서로33가길 52,카페 / 디저트,가격대 만원 미만,2022-08-10,맛있다,1,1.0,0.0,0.0
519,생어거스틴,,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 MF,다국적 아시아 음식,가격대 만원-2만원,2021-03-02,맛있다,9,5.0,2.0,2.0
520,파스타인카페,,강서구,서울특별시 강서구 마곡중앙2로 15 테크노타워2 201호,기타 양식,가격대 만원 미만,2022-03-28,맛있다,8,8.0,0.0,0.0
521,스시카이시,,강서구,서울특별시 강서구 강서로 395 206호,회 / 스시,가격대 4만원 이상,2022-07-30,괜찮다,1,0.0,1.0,0.0
522,최윤진당진아구동태찜탕,,강서구,서울특별시 강서구 방화동로 90,해산물 요리,가격대 만원-2만원,0,0,0,,,
523,신선,,강서구,서울특별시 강서구 마곡동로 62 마곡 사이언스 타워 208호,정통 중식 / 일반 중식,가격대 만원-2만원,2021-07-15,괜찮다,13,5.0,2.0,6.0
524,도라무통즉석떡볶이,,강서구,서울특별시 강서구 곰달래로 163,기타 한식,가격대 만원 미만,2019-12-05,맛있다,12,11.0,1.0,0.0
525,안스베이커리,,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 B2,카페 / 디저트,가격대 만원 미만,2022-01-29,맛있다,10,7.0,2.0,1.0
526,다래정,,강서구,서울특별시 강서구 공항대로59길 20,고기 요리,가격대 만원-2만원,2022-06-19,맛있다,6,6.0,0.0,0.0
527,현이네초밥가게,,강서구,서울특별시 강서구 공항대로45길 44 청림오피스텔 1F,회 / 스시,가격대 만원-2만원,2019-11-30,괜찮다,4,2.0,2.0,0.0
528,갈비생각,,강서구,서울특별시 강서구 강서로54길 42 1F,고기 요리,가격대 2만원-3만원,2022-03-01,맛있다,1,1.0,0.0,0.0
529,와인오픈,,강서구,서울특별시 강서구 마곡중앙6로 10 111호,칵테일 / 와인,가격대 2만원-3만원,2022-06-30,맛있다,1,1.0,0.0,0.0
530,가마솥한우국밥,,강서구,서울특별시 강서구 강서로 349,탕 / 찌개 / 전골,가격대 만원 미만,2021-11-23,맛있다,5,4.0,0.0,1.0
531,의성식당,,강서구,서울특별시 강서구 공항대로59가길 25-6,한정식 / 백반 / 정통 한식,가격대 만원 미만,2021-06-10,괜찮다,3,1.0,1.0,1.0
532,일편등심,,강서구,서울특별시 강서구 마곡중앙로 171 프라이빗타워 2차 2F,고기 요리,가격대 3만원-4만원,2022-07-19,맛있다,3,3.0,0.0,0.0
533,남춘네숯불닭갈비,,강서구,서울특별시 강서구 등촌로 47-1,닭 / 오리 요리,가격대 만원-2만원,0,0,2,2.0,0.0,0.0
534,오프레스트,,강서구,서울특별시 강서구 공항대로59길 64 상가1동,카페 / 디저트,가격대 만원 미만,2022-07-24,맛있다,2,2.0,0.0,0.0
535,삼부숯불구이,,강서구,서울특별시 강서구 공항대로 14,기타 한식,0,2019-07-24,맛있다,1,1.0,0.0,0.0
536,올바른분식,,강서구,서울특별시 강서구 마곡중앙6로 10 마곡역 센트럴푸르지오시티 112호,기타 한식,가격대 만원 미만,2022-05-16,맛있다,11,11.0,0.0,0.0
537,사랑방손칼국수,,강서구,서울특별시 강서구 국회대로 249-1,국수 / 면 요리,가격대 만원 미만,2021-11-30,괜찮다,6,1.0,3.0,2.0
538,에머이,,강서구,서울특별시 강서구 마곡서로 152 두산더랜드타워 B동 108-109호,베트남 음식,가격대 만원 미만,2022-06-14,맛있다,3,2.0,1.0,0.0
539,양옥주점,4.5,강서구,서울특별시 강서구 마곡중앙로 161-11 힐스테이트에코 111-2호,퓨전 중식,가격대 2만원-3만원,2022-06-17,맛있다,3,3.0,0.0,0.0
540,공간녹음,,강서구,서울특별시 강서구 공항대로 227 403호,기타 양식,가격대 만원-2만원,2022-06-06,맛있다,3,3.0,0.0,0.0
541,신세계포차,,강서구,서울특별시 강서구 마곡중앙8로 86 105호,일반 주점,가격대 만원-2만원,2022-04-15,맛있다,3,3.0,0.0,0.0
542,꼼떼바베큐,,강서구,서울특별시 강서구 마곡중앙로 161-11 라마다호텔 B1,스테이크 / 바베큐,가격대 만원-2만원,2020-07-25,별로,7,2.0,1.0,4.0
543,밀작,,강서구,서울특별시 강서구 방화동로12길 18,베이커리,가격대 만원 미만,2020-08-24,괜찮다,10,7.0,3.0,0.0
544,숙달돼지,,강서구,서울특별시 강서구 강서로 415,고기 요리,가격대 만원-2만원,2021-03-10,맛있다,5,5.0,0.0,0.0
545,선식당,,강서구,서울특별시 강서구 우현로 5,다국적 아시아 음식,가격대 만원-2만원,2019-11-30,맛있다,3,1.0,1.0,1.0
546,청풍동태탕,,강서구,서울특별시 강서구 화곡로68길 15 아벨테크노 2F 212호,해산물 요리,가격대 만원 미만,2021-09-10,맛있다,13,11.0,2.0,0.0
547,플루이드,,강서구,서울특별시 강서구 마곡중앙6로 70 1F 107호,카페 / 디저트,가격대 만원 미만,2022-06-06,맛있다,3,2.0,1.0,0.0
548,마곡오리,,강서구,서울특별시 강서구 양천로30길 11,닭 / 오리 요리,가격대 2만원-3만원,2 일 전,맛있다,3,3.0,0.0,0.0
549,리틀사이공,,강서구,서울특별시 강서구 하늘길 38,베트남 음식,가격대 만원 미만,2020-02-13,맛있다,15,13.0,1.0,1.0
550,도화림,,강서구,서울특별시 강서구 강서로 391 문영비즈웍스 206호,정통 중식 / 일반 중식,가격대 만원 미만,2020-09-23,맛있다,10,6.0,3.0,1.0
551,등촌샤브칼국수,,강서구,서울특별시 강서구 강서로56가길 65 아트빌딩 2F,탕 / 찌개 / 전골,가격대 만원-2만원,2021-07-15,맛있다,12,10.0,2.0,0.0
552,쿠시야,,강서구,서울특별시 강서구 마곡중앙로 161-8,이자카야 / 오뎅 / 꼬치,가격대 만원-2만원,2020-04-29,맛있다,7,7.0,0.0,0.0
553,식바,,강서구,서울특별시 강서구 화곡로18길 27,일반 주점,가격대 만원-2만원,2019-10-22,맛있다,3,3.0,0.0,0.0
554,낫띵메터스,,강서구,서울특별시 강서구 마곡서로 175 407동상가 104호,카페 / 디저트,가격대 만원 미만,2022-04-15,맛있다,3,2.0,0.0,1.0
555,광선집,,강서구,서울특별시 강서구 곰달래로 149 소망빌딩 1F,고기 요리,가격대 만원-2만원,2022-04-04,맛있다,2,2.0,0.0,0.0
556,츄카롱,,강서구,서울특별시 강서구 마곡중앙로 161-1 캐슬파크 212호,카페 / 디저트,가격대 만원 미만,2021-03-20,맛있다,1,1.0,0.0,0.0
557,파파진구,,강서구,서울특별시 강서구 공항대로59길 20-3,칵테일 / 와인,가격대 만원-2만원,0,0,0,,,
558,맛거리,,강서구,서울특별시 강서구 화곡로25길 8,전통 주점 / 포차,가격대 만원-2만원,2019-12-26,맛있다,13,11.0,2.0,0.0
559,해촌칼국수,,강서구,서울특별시 강서구 강서로 349,국수 / 면 요리,가격대 만원-2만원,2020-04-15,괜찮다,12,7.0,4.0,1.0
560,제이든,,강서구,서울특별시 강서구 마곡중앙8로 90 마곡아이파크 217호,카페 / 디저트,가격대 만원 미만,2020-10-02,맛있다,7,3.0,3.0,1.0
561,MODU’S CAFE,,강서구,서울특별시 강서구 곰달래로 72 호텔타워 1F,카페 / 디저트,가격대 만원 미만,2020-06-13,맛있다,7,7.0,0.0,0.0
562,브레드더밀,,강서구,서울특별시 강서구 강서로 471 엠코지니어스타 A108호,베이커리,가격대 만원 미만,2021-12-01,맛있다,6,5.0,0.0,1.0
563,마초갈비,,강서구,서울특별시 강서구 마곡동로 62 1F,고기 요리,가격대 만원-2만원,2022-06-14,맛있다,5,5.0,0.0,0.0
564,다옴,,강서구,서울특별시 강서구 마곡중앙6로 69 세움빌딩 3F,이탈리안,가격대 만원-2만원,2022-06-23,맛있다,5,4.0,1.0,0.0
565,클로바,,강서구,서울특별시 강서구 화곡로68길 3 101-103호,카페 / 디저트,가격대 만원 미만,2022-07-05,맛있다,4,4.0,0.0,0.0
566,도쿄빙수,,강서구,서울특별시 강서구 마곡중앙로 161-1 마곡나루역캐슬파크 2F 217호,카페 / 디저트,가격대 만원 미만,2019-07-16,맛있다,3,2.0,0.0,1.0
567,무교동참낙지,,강서구,서울특별시 강서구 마곡중앙6로 85,해산물 요리,가격대 만원-2만원,2022-04-11,맛있다,3,3.0,0.0,0.0
568,양평해장국,,강서구,서울특별시 강서구 공항대로 242 212호,탕 / 찌개 / 전골,가격대 만원 미만,2021-08-30,맛있다,10,10.0,0.0,0.0
569,신촌감자탕해물뼈찜,,강서구,서울특별시 강서구 강서로 375,탕 / 찌개 / 전골,가격대 만원-2만원,2022-06-14,맛있다,5,5.0,0.0,0.0
570,고양이후추,,강서구,서울특별시 강서구 공항대로59다길 267,카페 / 디저트,가격대 만원 미만,2021-09-29,별로,5,4.0,0.0,1.0
571,대저할매국수,,강서구,부산광역시 강서구 대저중앙로 337,국수 / 면 요리,가격대 만원 미만,2018-09-16,맛있다,6,4.0,2.0,0.0
572,특별하면돼지,,강서구,서울특별시 강서구 곰달래로60길 33,고기 요리,가격대 만원-2만원,2020-09-21,맛있다,4,4.0,0.0,0.0
573,설화랑,,강서구,서울특별시 강서구 강서로 381-7 예원빌딩 2F,고기 요리,가격대 4만원 이상,2019-12-28,맛있다,3,2.0,1.0,0.0
574,바코,,강서구,서울특별시 강서구 양천로 344 제107-2호,이탈리안,가격대 만원-2만원,2022-01-30,맛있다,3,3.0,0.0,0.0
575,인생고기,,강서구,서울특별시 강서구 마곡중앙로 161-17 보타닉파크타워Ⅰ 118호,고기 요리,가격대 2만원-3만원,2022-05-29,맛있다,2,2.0,0.0,0.0
576,린치타이,,강서구,서울특별시 강서구 방화대로47가길 41,정통 중식 / 일반 중식,가격대 만원-2만원,2021-04-28,맛있다,1,1.0,0.0,0.0
577,오재영스시,,강서구,서울특별시 강서구 까치산로2길 4 싱글하우스고시텔 1F,회 / 스시,가격대 만원-2만원,2022-05-02,맛있다,10,7.0,3.0,0.0
578,어쩌라고,,강서구,서울특별시 강서구 화곡로 194-48,일반 주점,가격대 만원-2만원,2022-06-21,맛있다,9,9.0,0.0,0.0
