,식당명,별점,구,주소,음식종류,가격대,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수,평점
3420,대가원식당,0.0,강서구,서울특별시 강서구 공항대로 304 4F 401-405호,한식, 4만원 이상,2018-05-09,별로,13,4.0,2.0,7.0,0.0
3421,육화몽,0.0,강서구,서울특별시 강서구 강서로 237,한식, 만원-2만원,2021-11-07,맛있다,5,5.0,0.0,0.0,0.0
3422,쉐드커피,4.7,강서구,서울특별시 강서구 마곡중앙6로 16 1F,카페/디저트, 만원 미만,2022-05-23,맛있다,4,4.0,0.0,0.0,4.7
3423,스시나오키,0.0,강서구,서울특별시 강서구 마곡중앙6로 45 302호,일식, 4만원 이상,2021-12-30,별로,1,0.0,0.0,1.0,0.0
3424,움라우트카페,0.0,강서구,서울특별시 강서구 강서로33가길 52,카페/디저트, 만원 미만,2022-08-10,맛있다,1,1.0,0.0,0.0,0.0
3425,생어거스틴,0.0,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 MF,다국적음식, 만원-2만원,2021-03-02,맛있다,9,5.0,2.0,2.0,0.0
3426,파스타인카페,0.0,강서구,서울특별시 강서구 마곡중앙2로 15 테크노타워2 201호,양식, 만원 미만,2022-03-28,맛있다,8,8.0,0.0,0.0,0.0
3427,스시카이시,0.0,강서구,서울특별시 강서구 강서로 395 206호,일식, 4만원 이상,2022-07-30,괜찮다,1,0.0,1.0,0.0,0.0
3428,최윤진당진아구동태찜탕,0.0,강서구,서울특별시 강서구 방화동로 90,기타, 만원-2만원,0,0,0,0.0,0.0,0.0,0.0
3429,신선,0.0,강서구,서울특별시 강서구 마곡동로 62 마곡 사이언스 타워 208호,중식, 만원-2만원,2021-07-15,괜찮다,13,5.0,2.0,6.0,0.0
3430,도라무통즉석떡볶이,0.0,강서구,서울특별시 강서구 곰달래로 163,한식, 만원 미만,2019-12-05,맛있다,12,11.0,1.0,0.0,0.0
3431,안스베이커리,0.0,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 B2,카페/디저트, 만원 미만,2022-01-29,맛있다,10,7.0,2.0,1.0,0.0
3432,다래정,0.0,강서구,서울특별시 강서구 공항대로59길 20,한식, 만원-2만원,2022-06-19,맛있다,6,6.0,0.0,0.0,0.0
3433,현이네초밥가게,0.0,강서구,서울특별시 강서구 공항대로45길 44 청림오피스텔 1F,일식, 만원-2만원,2019-11-30,괜찮다,4,2.0,2.0,0.0,0.0
3434,갈비생각,0.0,강서구,서울특별시 강서구 강서로54길 42 1F,한식, 2만원-3만원,2022-03-01,맛있다,1,1.0,0.0,0.0,0.0
3435,와인오픈,0.0,강서구,서울특별시 강서구 마곡중앙6로 10 111호,주점, 2만원-3만원,2022-06-30,맛있다,1,1.0,0.0,0.0,0.0
3436,가마솥한우국밥,0.0,강서구,서울특별시 강서구 강서로 349,한식, 만원 미만,2021-11-23,맛있다,5,4.0,0.0,1.0,0.0
3437,의성식당,0.0,강서구,서울특별시 강서구 공항대로59가길 25-6,한식, 만원 미만,2021-06-10,괜찮다,3,1.0,1.0,1.0,0.0
3438,일편등심,0.0,강서구,서울특별시 강서구 마곡중앙로 171 프라이빗타워 2차 2F,한식, 3만원-4만원,2022-07-19,맛있다,3,3.0,0.0,0.0,0.0
3439,남춘네숯불닭갈비,0.0,강서구,서울특별시 강서구 등촌로 47-1,한식, 만원-2만원,0,0,2,2.0,0.0,0.0,0.0
3440,오프레스트,0.0,강서구,서울특별시 강서구 공항대로59길 64 상가1동,카페/디저트, 만원 미만,2022-07-24,맛있다,2,2.0,0.0,0.0,0.0
3441,삼부숯불구이,0.0,강서구,서울특별시 강서구 공항대로 14,한식,0,2019-07-24,맛있다,1,1.0,0.0,0.0,0.0
3442,올바른분식,0.0,강서구,서울특별시 강서구 마곡중앙6로 10 마곡역 센트럴푸르지오시티 112호,한식, 만원 미만,2022-05-16,맛있다,11,11.0,0.0,0.0,0.0
3443,사랑방손칼국수,0.0,강서구,서울특별시 강서구 국회대로 249-1,한식, 만원 미만,2021-11-30,괜찮다,6,1.0,3.0,2.0,0.0
3444,에머이,0.0,강서구,서울특별시 강서구 마곡서로 152 두산더랜드타워 B동 108-109호,다국적음식, 만원 미만,2022-06-14,맛있다,3,2.0,1.0,0.0,0.0
3445,양옥주점,4.5,강서구,서울특별시 강서구 마곡중앙로 161-11 힐스테이트에코 111-2호,중식, 2만원-3만원,2022-06-17,맛있다,3,3.0,0.0,0.0,4.5
3446,공간녹음,0.0,강서구,서울특별시 강서구 공항대로 227 403호,양식, 만원-2만원,2022-06-06,맛있다,3,3.0,0.0,0.0,0.0
3447,신세계포차,0.0,강서구,서울특별시 강서구 마곡중앙8로 86 105호,주점, 만원-2만원,2022-04-15,맛있다,3,3.0,0.0,0.0,0.0
3448,꼼떼바베큐,0.0,강서구,서울특별시 강서구 마곡중앙로 161-11 라마다호텔 B1,양식, 만원-2만원,2020-07-25,별로,7,2.0,1.0,4.0,0.0
3449,밀작,0.0,강서구,서울특별시 강서구 방화동로12길 18,카페/디저트, 만원 미만,2020-08-24,괜찮다,10,7.0,3.0,0.0,0.0
3450,숙달돼지,0.0,강서구,서울특별시 강서구 강서로 415,한식, 만원-2만원,2021-03-10,맛있다,5,5.0,0.0,0.0,0.0
3451,선식당,0.0,강서구,서울특별시 강서구 우현로 5,다국적음식, 만원-2만원,2019-11-30,맛있다,3,1.0,1.0,1.0,0.0
3452,청풍동태탕,0.0,강서구,서울특별시 강서구 화곡로68길 15 아벨테크노 2F 212호,기타, 만원 미만,2021-09-10,맛있다,13,11.0,2.0,0.0,0.0
3453,플루이드,0.0,강서구,서울특별시 강서구 마곡중앙6로 70 1F 107호,카페/디저트, 만원 미만,2022-06-06,맛있다,3,2.0,1.0,0.0,0.0
3454,마곡오리,0.0,강서구,서울특별시 강서구 양천로30길 11,한식, 2만원-3만원,2 일 전,맛있다,3,3.0,0.0,0.0,0.0
3455,리틀사이공,0.0,강서구,서울특별시 강서구 하늘길 38,다국적음식, 만원 미만,2020-02-13,맛있다,15,13.0,1.0,1.0,0.0
3456,도화림,0.0,강서구,서울특별시 강서구 강서로 391 문영비즈웍스 206호,중식, 만원 미만,2020-09-23,맛있다,10,6.0,3.0,1.0,0.0
3457,등촌샤브칼국수,0.0,강서구,서울특별시 강서구 강서로56가길 65 아트빌딩 2F,한식, 만원-2만원,2021-07-15,맛있다,12,10.0,2.0,0.0,0.0
3458,쿠시야,0.0,강서구,서울특별시 강서구 마곡중앙로 161-8,주점, 만원-2만원,2020-04-29,맛있다,7,7.0,0.0,0.0,0.0
3459,식바,0.0,강서구,서울특별시 강서구 화곡로18길 27,주점, 만원-2만원,2019-10-22,맛있다,3,3.0,0.0,0.0,0.0
3460,낫띵메터스,0.0,강서구,서울특별시 강서구 마곡서로 175 407동상가 104호,카페/디저트, 만원 미만,2022-04-15,맛있다,3,2.0,0.0,1.0,0.0
3461,광선집,0.0,강서구,서울특별시 강서구 곰달래로 149 소망빌딩 1F,한식, 만원-2만원,2022-04-04,맛있다,2,2.0,0.0,0.0,0.0
3462,츄카롱,0.0,강서구,서울특별시 강서구 마곡중앙로 161-1 캐슬파크 212호,카페/디저트, 만원 미만,2021-03-20,맛있다,1,1.0,0.0,0.0,0.0
3463,파파진구,0.0,강서구,서울특별시 강서구 공항대로59길 20-3,주점, 만원-2만원,0,0,0,0.0,0.0,0.0,0.0
3464,맛거리,0.0,강서구,서울특별시 강서구 화곡로25길 8,주점, 만원-2만원,2019-12-26,맛있다,13,11.0,2.0,0.0,0.0
3465,해촌칼국수,0.0,강서구,서울특별시 강서구 강서로 349,한식, 만원-2만원,2020-04-15,괜찮다,12,7.0,4.0,1.0,0.0
3466,제이든,0.0,강서구,서울특별시 강서구 마곡중앙8로 90 마곡아이파크 217호,카페/디저트, 만원 미만,2020-10-02,맛있다,7,3.0,3.0,1.0,0.0
3467,MODU’S CAFE,0.0,강서구,서울특별시 강서구 곰달래로 72 호텔타워 1F,카페/디저트, 만원 미만,2020-06-13,맛있다,7,7.0,0.0,0.0,0.0
3468,브레드더밀,0.0,강서구,서울특별시 강서구 강서로 471 엠코지니어스타 A108호,카페/디저트, 만원 미만,2021-12-01,맛있다,6,5.0,0.0,1.0,0.0
3469,마초갈비,0.0,강서구,서울특별시 강서구 마곡동로 62 1F,한식, 만원-2만원,2022-06-14,맛있다,5,5.0,0.0,0.0,0.0
3470,다옴,0.0,강서구,서울특별시 강서구 마곡중앙6로 69 세움빌딩 3F,양식, 만원-2만원,2022-06-23,맛있다,5,4.0,1.0,0.0,0.0
3471,클로바,0.0,강서구,서울특별시 강서구 화곡로68길 3 101-103호,카페/디저트, 만원 미만,2022-07-05,맛있다,4,4.0,0.0,0.0,0.0
3472,도쿄빙수,0.0,강서구,서울특별시 강서구 마곡중앙로 161-1 마곡나루역캐슬파크 2F 217호,카페/디저트, 만원 미만,2019-07-16,맛있다,3,2.0,0.0,1.0,0.0
3473,무교동참낙지,0.0,강서구,서울특별시 강서구 마곡중앙6로 85,기타, 만원-2만원,2022-04-11,맛있다,3,3.0,0.0,0.0,0.0
3474,양평해장국,0.0,강서구,서울특별시 강서구 공항대로 242 212호,한식, 만원 미만,2021-08-30,맛있다,10,10.0,0.0,0.0,0.0
3475,신촌감자탕해물뼈찜,0.0,강서구,서울특별시 강서구 강서로 375,한식, 만원-2만원,2022-06-14,맛있다,5,5.0,0.0,0.0,0.0
3476,고양이후추,0.0,강서구,서울특별시 강서구 공항대로59다길 267,카페/디저트, 만원 미만,2021-09-29,별로,5,4.0,0.0,1.0,0.0
3477,대저할매국수,0.0,강서구,부산광역시 강서구 대저중앙로 337,한식, 만원 미만,2018-09-16,맛있다,6,4.0,2.0,0.0,0.0
3478,특별하면돼지,0.0,강서구,서울특별시 강서구 곰달래로60길 33,한식, 만원-2만원,2020-09-21,맛있다,4,4.0,0.0,0.0,0.0
3479,설화랑,0.0,강서구,서울특별시 강서구 강서로 381-7 예원빌딩 2F,한식, 4만원 이상,2019-12-28,맛있다,3,2.0,1.0,0.0,0.0
3480,바코,0.0,강서구,서울특별시 강서구 양천로 344 제107-2호,양식, 만원-2만원,2022-01-30,맛있다,3,3.0,0.0,0.0,0.0
3481,인생고기,0.0,강서구,서울특별시 강서구 마곡중앙로 161-17 보타닉파크타워Ⅰ 118호,한식, 2만원-3만원,2022-05-29,맛있다,2,2.0,0.0,0.0,0.0
3482,린치타이,0.0,강서구,서울특별시 강서구 방화대로47가길 41,중식, 만원-2만원,2021-04-28,맛있다,1,1.0,0.0,0.0,0.0
3483,오재영스시,0.0,강서구,서울특별시 강서구 까치산로2길 4 싱글하우스고시텔 1F,일식, 만원-2만원,2022-05-02,맛있다,10,7.0,3.0,0.0,0.0
3484,어쩌라고,0.0,강서구,서울특별시 강서구 화곡로 194-48,주점, 만원-2만원,2022-06-21,맛있다,9,9.0,0.0,0.0,0.0
3485,파스퇴르밀크바,0.0,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 MF,카페/디저트, 만원 미만,2020-09-17,맛있다,7,6.0,1.0,0.0,0.0
3486,타이투고,0.0,강서구,서울특별시 강서구 마곡중앙6로 45 마곡리더스퀘어 115호,다국적음식, 만원 미만,2022-03-28,괜찮다,7,4.0,3.0,0.0,0.0
3487,커피볶는곤이네집,0.0,강서구,서울특별시 강서구 곰달래로 116-1 m타워,카페/디저트, 만원 미만,2019-10-31,맛있다,6,5.0,1.0,0.0,0.0
3488,남대문커피,0.0,강서구,서울특별시 강서구 공항대로 247,카페/디저트, 만원 미만,2021-06-30,괜찮다,5,4.0,1.0,0.0,0.0
3489,진1926,0.0,강서구,서울특별시 강서구 마곡중앙로 161-8,일식, 2만원-3만원,2021-05-21,괜찮다,3,0.0,3.0,0.0,0.0
3490,쿠타니,0.0,강서구,서울특별시 강서구 화곡로 350 SJ라벨라 2F,일식, 4만원 이상,2020-12-31,맛있다,3,3.0,0.0,0.0,0.0
3491,매화양꼬치,0.0,강서구,서울특별시 강서구 화곡로60길 20,중식, 만원-2만원,2022-03-29,괜찮다,2,1.0,1.0,0.0,0.0
3492,로빈뮤지엄,0.0,강서구,부산광역시 강서구 신호산단1로140번길 71 1F,카페/디저트, 만원 미만,2021-09-26,맛있다,2,2.0,0.0,0.0,0.0
3493,주택,0.0,강서구,서울특별시 강서구 마곡중앙로 161-1,주점, 만원-2만원,2022-06-17,맛있다,2,2.0,0.0,0.0,0.0
3494,녹산용가든,0.0,강서구,부산광역시 강서구 낙동남로682번길 94,한식, 3만원-4만원,0,0,0,0.0,0.0,0.0,0.0
3495,쓰부,0.0,강서구,서울특별시 강서구 까치산로 75 신화빌딩,중식, 만원 미만,2021-11-18,괜찮다,5,4.0,1.0,0.0,0.0
3496,토끼정,0.0,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 MF,일식, 만원-2만원,2021-03-19,괜찮다,4,2.0,2.0,0.0,0.0
3497,데판야끼다케시,0.0,강서구,서울특별시 강서구 마곡중앙6로 66 205호,일식, 만원-2만원,2022-08-08,맛있다,4,4.0,0.0,0.0,0.0
3498,강서복집,0.0,강서구,서울특별시 강서구 공항대로59길 8,기타, 2만원-3만원,2021-06-14,맛있다,3,3.0,0.0,0.0,0.0
3499,이치방라멘,0.0,강서구,서울특별시 강서구 강서로 271,일식, 만원 미만,2019-06-06,맛있다,2,2.0,0.0,0.0,0.0
3500,호호방,0.0,강서구,서울특별시 강서구 마곡중앙로 161-1 마곡나루캐슬파크 115호,주점, 2만원-3만원,2021-11-17,괜찮다,2,1.0,1.0,0.0,0.0
3501,중화요리청산프라자,0.0,강서구,서울특별시 강서구 공항대로2길 4,중식, 만원 미만,2022-07-29,맛있다,2,2.0,0.0,0.0,0.0
3502,바인디포,0.0,강서구,서울특별시 강서구 공항대로 247 A동 201호,양식, 2만원-3만원,2022-07-08,맛있다,2,2.0,0.0,0.0,0.0
3503,조병관숙성회,0.0,강서구,서울특별시 강서구 화곡로50길 28 102호,일식, 2만원-3만원,0,0,0,0.0,0.0,0.0,0.0
3504,교대이층집,4.6,강서구,서울특별시 강서구 강서로 381 수창빌딩 2F,한식, 2만원-3만원,2021-11-07,맛있다,13,13.0,0.0,0.0,4.6
3505,정일품삼계탕,0.0,강서구,서울특별시 강서구 공항대로59길 8,한식, 만원-2만원,2021-06-15,맛있다,8,7.0,1.0,0.0,0.0
3506,야키토리토리야,4.6,양천구,서울특별시 양천구 오목로 345 슬로우스퀘어 115호,주점, 3만원-4만원,2022-08-03,괜찮다,13,12.0,1.0,0.0,4.246153846153846
3507,반쌥,4.5,양천구,서울특별시 양천구 오목로48길 28 1F,다국적음식, 만원-2만원,2022-07-30,맛있다,15,13.0,2.0,0.0,3.9
3508,히노야마,4.3,양천구,서울특별시 양천구 목동서로 349 센트럴프라자,일식, 만원-2만원,2022-08-09,괜찮다,21,15.0,4.0,2.0,2.2523809523809524
3509,강릉스낵,4.3,양천구,서울특별시 양천구 목동동로 228-2,한식, 만원 미만,2022-08-10,맛있다,9,7.0,2.0,0.0,3.344444444444444
3510,미시락칼국수,4.2,양천구,서울특별시 양천구 목동중앙북로16길 10,한식, 만원 미만,2022-08-11,맛있다,31,26.0,4.0,1.0,3.2516129032258063
3511,락희안,4.1,양천구,서울특별시 양천구 오목로 330 2-3F,중식, 만원-2만원,2022-08-02,맛있다,11,8.0,3.0,0.0,2.9818181818181815
3512,오목집,4.0,양천구,서울특별시 양천구 목동서로 155 파라곤 B1,한식, 2만원-3만원,2022-04-20,맛있다,101,80.0,14.0,7.0,2.613861386138614
3513,금성수제돈까스,4.0,양천구,서울특별시 양천구 신목로5길 3,한식, 만원 미만,2022-07-25,괜찮다,25,21.0,3.0,1.0,3.04
3514,팔방교자,4.0,양천구,서울특별시 양천구 오목로 330 1F,중식, 만원 미만,4 일 전,맛있다,6,4.0,2.0,0.0,2.6666666666666665
3515,회기버거,4.0,양천구,서울특별시 양천구 목동중앙서로 7 1F,양식, 만원 미만,2022-07-08,맛있다,5,4.0,0.0,1.0,1.6
3516,아리네,4.0,양천구,서울특별시 양천구 목동동로 222-11,카페/디저트, 만원 미만,2022-07-11,맛있다,7,7.0,0.0,0.0,4.0
3517,일미락,3.9,양천구,서울특별시 양천구 목동동로 226-16,한식, 만원-2만원,2021-11-14,맛있다,107,73.0,23.0,11.0,1.858878504672897
3518,우직,3.9,양천구,서울특별시 양천구 목동중앙본로29길 6 1F,한식, 3만원-4만원,2022-07-07,괜찮다,13,8.0,5.0,0.0,2.4
3519,파티세리소나,3.9,양천구,서울특별시 양천구 오목로34길 4,카페/디저트, 만원 미만,2022-03-13,맛있다,27,25.0,2.0,0.0,3.611111111111111
3520,카멜리온,3.9,양천구,서울특별시 양천구 오목로 196,카페/디저트, 만원 미만,6 일 전,괜찮다,15,9.0,6.0,0.0,2.3400000000000003
3521,홍마방,3.9,양천구,서울특별시 양천구 목동중앙북로14길 1 1F,중식, 만원 미만,2022-07-24,맛있다,21,15.0,6.0,0.0,2.7857142857142856
3522,아재식당,3.9,양천구,서울특별시 양천구 목동동로10길 12-24 목동주택,다국적음식, 만원 미만,2022-07-20,괜찮다,7,6.0,1.0,0.0,3.3428571428571425
3523,닥터로빈,3.8,양천구,서울특별시 양천구 오목로 299 목동트라팰리스,양식, 만원-2만원,2022-06-06,괜찮다,26,20.0,5.0,1.0,2.6307692307692307
3524,쿠마카세,3.8,양천구,서울특별시 양천구 목동동로 228-12,주점, 2만원-3만원,2020-11-29,맛있다,21,16.0,5.0,0.0,2.895238095238095
3525,황금오리농장,3.8,양천구,서울특별시 양천구 국회대로 176,한식, 만원-2만원,2021-07-28,맛있다,19,14.0,3.0,2.0,2.0
3526,커피별녹색잔,3.8,양천구,서울특별시 양천구 목동로21길 26,카페/디저트, 만원 미만,2022-05-14,맛있다,14,11.0,1.0,2.0,1.8999999999999997
3527,밥초,3.8,양천구,서울특별시 양천구 오목로48길 10,일식, 만원-2만원,2022-07-14,맛있다,17,11.0,4.0,2.0,1.564705882352941
3528,가랑삼계탕,3.8,양천구,서울특별시 양천구 목동로 210,한식, 만원-2만원,2021-07-23,괜찮다,15,11.0,4.0,0.0,2.7866666666666666
3529,한스,3.8,양천구,서울특별시 양천구 오목로 287 1F,카페/디저트, 만원 미만,2022-02-25,맛있다,18,14.0,2.0,2.0,2.1111111111111107
3530,푸오꼬,3.7,양천구,서울특별시 양천구 목동동로 293 현대41타워 B1,양식, 만원-2만원,2022-05-10,괜찮다,56,40.0,9.0,7.0,1.7178571428571427
3531,라고파스타,3.7,양천구,서울특별시 양천구 목동동로 293 현대 41 타워 1F,양식, 만원-2만원,2022-06-12,맛있다,54,28.0,19.0,7.0,0.9592592592592594
3532,젠틀한식탁,3.7,양천구,서울특별시 양천구 목동동로14길 10,양식, 만원-2만원,2022-07-10,맛있다,27,17.0,6.0,4.0,1.2333333333333336
3533,엉털네숯불꼼장어,3.7,양천구,서울특별시 양천구 등촌로 36,기타, 만원-2만원,2022-06-24,맛있다,27,15.0,12.0,0.0,2.0555555555555554
3534,살구나무집칼국수,3.7,양천구,서울특별시 양천구 중앙로32길 35,한식, 만원 미만,2022-07-26,별로,31,23.0,4.0,4.0,1.7903225806451617
3535,아모르버터,3.7,양천구,서울특별시 양천구 오목로48길 20-1,카페/디저트, 만원 미만,2022-07-29,맛있다,19,15.0,2.0,2.0,2.1421052631578945
3536,쿠마카레,3.7,양천구,서울특별시 양천구 오목로56길 2,일식, 만원 미만,2022-07-12,괜찮다,15,12.0,3.0,0.0,2.9600000000000004
3537,팔각도,3.7,양천구,서울특별시 양천구 목동동로 266-1 1F,한식, 만원-2만원,2022-02-15,맛있다,9,8.0,0.0,1.0,2.466666666666667
3538,댓짱돈까스,3.7,양천구,서울특별시 양천구 목동서로 225,일식, 만원 미만,2021-07-25,맛있다,22,17.0,5.0,0.0,2.8590909090909093
3539,목동버거,3.6,양천구,서울특별시 양천구 중앙로32길 77 1F,양식, 만원 미만,2022-05-10,맛있다,44,35.0,6.0,3.0,2.372727272727273
3540,평미가,3.6,양천구,서울특별시 양천구 목동동로10길 16,한식, 만원 미만,2021-08-21,별로,24,15.0,5.0,4.0,1.05
3541,카페 제하,3.6,양천구,서울특별시 양천구 목동동로 177,카페/디저트, 만원 미만,2021-12-23,괜찮다,16,11.0,4.0,1.0,2.025
3542,스프링클베이글,3.6,양천구,서울특별시 양천구 목동동로 206-5,카페/디저트, 만원 미만,2022-03-31,괜찮다,5,2.0,3.0,0.0,1.44
3543,송추가마골인어반,3.6,양천구,서울특별시 양천구 목동동로 293 현대41타워 3F,한식, 2만원-3만원,2022-04-17,맛있다,8,3.0,3.0,2.0,-0.44999999999999996
3544,에프스토리,3.5,양천구,서울특별시 양천구 목동동로 226-19,카페/디저트, 만원 미만,2022-04-29,괜찮다,49,31.0,13.0,5.0,1.5
3545,엉짱윤치킨,3.5,양천구,서울특별시 양천구 목동동로 177 삼성쉐르빌 2차 상가 1F 101호,한식, 만원-2만원,2022-07-16,맛있다,26,14.0,9.0,3.0,1.0769230769230769
3546,씨포,3.4,양천구,서울특별시 양천구 목동서로 155,카페/디저트, 만원 미만,2022-06-10,괜찮다,32,21.0,7.0,4.0,1.3812499999999996
3547,매드포갈릭,3.4,양천구,서울특별시 양천구 목동동로 233-3,양식, 2만원-3만원,2022-01-20,별로,21,15.0,4.0,2.0,1.7809523809523808
3548,일도씨닭갈비,3.4,양천구,서울특별시 양천구 목동동로 293 현대41타워 3F,한식, 만원-2만원,2022-06-18,괜찮다,20,9.0,9.0,2.0,0.8499999999999999
3549,가쯔레쯔,3.4,양천구,서울특별시 양천구 목동서로 155 B1,일식, 만원 미만,2021-07-25,괜찮다,26,15.0,10.0,1.0,1.7
3550,가정경양,3.3,양천구,서울특별시 양천구 목동동로 437 향도 드림네스트 101호,한식, 만원-2만원,2021-11-09,괜찮다,17,11.0,2.0,4.0,0.5823529411764707
3551,c27,3.3,양천구,서울특별시 양천구 목동동로 257 현대백화점 목동점 1F,카페/디저트, 만원 미만,2022-02-08,괜찮다,26,8.0,16.0,2.0,0.5076923076923077
3552,마키나리,3.3,양천구,서울특별시 양천구 목동동로 53 동문굿모닝탑1 1F 112호,일식, 만원-2만원,2022-03-23,괜찮다,10,7.0,3.0,0.0,2.3099999999999996
3553,클래시빈,3.3,양천구,서울특별시 양천구 목동서로 155 목동파라곤상가 1F,카페/디저트, 만원 미만,2022-05-31,괜찮다,17,7.0,8.0,2.0,0.5823529411764705
3554,스시노미찌,3.2,양천구,서울특별시 양천구 목동동로 293,일식, 3만원-4만원,2022-04-17,맛있다,48,24.0,9.0,15.0,-0.3999999999999997
3555,은행골,3.2,양천구,서울특별시 양천구 목동서로 155 B1,일식, 만원-2만원,2022-01-30,괜찮다,37,18.0,10.0,9.0,0.0
3556,스쿨푸드,3.2,양천구,서울특별시 양천구 목동동로 257 현대백화점유플렉스목동 B2,한식, 만원 미만,2021-05-03,괜찮다,33,9.0,20.0,4.0,0.09696969696969704
3557,할범탕수육,3.2,양천구,서울특별시 양천구 목동중앙북로 15,중식, 만원 미만,2022-05-09,괜찮다,30,15.0,10.0,5.0,0.5333333333333334
3558,신야텐야,3.1,양천구,서울특별시 양천구 목동중앙본로 128 1F,일식, 만원 미만,2022-03-12,별로,40,21.0,6.0,13.0,-0.38749999999999996
3559,서가앤쿡,3.1,양천구,서울특별시 양천구 오목로 286,양식, 2만원-3만원,2022-06-14,괜찮다,18,6.0,10.0,2.0,0.34444444444444455
3560,토다이U,2.9,양천구,서울특별시 양천구 목동동로 401 부영그린타운 B1,기타, 3만원-4만원,2022-06-29,별로,24,8.0,11.0,5.0,-0.24166666666666659
3561,더아리엘,0.0,양천구,서울특별시 양천구 오목로 300 B1 109-115호,기타, 2만원-3만원,2020-08-19,맛있다,40,35.0,4.0,1.0,0.0
3562,스시다마,0.0,양천구,서울특별시 양천구 오목로 313-8 1F,일식, 3만원-4만원,2020-03-12,별로,15,10.0,2.0,3.0,0.0
3563,니코리,0.0,양천구,서울특별시 양천구 은행정로6길 22,일식, 2만원-3만원,2022-05-06,괜찮다,6,4.0,2.0,0.0,0.0
3564,만담상점,0.0,양천구,서울특별시 양천구 목동서로 133-4 스카이포레 1F,주점, 만원-2만원,2020-05-21,별로,22,18.0,2.0,2.0,0.0
3565,린궁즈,0.0,양천구,서울특별시 양천구 목동동로8길 3,중식, 만원 미만,2021-12-26,맛있다,6,5.0,1.0,0.0,0.0
3566,황소곱창구이,0.0,양천구,서울특별시 양천구 중앙로 292-1,한식, 2만원-3만원,2022-03-19,괜찮다,13,7.0,3.0,3.0,0.0
3567,알콜트리,0.0,양천구,서울특별시 양천구 목동동로 266-1 B1,주점, 2만원-3만원,2022-02-28,맛있다,10,6.0,4.0,0.0,0.0
3568,훠궈야,0.0,양천구,서울특별시 양천구 목동동로 293 현대41타워 2F,중식, 만원-2만원,2021-05-03,괜찮다,21,12.0,5.0,4.0,0.0
3569,우곳간,0.0,양천구,서울특별시 양천구 목동로15길 8 3호,한식, 2만원-3만원,2021-06-25,맛있다,6,6.0,0.0,0.0,0.0
3570,나폴레옹과자점,0.0,양천구,서울특별시 양천구 목동동로 401 부엉그린타운2차,카페/디저트, 만원 미만,2021-10-19,괜찮다,19,11.0,7.0,1.0,0.0
3571,옛날마차,0.0,양천구,서울특별시 양천구 신정중앙로 84 1F,기타, 3만원-4만원,2021-03-07,맛있다,15,7.0,4.0,4.0,0.0
3572,와인zip,0.0,양천구,서울특별시 양천구 목동서로 213,주점, 만원 미만,0,0,7,6.0,1.0,0.0,0.0
3573,펍피맥,0.0,양천구,서울특별시 양천구 신목로2길 68 오목빌딩 104호,주점, 만원-2만원,2021-05-03,괜찮다,17,5.0,11.0,1.0,0.0
3574,아웃랜더스,0.0,양천구,서울특별시 양천구 오목로 321-1 6F,양식, 3만원-4만원,2021-07-02,맛있다,3,3.0,0.0,0.0,0.0
3575,고래맥주창고,0.0,양천구,서울특별시 양천구 목동서로 377 B동 108호,주점, 만원-2만원,2022-02-06,맛있다,3,3.0,0.0,0.0,0.0
3576,좋은아침 PASTRY,0.0,양천구,서울특별시 양천구 목동동로8길 17,카페/디저트, 만원 미만,2021-05-31,별로,12,3.0,5.0,4.0,0.0
3577,착한낙지,0.0,양천구,서울특별시 양천구 국회대로 289,기타, 만원-2만원,2021-11-30,맛있다,14,9.0,5.0,0.0,0.0
3578,개성집,0.0,양천구,서울특별시 양천구 목동중앙서로 48,한식, 만원 미만,2021-11-14,맛있다,11,4.0,4.0,3.0,0.0
3579,칸지,0.0,양천구,서울특별시 양천구 목동동로 264,주점, 2만원-3만원,2020-06-04,맛있다,5,3.0,2.0,0.0,0.0
3580,언니김밥,0.0,양천구,서울특별시 양천구 중앙로36길 32,한식, 만원 미만,2018-04-10,맛있다,4,3.0,1.0,0.0,0.0
3581,쌍계명차티하우스,0.0,양천구,서울특별시 양천구 중앙로36길 14,카페/디저트, 만원 미만,2022-06-12,괜찮다,4,2.0,2.0,0.0,0.0
3582,진아구,0.0,양천구,서울특별시 양천구 신정중앙로 85 로데오프라자 108-109호,기타, 2만원-3만원,2021-12-01,맛있다,1,1.0,0.0,0.0,0.0
3583,보틀즈,0.0,양천구,서울특별시 양천구 오목로 300 205동 107호,주점, 2만원-3만원,2022-05-31,맛있다,1,1.0,0.0,0.0,0.0
3584,토마틸로,0.0,양천구,서울특별시 양천구 목동동로 293,다국적음식, 만원-2만원,2022-07-31,괜찮다,15,6.0,7.0,2.0,0.0
3585,곱창이야기,0.0,양천구,서울특별시 양천구 오목로 337-15,한식, 만원-2만원,2021-05-03,괜찮다,14,10.0,3.0,1.0,0.0
