,식당명,별점,구,주소,음식종류,가격대,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수,평점
2159,브라이리퍼블릭,4.5,용산구, 서울특별시 용산구 이태원로14길 19,다국적음식, 만원-2만원,3 일 전,맛있다,372.0,306.0,60.0,6.0,3.556451612903226
2163,한남작업실,4.5,용산구, 서울특별시 용산구 이태원로55나길 7,카페/디저트, 만원 미만,2022-08-07,맛있다,58.0,47.0,11.0,0.0,3.646551724137931
2168,반창고,4.5,용산구, 서울특별시 용산구 회나무로 20-1 B1,주점, 2만원-3만원,2022-08-09,맛있다,16.0,16.0,0.0,0.0,4.5
2169,아티장베이커스,4.5,용산구, 서울특별시 용산구 한남대로18길 26 1F,카페/디저트, 만원 미만,2022-05-29,괜찮다,60.0,55.0,5.0,0.0,4.125
2170,푸에고,4.5,용산구, 서울특별시 용산구 유엔빌리지길 14,양식, 2만원-3만원,2022-06-28,맛있다,13.0,12.0,1.0,0.0,4.153846153846154
2172,주파카,4.5,용산구, 서울특별시 용산구 이태원로54길 68-5 1F,다국적음식, 만원-2만원,2022-07-23,맛있다,11.0,10.0,1.0,0.0,4.090909090909091
2173,화양연가,4.5,용산구, 서울특별시 용산구 한강대로76길 5,중식, 2만원-3만원,2022-07-14,맛있다,37.0,35.0,2.0,0.0,4.256756756756757
2174,부토,4.5,용산구, 서울특별시 용산구 한남대로27가길 32,한식, 3만원-4만원,2022-04-24,맛있다,16.0,15.0,1.0,0.0,4.21875
2175,봉쥬르스고이,4.5,용산구, 서울특별시 용산구 회나무로32 B1,일식, 2만원-3만원,2022-08-06,맛있다,7.0,7.0,0.0,0.0,4.5
2193,디템포레,4.4,용산구, 서울특별시 용산구 한남대로 37 1F,다국적음식, 4만원 이상,2022-06-19,맛있다,18.0,15.0,3.0,0.0,3.6666666666666665
2196,우라만,4.4,용산구, 서울특별시 용산구 소월로38길 25 1F,한식, 4만원 이상,2022-05-29,맛있다,16.0,16.0,0.0,0.0,4.4
2199,부산복국 고래고기,4.4,용산구, 서울특별시 용산구 한강대로 272-1 2F,기타, 만원-2만원,2022-05-25,맛있다,12.0,11.0,1.0,0.0,4.033333333333334
2200,캘리포니아키친앤크래프트펍,4.4,용산구, 서울특별시 용산구 회나무로26길 3 라인빌 2F,주점, 만원-2만원,2022-05-01,맛있다,32.0,30.0,2.0,0.0,4.125
2201,끌라시끄,4.4,용산구, 서울특별시 용산구 우사단로4길 28,카페/디저트, 만원 미만,2022-05-23,맛있다,15.0,14.0,1.0,0.0,4.106666666666667
2202,쎄니에,4.4,용산구, 서울특별시 용산구 원효로83길 7-6 1F,양식, 2만원-3만원,2022-05-09,맛있다,14.0,12.0,2.0,0.0,3.771428571428572
2204,이태원소주집,4.4,용산구, 서울특별시 용산구 녹사평대로40길 46 2F,주점, 2만원-3만원,2022-04-02,괜찮다,27.0,25.0,2.0,0.0,4.074074074074074
2205,용산양꼬치,4.4,용산구, 서울특별시 용산구 백범로99길 60 1F,중식, 만원-2만원,2022-03-30,맛있다,24.0,21.0,3.0,0.0,3.85
2206,서울브루어리,4.4,용산구, 서울특별시 용산구 한남대로18길 18 2F,주점, 만원-2만원,2022-06-27,맛있다,13.0,13.0,0.0,0.0,4.4
2207,바우카페,4.4,용산구, 서울특별시 용산구 한강대로62길 37 1F,카페/디저트, 만원 미만,3 일 전,맛있다,18.0,18.0,0.0,0.0,4.4
2209,미타스,4.4,용산구, 서울특별시 용산구 이촌로75길 16-9,주점, 만원-2만원,2022-06-16,맛있다,7.0,7.0,0.0,0.0,4.4
2210,쿠로이야,4.4,용산구, 서울특별시 용산구 이태원로16길 14-4,주점, 2만원-3만원,2022-06-06,맛있다,11.0,10.0,1.0,0.0,4.0
2211,잭슨피자,4.4,용산구, 서울특별시 용산구 서빙고로 67 상가 1F B12호,양식, 만원-2만원,2022-05-31,맛있다,13.0,13.0,0.0,0.0,4.4
2212,바이두부,4.4,용산구, 서울특별시 용산구 소월로20길 10,양식, 만원-2만원,2022-02-17,맛있다,6.0,6.0,0.0,0.0,4.4
2213,미국 양반통닭,4.4,용산구, 서울특별시 용산구 회나무로13가길 3-8,양식, 2만원-3만원,2022-06-25,맛있다,5.0,5.0,0.0,0.0,4.4
2214,소세지하우스,4.4,용산구, 서울특별시 용산구 새창로 132 2F,양식, 만원-2만원,2022-07-23,맛있다,4.0,4.0,0.0,0.0,4.4
2215,비일,4.4,용산구, 서울특별시 용산구 청파로45길 36,양식, 만원-2만원,2022-07-05,맛있다,7.0,7.0,0.0,0.0,4.4
2233,유용욱바베큐연구소,4.3,용산구, 서울특별시 용산구 한강대로84길 5-7 남영아케이드,양식, 4만원 이상,2022-03-18,맛있다,9.0,8.0,1.0,0.0,3.822222222222222
2234,REVEAT,4.3,용산구, 서울특별시 용산구 독서당로29길 6 1F,다국적음식, 4만원 이상,2022-02-14,맛있다,17.0,15.0,2.0,0.0,3.7941176470588234
2236,스시이젠,4.3,용산구, 서울특별시 용산구 한강대로 95 래미안용산 더 센트럴 B2 247호,일식, 4만원 이상,2022-03-21,맛있다,8.0,7.0,1.0,0.0,3.7624999999999997
2238,재인,4.3,용산구, 서울특별시 용산구 이태원로54길 48 2F,카페/디저트, 만원 미만,1 일 전,맛있다,16.0,15.0,1.0,0.0,4.03125
2243,누랑즈뉘,4.3,용산구, 서울특별시 용산구 녹사평대로46길 34-2,중식, 4만원 이상,2021-02-22,맛있다,20.0,18.0,2.0,0.0,3.8699999999999997
2245,뽀르누서울,4.3,용산구, 서울특별시 용산구 서빙고로91나길 46 1F,카페/디저트, 만원 미만,2022-07-20,맛있다,12.0,12.0,0.0,0.0,4.3
2250,물고기주택,4.3,용산구, 서울특별시 용산구 한강대로48길 19,기타, 2만원-3만원,2022-06-26,괜찮다,18.0,15.0,3.0,0.0,3.5833333333333335
2252,몬스터플레이스,4.3,용산구, 서울특별시 용산구 청파로43길 70,양식, 만원 미만,2022-04-20,맛있다,26.0,22.0,4.0,0.0,3.6384615384615384
2253,산수화,4.3,용산구, 서울특별시 용산구 한남대로20길 21-14,카페/디저트, 만원-2만원,2021-11-08,맛있다,10.0,10.0,0.0,0.0,4.3
2254,탄산바,4.3,용산구, 서울특별시 용산구 이태원로49길 24-8,주점, 2만원-3만원,2022-08-02,맛있다,13.0,12.0,1.0,0.0,3.969230769230769
2257,야키니쿠소문,4.3,용산구, 서울특별시 용산구 장문로 85 1F,일식, 2만원-3만원,2022-06-16,맛있다,8.0,8.0,0.0,0.0,4.3
2258,Komad,4.3,용산구, 서울특별시 용산구 대사관로31길 20 2F,양식, 4만원 이상,2022-02-28,맛있다,6.0,5.0,1.0,0.0,3.5833333333333335
2261,팻캣,4.3,용산구, 서울특별시 용산구 신흥로 28,양식, 만원-2만원,2022-01-26,맛있다,18.0,16.0,2.0,0.0,3.822222222222222
2262,모르페커피,4.3,용산구, 서울특별시 용산구 원효로89길 13-1 1F,카페/디저트, 만원 미만,3 일 전,맛있다,9.0,9.0,0.0,0.0,4.3
2264,한길포장마차,4.3,용산구, 서울특별시 용산구 이촌로75길 16-9,주점, 만원-2만원,2022-05-28,맛있다,10.0,10.0,0.0,0.0,4.3
2266,심퍼티쿠시,4.3,용산구, 서울특별시 용산구 한강대로52길 17-3 1F,주점, 3만원-4만원,2022-07-31,맛있다,4.0,4.0,0.0,0.0,4.3
2268,원조숯불통닭바베큐,4.3,용산구, 서울특별시 용산구 효창원로 99,한식, 만원-2만원,2022-06-18,맛있다,4.0,4.0,0.0,0.0,4.3
2293,팟카파우,4.2,용산구, 서울특별시 용산구 신흥로 97-6 2F,다국적음식, 만원-2만원,2022-08-08,맛있다,21.0,19.0,2.0,0.0,3.8
2304,스톡드,4.2,용산구, 서울특별시 용산구 한강대로7길 18-13 2F,카페/디저트, 만원 미만,1 일 전,괜찮다,14.0,12.0,2.0,0.0,3.6000000000000005
2311,데일리루틴,4.2,용산구, 서울특별시 용산구 한강대로84길 5-8,카페/디저트, 만원 미만,2022-08-07,괜찮다,11.0,10.0,1.0,0.0,3.8181818181818183
2316,티하우스레몬,4.2,용산구, 서울특별시 용산구 한강대로 95 래미안 용산더센트럴 B2 16-17호,카페/디저트, 만원 미만,2022-02-03,괜찮다,16.0,14.0,2.0,0.0,3.6750000000000003
2317,하리서울,4.2,용산구, 서울특별시 용산구 한강대로 153-1 1F 101호,주점, 4만원 이상,2022-07-16,맛있다,7.0,6.0,1.0,0.0,3.6000000000000005
2318,와인집,4.2,용산구, 서울특별시 용산구 백범로90라길 45,주점, 만원-2만원,2022-06-26,맛있다,5.0,5.0,0.0,0.0,4.2
2319,카우치커피,4.2,용산구, 서울특별시 용산구 한강대로104길 6 2F,카페/디저트, 만원 미만,2022-08-10,맛있다,5.0,5.0,0.0,0.0,4.2
2320,당케커피,4.2,용산구, 서울특별시 용산구 한강대로48길 16,카페/디저트, 만원 미만,2022-06-09,맛있다,4.0,4.0,0.0,0.0,4.2
2323,원효림,4.2,용산구, 서울특별시 용산구 백범로 322-1,한식, 만원-2만원,2021-11-21,맛있다,6.0,6.0,0.0,0.0,4.2
2324,인생의하이라이트,4.2,용산구, 서울특별시 용산구 이촌로77길 19 이촌종합상가,주점, 만원-2만원,2022-07-15,맛있다,6.0,6.0,0.0,0.0,4.2
2325,백경식당,4.2,용산구, 서울특별시 용산구 한강대로54길 20,한식, 만원 미만,2022-06-15,맛있다,4.0,4.0,0.0,0.0,4.2
2326,디핀옥수,4.8,성동구, 서울특별시 성동구 독서당로 194 B1,양식, 2만원-3만원,2022-08-09,맛있다,29.0,26.0,2.0,1.0,3.972413793103448
2327,미오도쿄다이닝,4.8,성동구, 서울특별시 성동구 연무장5가길 7 현대테라스타워 117호,일식, 만원-2만원,2022-08-09,괜찮다,46.0,42.0,4.0,0.0,4.3826086956521735
2329,쿠나,4.7,성동구, 서울특별시 성동구 연무장5길 9-16 105호,양식, 만원-2만원,2022-06-27,맛있다,51.0,45.0,4.0,2.0,3.77843137254902
2333,프롤라,4.6,성동구, 서울특별시 성동구 연무장17길 5 1F,카페/디저트, 만원 미만,3 일 전,맛있다,37.0,32.0,5.0,0.0,3.978378378378378
2334,로우커피스탠드,4.6,성동구, 서울특별시 성동구 왕십리로4길 28-2 1F,카페/디저트, 만원 미만,2022-07-13,맛있다,81.0,70.0,9.0,2.0,3.748148148148148
2335,돈까스전원,4.6,성동구, 서울특별시 성동구 왕십리로24길 13,일식, 만원-2만원,2022-07-06,맛있다,31.0,26.0,4.0,1.0,3.561290322580645
2336,지우관,4.6,성동구, 서울특별시 성동구 뚝섬로9길 16,중식, 만원-2만원,3 일 전,맛있다,8.0,8.0,0.0,0.0,4.6
2340,발렁스,4.5,성동구, 서울특별시 성동구 성수일로4길 49-1,카페/디저트, 만원 미만,6 일 전,맛있다,49.0,43.0,6.0,0.0,3.9489795918367347
2342,가조쿠,4.5,성동구, 서울특별시 성동구 연무장길 31-2 1F,일식, 만원 미만,2022-07-30,맛있다,39.0,32.0,7.0,0.0,3.6923076923076925
2343,성수 수집,4.5,성동구, 서울특별시 성동구 성수일로1길 10 1F,일식, 4만원 이상,2022-06-04,맛있다,6.0,5.0,1.0,0.0,3.75
2344,인덕상점,4.5,성동구, 서울특별시 성동구 매봉길 2 2F,일식, 3만원-4만원,3 시간 전,괜찮다,5.0,4.0,1.0,0.0,3.6
2345,SUSHI702,4.5,성동구, 서울특별시 성동구 매봉길 20 1F 1호,일식, 2만원-3만원,2021-11-23,맛있다,4.0,4.0,0.0,0.0,4.5
2346,오스테리아 파로,4.5,성동구, 서울특별시 성동구 서울숲6길 20,양식, 2만원-3만원,2022-04-13,맛있다,4.0,4.0,0.0,0.0,4.5
2352,마테오견문록,4.4,성동구, 서울특별시 성동구 금호로 17,양식, 2만원-3만원,2022-06-19,맛있다,30.0,26.0,4.0,0.0,3.8133333333333335
2355,당도,4.4,성동구, 서울특별시 성동구 왕십리로 80 2F,카페/디저트, 만원 미만,2022-07-09,맛있다,49.0,41.0,8.0,0.0,3.6816326530612247
2356,높은산,4.4,성동구, 서울특별시 성동구 성수이로 18-1,카페/디저트, 만원 미만,2022-07-30,맛있다,15.0,15.0,0.0,0.0,4.4
2357,마리오네,4.4,성동구, 서울특별시 성동구 성수이로12길 15 1F,양식, 만원-2만원,2022-04-29,맛있다,7.0,7.0,0.0,0.0,4.4
2358,먼치스앤구디스,4.4,성동구, 서울특별시 성동구 연무장길 33 1F,카페/디저트, 만원 미만,2022-06-06,맛있다,8.0,8.0,0.0,0.0,4.4
2370,성수베이킹스튜디오,4.3,성동구, 서울특별시 성동구 서울숲2길 46 B1,카페/디저트, 만원 미만,2022-07-25,괜찮다,28.0,23.0,5.0,0.0,3.532142857142857
2371,포지티브 서울숲,4.3,성동구, 서울특별시 성동구 서울숲2길 45,카페/디저트, 만원 미만,1 일 전,맛있다,18.0,16.0,2.0,0.0,3.822222222222222
2372,패딩턴,4.3,성동구, 서울특별시 성동구 독서당로 317-2,주점, 2만원-3만원,2022-01-10,괜찮다,10.0,9.0,1.0,0.0,3.8699999999999997
2376,더즌오이스터,4.3,성동구, 서울특별시 성동구 서울숲4길 12-7,양식, 2만원-3만원,2022-04-29,맛있다,10.0,9.0,1.0,0.0,3.8699999999999997
2377,투그,4.3,성동구, 서울특별시 성동구 성수이로14길 5 1F,양식, 만원 미만,2022-07-09,맛있다,6.0,6.0,0.0,0.0,4.3
2379,시옹마오,4.3,성동구, 서울특별시 성동구 연무장7길 7-1 3F,다국적음식, 만원 미만,1 일 전,맛있다,9.0,8.0,1.0,0.0,3.822222222222222
2380,기미사,4.3,성동구, 서울특별시 성동구 성수이로26길 47 B1-1F,카페/디저트, 만원 미만,2022-04-16,맛있다,8.0,7.0,1.0,0.0,3.7624999999999997
2382,금호모소리,4.3,성동구, 서울특별시 성동구 장터길 32 1F,한식, 만원-2만원,2022-04-26,맛있다,5.0,5.0,0.0,0.0,4.3
2383,눈꽃돼지,4.3,성동구, 서울특별시 성동구 왕십리로8길 17-4,한식, 만원-2만원,2022-07-17,맛있다,4.0,4.0,0.0,0.0,4.3
2384,스트로베리32,4.3,성동구, 서울특별시 성동구 왕십리로10길 9-31 2F,카페/디저트, 2만원-3만원,2022-07-13,맛있다,4.0,4.0,0.0,0.0,4.3
2385,먹거리돌소곱창,4.3,성동구, 서울특별시 성동구 장터길 30,한식,0,2022-06-28,맛있다,6.0,6.0,0.0,0.0,4.3
2386,김경자원조손칼국수보쌈,4.3,성동구, 서울특별시 성동구 금호산2길 20-1,한식, 만원 미만,2022-04-20,맛있다,4.0,4.0,0.0,0.0,4.3
2393,포포민즈낫띵,4.2,성동구, 서울특별시 성동구 왕십리로10길 8 1F,카페/디저트, 만원 미만,2022-08-11,맛있다,17.0,15.0,2.0,0.0,3.7058823529411766
2399,테이퍼드커피,4.2,성동구, 서울특별시 성동구 독서당로 216 1F,카페/디저트, 만원 미만,2022-06-10,맛있다,14.0,12.0,2.0,0.0,3.6000000000000005
2402,롸카두들내쉬빌핫치킨,4.2,성동구, 서울특별시 성동구 성수일로4길 25 108호,양식, 만원 미만,2022-07-02,맛있다,8.0,7.0,1.0,0.0,3.6750000000000003
2403,파티세리후르츠,4.2,성동구, 서울특별시 성동구 아차산로5길 37-1 1F,카페/디저트, 만원 미만,2022-06-08,맛있다,5.0,5.0,0.0,0.0,4.2
2404,센서리커피로스터스,4.2,성동구, 서울특별시 성동구 독서당로 315-13 1F,카페/디저트, 만원 미만,2022-08-09,맛있다,5.0,5.0,0.0,0.0,4.2
2405,이월로스터스,4.2,성동구, 서울특별시 성동구 서울숲2길 46,카페/디저트, 만원 미만,2022-06-06,맛있다,9.0,8.0,1.0,0.0,3.7333333333333334
2408,다운타우너,4.2,성동구, 서울특별시 성동구 연무장3길 9,양식, 만원 미만,2022-07-15,맛있다,6.0,6.0,0.0,0.0,4.2
2409,고공,4.2,성동구, 서울특별시 성동구 왕십리로8길 10,한식, 2만원-3만원,2022-06-30,맛있다,8.0,7.0,1.0,0.0,3.6750000000000003
2410,디플랫,4.2,성동구, 서울특별시 성동구 연무장길 90 1F,카페/디저트, 만원 미만,2022-07-31,맛있다,4.0,4.0,0.0,0.0,4.2
2424,모찌모찌브래드,4.1,성동구, 서울특별시 성동구 한림말3길 14,카페/디저트, 만원 미만,2022-04-19,맛있다,18.0,16.0,2.0,0.0,3.644444444444444
2425,만나떡볶이,4.1,성동구, 서울특별시 성동구 왕십리로24길 27,한식, 만원 미만,2022-06-12,맛있다,9.0,8.0,1.0,0.0,3.644444444444444
2426,만두전빵,4.1,성동구, 서울특별시 성동구 행당로15길 2,한식, 만원 미만,2021-11-20,맛있다,28.0,26.0,2.0,0.0,3.807142857142857
2432,전풍호텔라운지,4.1,성동구, 서울특별시 성동구 무학봉28길 7 전풍호텔라운지 1F,양식, 만원-2만원,2022-08-10,맛있다,11.0,10.0,1.0,0.0,3.727272727272727
2434,라프레플루트,4.1,성동구, 서울특별시 성동구 서울숲2길 8-8 2F,카페/디저트, 만원 미만,2022-07-17,맛있다,6.0,6.0,0.0,0.0,4.1
2435,메종파이프그라운드,4.1,성동구, 서울특별시 성동구 왕십리로 83-21 B124-5호,카페/디저트, 만원 미만,2022-04-02,맛있다,7.0,6.0,1.0,0.0,3.514285714285714
2439,정돈,4.1,성동구, 서울특별시 성동구 왕십리로 83-21 B1,일식, 만원-2만원,2022-06-30,맛있다,5.0,5.0,0.0,0.0,4.1
2458,에이투비,4.0,성동구, 서울특별시 성동구 아차산로11길 3 2F,카페/디저트, 만원 미만,2022-05-21,맛있다,9.0,8.0,1.0,0.0,3.5555555555555554
2464,OUDO,4.0,성동구, 서울특별시 성동구 성수일로 55 106호,카페/디저트, 만원 미만,1 일 전,맛있다,8.0,7.0,1.0,0.0,3.5
2469,주052,4.0,성동구, 서울특별시 성동구 고산자로14길 26,주점, 2만원-3만원,2022-06-15,맛있다,11.0,10.0,1.0,0.0,3.6363636363636362
2516,멕시칼리,4.6,광진구, 서울특별시 광진구 능동로36길 181,다국적음식, 만원 미만,6 일 전,맛있다,30.0,27.0,3.0,0.0,4.14
2517,뚝방길 홍차가게,4.5,광진구, 서울특별시 광진구 자양강변길 277,카페/디저트, 만원 미만,2022-07-13,맛있다,66.0,59.0,5.0,2.0,3.75
2518,시홍쓰,4.5,광진구, 서울특별시 광진구 능동로17길 5 1F,중식, 만원 미만,2022-07-15,맛있다,15.0,14.0,1.0,0.0,4.2
2519,얼땅쟈,4.5,광진구, 서울특별시 광진구 동일로18길 68,중식, 만원-2만원,2022-08-10,맛있다,12.0,11.0,1.0,0.0,4.125
2527,플록,4.4,광진구, 서울특별시 광진구 자양로19길 8 광석빌딩 1F,다국적음식, 만원-2만원,2022-06-05,맛있다,15.0,14.0,1.0,0.0,4.106666666666667
2528,이화만두,4.4,광진구, 서울특별시 광진구 능동로 278-1,한식, 만원 미만,2022-07-30,맛있다,9.0,9.0,0.0,0.0,4.4
2529,남한강민물매운탕,4.4,광진구, 서울특별시 광진구 동일로 150,기타, 만원-2만원,2022-06-29,맛있다,14.0,14.0,0.0,0.0,4.4
2530,환이네갈비살 (휴업중),4.4,광진구, 서울특별시 광진구 동일로24길 70,한식, 만원-2만원,2022-05-31,맛있다,15.0,13.0,2.0,0.0,3.8133333333333335
2531,드로잉레시피,4.4,광진구, 서울특별시 광진구 뚝섬로33길 45 상석빌딩,양식, 만원-2만원,2022-06-20,맛있다,9.0,9.0,0.0,0.0,4.4
2534,로이베이커리카페,4.3,광진구, 서울특별시 광진구 능동로 36 1F,카페/디저트, 만원 미만,2022-08-03,맛있다,17.0,17.0,0.0,0.0,4.3
2535,폽타이,4.3,광진구, 서울특별시 광진구 자양번영로6길 60 1F,다국적음식, 만원-2만원,2022-06-17,맛있다,8.0,8.0,0.0,0.0,4.3
2536,선장훅,4.3,광진구, 서울특별시 광진구 동일로24길 38-1 1F,기타, 3만원-4만원,2022-01-29,맛있다,7.0,6.0,1.0,0.0,3.6857142857142855
2545,초라멘,4.2,광진구, 서울특별시 광진구 능동로13길 80 1F,일식, 만원 미만,2022-04-13,맛있다,20.0,17.0,3.0,0.0,3.5700000000000003
2547,미주류,4.2,광진구, 서울특별시 광진구 면목로 31,주점, 만원-2만원,2022-05-08,맛있다,7.0,7.0,0.0,0.0,4.2
2548,Daughter,4.2,광진구, 서울특별시 광진구 아차산로31길 40,카페/디저트, 만원 미만,2022-08-08,맛있다,13.0,12.0,1.0,0.0,3.8769230769230774
2549,최가커피회관,4.2,광진구, 서울특별시 광진구 능동로13길 30 B1,카페/디저트, 만원 미만,2022-06-19,맛있다,7.0,7.0,0.0,0.0,4.2
2561,스미다,4.1,광진구, 서울특별시 광진구 천호대로109길 18 1F,카페/디저트, 만원 미만,4 일 전,괜찮다,17.0,15.0,2.0,0.0,3.617647058823529
2564,알고,4.1,광진구, 서울특별시 광진구 광나루로17길 10 2F,주점, 만원-2만원,2022-06-28,맛있다,13.0,12.0,1.0,0.0,3.7846153846153845
2566,민정식당,4.1,광진구, 서울특별시 광진구 아차산로42길 41-4 1F,한식, 만원-2만원,2022-07-19,맛있다,18.0,16.0,2.0,0.0,3.644444444444444
2574,델비노,4.0,광진구, 서울특별시 광진구 워커힐로 177 비스타 워커힐 1F,양식, 3만원-4만원,2 일 전,괜찮다,8.0,7.0,1.0,0.0,3.5
2587,포크포크,4.0,광진구, 서울특별시 광진구 동일로22길 117-16 1F,한식, 만원 미만,2022-08-03,맛있다,9.0,8.0,1.0,0.0,3.5555555555555554
2607,김돈이,3.9,광진구, 서울특별시 광진구 아차산로 397,한식, 만원-2만원,2022-06-13,맛있다,6.0,6.0,0.0,0.0,3.9
2713,대성반점,4.6,강동구, 서울특별시 강동구 천중로15길 37,중식, 만원 미만,2022-07-30,맛있다,6.0,6.0,0.0,0.0,4.6
2714,등갈비달인,4.6,강동구, 서울특별시 강동구 천호대로158길 25 1F,한식, 만원-2만원,2022-07-31,맛있다,8.0,8.0,0.0,0.0,4.6
2716,신흥정육식당,4.4,강동구, 서울특별시 강동구 양재대로89길 16,한식, 2만원-3만원,2022-06-05,맛있다,11.0,10.0,1.0,0.0,4.0
2721,짜장면 (휴업중),4.3,강동구, 서울특별시 강동구 진황도로 127 103호,중식, 만원 미만,2022-07-17,맛있다,4.0,4.0,0.0,0.0,4.3
2723,고모네원조콩탕북어탕,4.3,강동구, 서울특별시 강동구 풍성로57길 13,기타, 만원-2만원,2022-08-07,맛있다,8.0,7.0,1.0,0.0,3.7624999999999997
2724,우리동네막국수국밥,4.3,강동구, 서울특별시 강동구 상암로4길 9 1F,한식, 만원 미만,2022-05-28,맛있다,7.0,7.0,0.0,0.0,4.3
2725,영화정해장국,4.3,강동구, 서울특별시 강동구 진황도로43길 9 1F,한식, 만원 미만,2022-06-15,맛있다,11.0,11.0,0.0,0.0,4.3
2726,대팔이네,4.3,강동구, 서울특별시 강동구 구천면로24길 20-9 1F,한식, 만원-2만원,2022-07-15,맛있다,7.0,7.0,0.0,0.0,4.3
2727,꿀꿀진순대국,4.3,강동구, 서울특별시 강동구 양재대로103길 70,한식, 만원 미만,2022-07-13,맛있다,4.0,4.0,0.0,0.0,4.3
2730,캄포,4.2,강동구, 서울특별시 강동구 양재대로128길 41 1F,양식, 2만원-3만원,2022-05-09,맛있다,8.0,7.0,1.0,0.0,3.6750000000000003
2731,푸지미곱창,4.2,강동구, 서울특별시 강동구 천호옛14길 23,한식, 만원 미만,2022-06-07,맛있다,18.0,15.0,3.0,0.0,3.5
2737,천호누룽지통닭구이,4.1,강동구, 서울특별시 강동구 천호옛14길 35 1F,한식, 만원-2만원,2022-06-28,맛있다,8.0,7.0,1.0,0.0,3.5874999999999995
2738,백년화편,4.1,강동구, 서울특별시 강동구 양재대로81길 18 1F,카페/디저트, 만원 미만,2021-11-21,맛있다,16.0,14.0,2.0,0.0,3.5874999999999995
2742,반피셋,4.0,강동구, 서울특별시 강동구 양재대로 1500 105호,다국적음식, 만원-2만원,2022-04-17,맛있다,14.0,13.0,1.0,0.0,3.7142857142857144
2815,느린토끼,4.5,강동구, 서울특별시 강동구 천호대로168가길 29,카페/디저트, 만원 미만,2019-08-27,맛있다,7.0,7.0,0.0,0.0,4.5
2906,오향가,4.7,송파구,서울특별시 송파구 송이로 106,중식, 만원-2만원,2022-08-10,맛있다,116.0,100.0,11.0,5.0,3.6465517241379315
2907,돌마리유황오리,4.7,송파구,서울특별시 송파구 가락로 66,한식,0,2022-08-11,맛있다,20.0,19.0,1.0,0.0,4.465
2908,레브어,4.7,송파구,서울특별시 송파구 백제고분로45길 6 1F,다국적음식, 2만원-3만원,2022-03-23,맛있다,14.0,14.0,0.0,0.0,4.7
2909,세이류,4.6,송파구,서울특별시 송파구 올림픽로35가길 9 B1 B35호,일식, 4만원 이상,3 일 전,괜찮다,27.0,26.0,1.0,0.0,4.42962962962963
2913,하얼빈양꼬치,4.6,송파구,서울특별시 송파구 백제고분로17길 45 1F,중식, 만원-2만원,2022-08-09,맛있다,43.0,37.0,5.0,1.0,3.7441860465116275
2915,콰이어트 크림티,4.5,송파구,서울특별시 송파구 삼전로12길 7,카페/디저트, 만원 미만,2022-07-27,괜찮다,56.0,48.0,6.0,2.0,3.5357142857142856
2916,라미아파밀리아,4.5,송파구,서울특별시 송파구 백제고분로18길 5,양식, 3만원-4만원,2022-05-23,맛있다,20.0,18.0,2.0,0.0,4.05
2918,그곁,4.5,송파구,서울특별시 송파구 오금로18길 14 1F,주점, 2만원-3만원,2022-06-06,맛있다,11.0,11.0,0.0,0.0,4.5
2919,이치고,4.5,송파구,서울특별시 송파구 백제고분로11길 6-7 1F,주점, 2만원-3만원,2022-06-12,맛있다,7.0,7.0,0.0,0.0,4.5
2921,한아람정육식당,4.4,송파구,서울특별시 송파구 위례성대로 34 지산빌딩 2F,한식, 3만원-4만원,2022-05-07,맛있다,47.0,41.0,5.0,1.0,3.651063829787234
2925,뷰클런즈,4.4,송파구,서울특별시 송파구 백제고분로43길 10,카페/디저트, 만원 미만,2022-08-03,맛있다,48.0,39.0,9.0,0.0,3.5750000000000006
2927,부일갈매기,4.4,송파구,서울특별시 송파구 삼전로13길 4,한식, 만원-2만원,2022-06-07,맛있다,28.0,26.0,2.0,0.0,4.085714285714286
2928,비채나,4.4,송파구,서울특별시 송파구 올림픽로 300 롯데월드타워 81F,한식, 4만원 이상,2022-07-11,맛있다,15.0,12.0,3.0,0.0,3.5200000000000005
2929,스시다원,4.4,송파구,서울특별시 송파구 삼전로12길 6 1F,일식, 4만원 이상,2022-05-12,맛있다,15.0,14.0,0.0,1.0,3.5200000000000005
2930,밀각,4.4,송파구,서울특별시 송파구 송파대로28길 27 성원쌍떼빌101동 116호,한식, 2만원-3만원,2022-07-16,맛있다,22.0,21.0,1.0,0.0,4.2
2931,선호커피로스터스,4.4,송파구,서울특별시 송파구 송이로2길 4 1F,카페/디저트, 만원 미만,2022-06-26,맛있다,7.0,7.0,0.0,0.0,4.4
2932,라뿔,4.4,송파구,서울특별시 송파구 백제고분로43길 7,카페/디저트, 만원 미만,2022-07-23,맛있다,18.0,17.0,1.0,0.0,4.155555555555556
2933,네기우나기야,4.4,송파구,서울특별시 송파구 잠실로 209 소피텔앰배서더 2F,기타, 2만원-3만원,2022-06-10,맛있다,10.0,9.0,1.0,0.0,3.96
2934,생생아구,4.4,송파구,서울특별시 송파구 백제고분로7길 8-37,기타, 3만원-4만원,2022-05-22,맛있다,8.0,7.0,1.0,0.0,3.8500000000000005
2935,마초야,4.4,송파구,서울특별시 송파구 백제고분로40길 24 1F,일식, 만원 미만,2022-07-27,맛있다,12.0,11.0,1.0,0.0,4.033333333333334
