,식당명,별점,구,주소,음식종류,가격대,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수,평점,위도,경도,인접역,인접역까지의거리
250,북촌도담,4.2,종로구, 서울특별시 종로구 북촌로1길 9,한식, 만원 미만,2022-07-15,맛있다,10.0,9.0,1.0,0.0,3.78,37.5774355,126.9850711,종로3가,0.9437126523367444
251,안덕,4.2,종로구, 서울특별시 종로구 자하문로17길 18 1F,한식, 만원-2만원,2022-06-18,맛있다,6.0,5.0,1.0,0.0,3.5,37.5813626,126.9697781,서울역,1.6587734043169597
252,튀튀쿠키,4.2,종로구, 서울특별시 종로구 자하문로7길 69-1,카페/디저트, 만원 미만,2022-07-21,맛있다,5.0,5.0,0.0,0.0,4.2,37.5793043,126.9699922,서울역,1.446744265965097
253,장수한방삼계탕,4.2,종로구, 서울특별시 종로구 새문안로5길 13 B1,한식, 만원-2만원,2022-02-28,맛있다,11.0,10.0,1.0,0.0,3.8181818181818175,37.5712357,126.9744111,서울역,0.48250803524216224
254,명란식당,4.2,종로구, 서울특별시 종로구 창의문로 140-1,일식, 만원 미만,2022-06-16,맛있다,10.0,9.0,1.0,0.0,3.78,37.5943865,126.9635035,서울역,3.206062349538624
255,노말사이클코페,4.2,종로구, 서울특별시 종로구 필운대로7길 6-8 3F,카페/디저트, 만원 미만,2022-07-28,맛있다,6.0,6.0,0.0,0.0,4.2,37.58185985,126.96809790025071,서울역,1.7762269622813416
256,네스트,4.2,종로구, 서울특별시 종로구 필운대로5길 11 1F,카페/디저트, 만원 미만,2022-07-27,맛있다,5.0,5.0,0.0,0.0,4.2,37.5794139,126.968555,서울역,1.5224041744022105
257,통큰누이네 육회빈대떡,4.2,종로구, 서울특별시 종로구 동호로 403-24,한식, 만원-2만원,2022-04-13,맛있다,6.0,6.0,0.0,0.0,4.2,37.5703796,127.0019568,을지로4가,0.5596928662739106
258,오이지,4.2,종로구, 서울특별시 종로구 대학로9길 33,한식, 만원-2만원,2022-07-05,맛있다,6.0,5.0,1.0,0.0,3.5,37.5817378,127.0009214,성신여대입구,1.3723018614889009
259,드엠,4.1,종로구, 서울특별시 종로구 동순라길 126-3 5F,카페/디저트, 만원 미만,2022-05-25,맛있다,17.0,15.0,2.0,0.0,3.617647058823529,37.5727484,126.9967847,종로3가,0.5738721661798679
260,궤도,4.1,종로구, 서울특별시 종로구 필운대로 9-2 3F,카페/디저트, 만원 미만,2022-03-03,맛있다,14.0,12.0,2.0,0.0,3.514285714285714,37.57711315,126.96912076662036,서울역,1.2842796562216663
261,회현식당,4.8,중구, 서울특별시 중구 퇴계로2길 9-8,주점, 2만원-3만원,2022-08-08,괜찮다,41.0,36.0,5.0,0.0,4.214634146341463,37.5569554,126.9772173,시청,0.9732730537041386
262,오제제,4.8,중구, 서울특별시 중구 세종대로 136 B3,일식, 만원-2만원,1 일 전,맛있다,39.0,35.0,4.0,0.0,4.307692307692308,37.568291,126.977942,서울역,0.04087850787947291
263,시키카츠,4.8,중구, 서울특별시 중구 다산로42나길 14 1F,일식, 만원-2만원,2022-06-17,맛있다,34.0,29.0,5.0,0.0,4.094117647058823,37.5646427,127.0189118,청구,0.6263120615849078
264,패스트리부티크,4.7,중구, 서울특별시 중구 동호로 249 서울신라호텔 1F,카페/디저트, 4만원 이상,2022-07-15,맛있다,97.0,83.0,14.0,0.0,4.021649484536082,37.5560002,127.0051694,약수,0.5460202946926623
265,회현카페,4.7,중구, 서울특별시 중구 퇴계로2길 9-8 2F,일식, 2만원-3만원,2022-05-26,괜찮다,21.0,18.0,3.0,0.0,4.028571428571429,37.5569554,126.9772173,시청,0.9732730537041386
266,더파크뷰,4.6,중구, 서울특별시 중구 동호로 249 서울신라호텔 1F,기타, 4만원 이상,2022-07-19,맛있다,161.0,127.0,32.0,2.0,3.514285714285714,37.5560002,127.0051694,약수,0.5460202946926623
267,주옥,4.6,중구, 서울특별시 중구 소공로 119 더 플라자 3F,한식, 4만원 이상,2022-08-11,맛있다,45.0,39.0,6.0,0.0,3.9866666666666655,37.5646228,126.97807527443322,시청,0.16090085268890836
268,시미베,4.6,중구, 서울특별시 중구 퇴계로 386-1,주점, 만원-2만원,2022-08-04,맛있다,17.0,14.0,3.0,0.0,3.7882352941176474,37.5655594,127.0171938,청구,0.6110829301157393
269,유가,4.6,중구, 서울특별시 중구 퇴계로12길 68,중식, 만원-2만원,2022-05-19,맛있다,17.0,16.0,1.0,0.0,4.329411764705882,37.5587303,126.9813433,시청,0.8702343486582216
270,황소막창구이,4.6,중구, 서울특별시 중구 을지로3길 49,한식, 만원-2만원,2022-07-12,맛있다,16.0,16.0,0.0,0.0,4.6,37.5660147,126.9814615,서울역,0.37543677604122316
271,도림,4.5,중구, 서울특별시 중구 남대문로 81 롯데호텔서울 본관 37F,중식, 4만원 이상,2021-07-12,맛있다,32.0,29.0,3.0,0.0,4.078125,37.56485565,126.98170653290309,시청,0.43731928913906426
272,페스타바이민구,4.5,중구, 서울특별시 중구 장충단로 60,양식, 4만원 이상,2022-05-21,맛있다,14.0,12.0,2.0,0.0,3.857142857142857,37.5600976,127.005614,을지로3가,0.6257207924973547
273,아리아께,4.4,중구, 서울특별시 중구 동호로 249 서울신라호텔 2F,일식, 4만원 이상,2022-05-18,괜찮다,49.0,44.0,5.0,0.0,3.9510204081632656,37.5560002,127.0051694,약수,0.5460202946926623
274,다만프레르,4.4,중구, 서울특별시 중구 세종대로 136 B1 107호,카페/디저트, 만원 미만,2022-06-29,맛있다,92.0,78.0,12.0,2.0,3.539130434782609,37.568291,126.977942,서울역,0.04087850787947291
275,주신당,4.4,중구, 서울특별시 중구 퇴계로 411,주점, 만원-2만원,2022-07-17,맛있다,26.0,24.0,1.0,1.0,3.723076923076924,37.5611737,126.9886592,충무로,0.4982601677370796
276,무학,4.4,중구, 서울특별시 중구 왕십리로 399,한식, 만원-2만원,2022-06-14,맛있다,26.0,23.0,3.0,0.0,3.892307692307692,37.5650439,127.0257478,왕십리,1.0248179042366812
277,무궁화,4.4,중구, 서울특별시 중구 남대문로 81 롯데호텔서울 본관 38F,한식, 4만원 이상,2022-06-23,맛있다,9.0,9.0,0.0,0.0,4.4,37.56485565,126.98170653290309,시청,0.43731928913906426
278,어시장전주식당,4.4,중구, 서울특별시 중구 창경궁로 67-13,기타, 만원-2만원,2022-06-21,맛있다,18.0,17.0,1.0,0.0,4.155555555555556,37.5680211,126.9979989,을지로4가,0.15743828505478785
279,나이스타임2,4.4,중구, 서울특별시 중구 남대문로9길 6,양식, 2만원-3만원,2022-07-22,맛있다,6.0,5.0,1.0,0.0,3.6666666666666665,37.56688645,126.98190569770088,서울역,0.36740056228110585
280,동강나루터,4.4,중구, 서울특별시 중구 삼일대로12길 13,기타, 만원-2만원,2022-06-23,맛있다,14.0,12.0,2.0,0.0,3.771428571428572,37.5668343,126.988541,동대문,0.033573721379206334
281,야래향,4.3,중구, 서울특별시 중구 퇴계로10길 14 태공관 1F,중식, 2만원-3만원,2022-07-10,괜찮다,19.0,17.0,2.0,0.0,3.8473684210526313,37.5586497,126.9806205,시청,0.851475813228392
282,오트렉,4.3,중구, 서울특별시 중구 퇴계로41길 43 3F,다국적음식, 3만원-4만원,2022-07-04,맛있다,23.0,19.0,4.0,0.0,3.5521739130434784,37.5634969,126.9960854,충무로,0.29341352287019706
283,수와,4.3,중구, 서울특별시 중구 다산로11길 19 백석빌딩 신관 102호,양식, 만원-2만원,2021-06-26,맛있다,17.0,14.0,3.0,0.0,3.541176470588235,37.5548136,127.0095403,약수,0.13878638820780492
284,을지로양대장,4.3,중구, 서울특별시 중구 수표로 54-1 2F,한식, 만원-2만원,2022-05-26,맛있다,17.0,14.0,3.0,0.0,3.541176470588235,37.567547,126.9896042,동대문,0.13039895534914844
285,엘까페씨또바,4.3,중구, 서울특별시 중구 동호로11가길 25 1F,카페/디저트, 만원 미만,2022-07-10,맛있다,11.0,11.0,0.0,0.0,4.3,37.5536197,127.0088765,약수,0.20669430056716884
286,드로우에스프레소바,4.3,중구, 서울특별시 중구 서소문로6길 45 1F,카페/디저트, 만원 미만,2022-07-08,맛있다,11.0,10.0,1.0,0.0,3.909090909090909,37.559638,126.9670118,시청,1.0993959852783222
287,세림,4.3,중구, 서울특별시 중구 을지로1길 32-3,한식, 2만원-3만원,2022-04-07,맛있다,6.0,5.0,1.0,0.0,3.583333333333333,37.5664134,126.9796638,서울역,0.22597945724685278
288,앨리키친,4.3,중구, 서울특별시 중구 퇴계로 304-14,양식, 만원-2만원,2022-01-31,맛있다,11.0,9.0,2.0,0.0,3.5181818181818176,37.5611737,126.9886592,충무로,0.4982601677370796
289,고씨네고추장찌개,4.3,중구, 서울특별시 중구 수표로 26 1F,한식, 만원 미만,2022-04-27,맛있다,5.0,5.0,0.0,0.0,4.3,37.567547,126.9896042,동대문,0.13039895534914844
290,존라멘,4.3,중구, 서울특별시 중구 퇴계로49길 33 1F,일식, 만원 미만,2022-07-09,맛있다,5.0,5.0,0.0,0.0,4.3,37.5632122,126.9997836,충정로,0.3113838925995112
291,마포쭈꾸미,4.3,중구, 서울특별시 중구 을지로15길 9-1,기타, 만원-2만원,2022-07-11,맛있다,7.0,7.0,0.0,0.0,4.3,37.5674185,126.9934802,을지로4가,0.38517916857088513
292,황소집,4.3,중구, 서울특별시 중구 충무로2길 2,한식, 2만원-3만원,2022-03-31,맛있다,7.0,7.0,0.0,0.0,4.3,37.5626201,126.9933662,충무로,0.1722121816582534
293,땡초곱창,4.3,중구, 서울특별시 중구 퇴계로87길 54,한식, 만원-2만원,2022-06-20,맛있다,9.0,9.0,0.0,0.0,4.3,37.5675813,127.0203802,동묘앞,0.7140091172514772
294,우동가조쿠,4.3,중구, 서울특별시 중구 동호로14길 23 2F,일식, 만원 미만,2022-08-07,맛있다,6.0,6.0,0.0,0.0,4.3,37.5566611,127.0106699,약수,0.2555347736294049
295,호우섬,4.3,중구, 서울특별시 중구 을지로 30 14F,중식, 2만원-3만원,2022-07-02,맛있다,5.0,5.0,0.0,0.0,4.3,37.56525545,126.98062537406909,시청,0.3354609772743947
296,대원집,4.3,중구, 서울특별시 중구 을지로3길 30-4,한식, 만원-2만원,2022-07-31,맛있다,5.0,5.0,0.0,0.0,4.3,37.56738565,126.98162998645071,서울역,0.32999944300913303
297,신동궁감자탕,4.3,중구, 서울특별시 중구 명동9길 43,한식, 만원-2만원,5 일 전,맛있다,6.0,5.0,1.0,0.0,3.583333333333333,37.5656107,126.9840355,동대문,0.4300351269311725
298,스시 소우카이,4.2,중구, 서울특별시 중구 동호로35길 5 B1,일식, 2만원-3만원,2021-01-21,맛있다,11.0,10.0,1.0,0.0,3.8181818181818175,37.5662957,127.0015234,을지로4가,0.33603234283397376
299,쓰리도어즈,4.2,중구, 서울특별시 중구 삼일대로12길 21,주점, 2만원-3만원,2022-07-27,괜찮다,23.0,21.0,2.0,0.0,3.834782608695652,37.5668436,126.98896217440694,동대문,0.03391223906050641
300,온수반,4.2,중구, 서울특별시 중구 퇴계로34길 16-9,다국적음식, 만원-2만원,2022-06-15,맛있다,18.0,15.0,3.0,0.0,3.5,37.56001285,126.9927155,신당,0.19721060340393484
301,한가람,4.2,중구, 서울특별시 중구 남대문로5길 25,한식, 만원-2만원,2022-07-21,맛있다,8.0,7.0,1.0,0.0,3.675,37.5624982,126.9789122041187,시청,0.39964287625080686
302,황성집,4.2,중구, 서울특별시 중구 청파로 447-15,한식, 만원 미만,2022-07-29,괜찮다,14.0,12.0,2.0,0.0,3.6000000000000005,37.5562144,126.9689367,시청,1.2654357456189052
303,옵튼,4.2,중구, 서울특별시 중구 만리재로 205-1,카페/디저트, 만원 미만,2022-07-20,맛있다,8.0,8.0,0.0,0.0,4.2,37.5558692,126.967714,시청,1.3586733548359216
304,에딕티,4.1,중구, 서울특별시 중구 명동4길 15 1F,카페/디저트, 만원 미만,2022-08-01,괜찮다,9.0,8.0,1.0,0.0,3.644444444444444,37.5626116,126.9840352,동대문,0.6070204726858927
305,영덕회식당,4.1,중구, 서울특별시 중구 무교로 32 B1,기타, 만원-2만원,2022-07-13,맛있다,8.0,7.0,1.0,0.0,3.5874999999999995,37.5675475,126.9791037,서울역,0.11011859880001619
306,도마,4.1,중구, 서울특별시 중구 중림로 31 이화빌딩,한식, 2만원-3만원,2022-05-13,맛있다,8.0,8.0,0.0,0.0,4.1,37.5583607,126.9665778,시청,1.2199736898286058
307,서울케밥,4.8,용산구, 서울특별시 용산구 새창로 181 선인상가 1F 11호,다국적음식, 만원 미만,2 일 전,맛있다,86.0,78.0,5.0,3.0,4.01860465116279,37.5396724,126.9574303,효창공원앞,0.34880367771590537
308,포카치아델라스트라다,4.7,용산구, 서울특별시 용산구 한강대로46길 11,양식, 만원-2만원,2 일 전,괜찮다,52.0,41.0,10.0,1.0,3.5250000000000004,37.5310512,126.9712177,이촌,1.043894328434692
309,카밀로한남,4.7,용산구, 서울특별시 용산구 한남대로20길 61-5 3F,양식, 2만원-3만원,2022-07-04,괜찮다,34.0,28.0,5.0,1.0,3.594117647058824,37.5352464,127.0107282,옥수,1.6972881470544299
310,양인환대극진,4.7,용산구, 서울특별시 용산구 한강대로40길 14 1F 104호,양식, 3만원-4만원,21 시간 전,맛있다,11.0,11.0,0.0,0.0,4.7,37.5304314,126.9706468,이촌,1.0971157533402693
311,치즈플로,4.7,용산구, 서울특별시 용산구 이태원로49길 19,양식, 3만원-4만원,2022-08-09,맛있다,49.0,42.0,6.0,1.0,3.836734693877551,37.536948,126.9990925,옥수,2.0863856167969432
312,시멘트,4.7,용산구, 서울특별시 용산구 대사관로11길 57,양식, 2만원-3만원,2022-07-16,맛있다,21.0,19.0,1.0,1.0,3.804761904761905,37.5350498,127.0017542,옥수,2.085445503600547
313,조이스팔라펠,4.7,용산구, 서울특별시 용산구 신흥로15길 18-8 보다서울 1F,다국적음식, 만원-2만원,2022-07-27,맛있다,14.0,14.0,0.0,0.0,4.7,37.5441827,126.9858251,이촌,1.6602115150408625
314,세스타,4.7,용산구, 서울특별시 용산구 한남대로20길 21-18 1F,양식, 3만원-4만원,2022-05-15,맛있다,13.0,13.0,0.0,0.0,4.7,37.53517015,127.00912421110166,옥수,1.7510525836256943
315,레에스티우,4.6,용산구, 서울특별시 용산구 대사관로20길 5,다국적음식, 만원-2만원,2022-08-05,맛있다,34.0,30.0,3.0,1.0,3.788235294117647,37.5325517,127.0024899,옥수,2.275981964274343
316,양인환대 정인,4.6,용산구, 서울특별시 용산구 한강대로40길 14 2F 104호,한식, 4만원 이상,2022-07-12,맛있다,7.0,7.0,0.0,0.0,4.6,37.5304314,126.9706468,이촌,1.0971157533402693
317,시칠리,4.6,용산구, 서울특별시 용산구 이태원로55가길 13,양식, 4만원 이상,4 일 전,맛있다,15.0,14.0,0.0,1.0,3.68,37.537668,127.0004978,옥수,1.9415983404100319
318,카카오봄,4.6,용산구, 서울특별시 용산구 한강대로62길 45-11,카페/디저트, 만원 미만,1 시간 전,맛있다,31.0,29.0,1.0,1.0,4.006451612903225,37.5327854,126.9735417,이촌,0.9538025774217755
319,알레즈,4.6,용산구, 서울특별시 용산구 독서당로 89,양식, 4만원 이상,2022-08-03,맛있다,12.0,11.0,1.0,0.0,4.216666666666666,37.5347686,127.01029565,옥수,1.75925558287285
320,뷔봉,4.6,용산구, 서울특별시 용산구 원효로83길 7-2 B1,다국적음식, 만원-2만원,2022-06-02,맛있다,10.0,9.0,1.0,0.0,4.14,37.5396411,126.9669848,이촌,0.0790661772896775
321,FOURB,4.6,용산구, 서울특별시 용산구 한강대로23길 55 리빙파크 4F,카페/디저트, 만원 미만,2022-08-04,괜찮다,28.0,26.0,2.0,0.0,4.271428571428571,37.5301906,126.9651428,효창공원앞,1.0627375002746013
322,뮤땅,4.6,용산구, 서울특별시 용산구 대사관로12길 4-2 2F,다국적음식, 3만원-4만원,2022-04-24,맛있다,12.0,11.0,1.0,0.0,4.216666666666666,37.533352,127.0015267,옥수,2.2491323989983902
323,라따뚜이인서울,4.6,용산구, 서울특별시 용산구 청파로 270-2 1F,다국적음식, 3만원-4만원,2022-04-28,맛있다,8.0,8.0,0.0,0.0,4.6,37.536619,126.9706533,이촌,0.45762912794470373
324,브라이리퍼블릭,4.5,용산구, 서울특별시 용산구 이태원로14길 19,다국적음식, 만원-2만원,3 일 전,맛있다,372.0,306.0,60.0,6.0,3.556451612903226,37.5330632,126.9912338,이촌,2.2114743059107136
325,한남작업실,4.5,용산구, 서울특별시 용산구 이태원로55나길 7,카페/디저트, 만원 미만,2022-08-07,맛있다,58.0,47.0,11.0,0.0,3.646551724137931,37.5372481,126.9985606,옥수,2.098170867872319
326,반창고,4.5,용산구, 서울특별시 용산구 회나무로 20-1 B1,주점, 2만원-3만원,2022-08-09,맛있다,16.0,16.0,0.0,0.0,4.5,37.5397755,126.9915991,이촌,2.1038619576892463
327,아티장베이커스,4.5,용산구, 서울특별시 용산구 한남대로18길 26 1F,카페/디저트, 만원 미만,2022-05-29,괜찮다,60.0,55.0,5.0,0.0,4.125,37.534543,127.0086531,옥수,1.8311025945379236
328,푸에고,4.5,용산구, 서울특별시 용산구 유엔빌리지길 14,양식, 2만원-3만원,2022-06-28,맛있다,13.0,12.0,1.0,0.0,4.153846153846154,37.5339735,127.0098297,옥수,1.855944440048069
329,주파카,4.5,용산구, 서울특별시 용산구 이태원로54길 68-5 1F,다국적음식, 만원-2만원,2022-07-23,맛있다,11.0,10.0,1.0,0.0,4.090909090909091,37.535764,127.0011054,옥수,2.0598951357991004
330,화양연가,4.5,용산구, 서울특별시 용산구 한강대로76길 5,중식, 2만원-3만원,2022-07-14,맛있다,37.0,35.0,2.0,0.0,4.256756756756757,37.5415795,126.9738164,이촌,0.5629714780445099
331,부토,4.5,용산구, 서울특별시 용산구 한남대로27가길 32,한식, 3만원-4만원,2022-04-24,맛있다,16.0,15.0,1.0,0.0,4.21875,37.5381041,127.0025662,옥수,1.7796708418404548
332,봉쥬르스고이,4.5,용산구, 서울특별시 용산구 회나무로32 B1,일식, 2만원-3만원,2022-08-06,맛있다,7.0,7.0,0.0,0.0,4.5,0.0,0.0,김포공항,13159.99640958085
333,디템포레,4.4,용산구, 서울특별시 용산구 한남대로 37 1F,다국적음식, 4만원 이상,2022-06-19,맛있다,18.0,15.0,3.0,0.0,3.6666666666666665,37.5327212,127.0079588,옥수,2.042103570149641
334,우라만,4.4,용산구, 서울특별시 용산구 소월로38길 25 1F,한식, 4만원 이상,2022-05-29,맛있다,16.0,16.0,0.0,0.0,4.4,37.5437767,126.9900896,신당,1.952929477932019
335,부산복국 고래고기,4.4,용산구, 서울특별시 용산구 한강대로 272-1 2F,기타, 만원-2만원,2022-05-25,맛있다,12.0,11.0,1.0,0.0,4.033333333333334,37.5436856,126.9722081,이촌,0.5664819164558215
336,캘리포니아키친앤크래프트펍,4.4,용산구, 서울특별시 용산구 회나무로26길 3 라인빌 2F,주점, 만원-2만원,2022-05-01,맛있다,32.0,30.0,2.0,0.0,4.125,37.5391285,126.9905567,이촌,2.0142474085910247
337,끌라시끄,4.4,용산구, 서울특별시 용산구 우사단로4길 28,카페/디저트, 만원 미만,2022-05-23,맛있다,15.0,14.0,1.0,0.0,4.106666666666667,37.5313418,126.9995445,옥수,2.532587543285716
338,쎄니에,4.4,용산구, 서울특별시 용산구 원효로83길 7-6 1F,양식, 2만원-3만원,2022-05-09,맛있다,14.0,12.0,2.0,0.0,3.771428571428572,37.5396411,126.9669848,이촌,0.0790661772896775
339,이태원소주집,4.4,용산구, 서울특별시 용산구 녹사평대로40길 46 2F,주점, 2만원-3만원,2022-04-02,괜찮다,27.0,25.0,2.0,0.0,4.074074074074074,37.5343986,126.9882369,이촌,1.9125189770886006
340,용산양꼬치,4.4,용산구, 서울특별시 용산구 백범로99길 60 1F,중식, 만원-2만원,2022-03-30,맛있다,24.0,21.0,3.0,0.0,3.85,37.5363746,126.9720108,이촌,0.5536891372254461
341,서울브루어리,4.4,용산구, 서울특별시 용산구 한남대로18길 18 2F,주점, 만원-2만원,2022-06-27,맛있다,13.0,13.0,0.0,0.0,4.4,37.5342702,127.0081985,옥수,1.8741824047887417
342,바우카페,4.4,용산구, 서울특별시 용산구 한강대로62길 37 1F,카페/디저트, 만원 미만,3 일 전,맛있다,18.0,18.0,0.0,0.0,4.4,37.5327854,126.9735417,이촌,0.9538025774217755
343,미타스,4.4,용산구, 서울특별시 용산구 이촌로75길 16-9,주점, 만원-2만원,2022-06-16,맛있다,7.0,7.0,0.0,0.0,4.4,0.0,0.0,김포공항,13159.99640958085
344,쿠로이야,4.4,용산구, 서울특별시 용산구 이태원로16길 14-4,주점, 2만원-3만원,2022-06-06,맛있다,11.0,10.0,1.0,0.0,4.0,37.5332083,126.9915206,이촌,2.2296418525833936
345,잭슨피자,4.4,용산구, 서울특별시 용산구 서빙고로 67 상가 1F B12호,양식, 만원-2만원,2022-05-31,맛있다,13.0,13.0,0.0,0.0,4.4,37.5203054,126.9906594,고속터미널,1.9417154563600445
346,바이두부,4.4,용산구, 서울특별시 용산구 소월로20길 10,양식, 만원-2만원,2022-02-17,맛있다,6.0,6.0,0.0,0.0,4.4,37.5437942,126.9842856,이촌,1.51782544382468
347,미국 양반통닭,4.4,용산구, 서울특별시 용산구 회나무로13가길 3-8,양식, 2만원-3만원,2022-06-25,맛있다,5.0,5.0,0.0,0.0,4.4,37.5414209,126.9917366,이촌,2.121465855113361
348,소세지하우스,4.4,용산구, 서울특별시 용산구 새창로 132 2F,양식, 만원-2만원,2022-07-23,맛있다,4.0,4.0,0.0,0.0,4.4,37.5396724,126.9574303,효창공원앞,0.34880367771590537
349,비일,4.4,용산구, 서울특별시 용산구 청파로45길 36,양식, 만원-2만원,2022-07-05,맛있다,7.0,7.0,0.0,0.0,4.4,37.5441215,126.9694468,이촌,0.4797430949370457
350,유용욱바베큐연구소,4.3,용산구, 서울특별시 용산구 한강대로84길 5-7 남영아케이드,양식, 4만원 이상,2022-03-18,맛있다,9.0,8.0,1.0,0.0,3.822222222222222,37.5445557,126.973571,이촌,0.7198228736662922
351,REVEAT,4.3,용산구, 서울특별시 용산구 독서당로29길 6 1F,다국적음식, 4만원 이상,2022-02-14,맛있다,17.0,15.0,2.0,0.0,3.794117647058824,37.537013,127.0116127,옥수,1.486846190055489
352,스시이젠,4.3,용산구, 서울특별시 용산구 한강대로 95 래미안용산 더 센트럴 B2 247호,일식, 4만원 이상,2022-03-21,맛있다,8.0,7.0,1.0,0.0,3.7625,37.5436856,126.9722081,이촌,0.5664819164558215
353,재인,4.3,용산구, 서울특별시 용산구 이태원로54길 48 2F,카페/디저트, 만원 미만,1 일 전,맛있다,16.0,15.0,1.0,0.0,4.03125,37.535764,127.0011054,옥수,2.0598951357991004
354,누랑즈뉘,4.3,용산구, 서울특별시 용산구 녹사평대로46길 34-2,중식, 4만원 이상,2021-02-22,맛있다,20.0,18.0,2.0,0.0,3.87,37.5374512,126.9886492,이촌,1.8656954647846753
355,뽀르누서울,4.3,용산구, 서울특별시 용산구 서빙고로91나길 46 1F,카페/디저트, 만원 미만,2022-07-20,맛있다,12.0,12.0,0.0,0.0,4.3,37.5226981,126.9978682,고속터미널,1.913264211130074
356,물고기주택,4.3,용산구, 서울특별시 용산구 한강대로48길 19,기타, 2만원-3만원,2022-06-26,괜찮다,18.0,15.0,3.0,0.0,3.583333333333333,37.5316987,126.9718147,이촌,0.9931115411007023
357,몬스터플레이스,4.3,용산구, 서울특별시 용산구 청파로43길 70,양식, 만원 미만,2022-04-20,맛있다,26.0,22.0,4.0,0.0,3.6384615384615375,37.5438699,126.9679392,이촌,0.42790674840559817
358,산수화,4.3,용산구, 서울특별시 용산구 한남대로20길 21-14,카페/디저트, 만원-2만원,2021-11-08,맛있다,10.0,10.0,0.0,0.0,4.3,37.5352464,127.0107282,옥수,1.6972881470544299
359,탄산바,4.3,용산구, 서울특별시 용산구 이태원로49길 24-8,주점, 2만원-3만원,2022-08-02,맛있다,13.0,12.0,1.0,0.0,3.969230769230769,37.536948,126.9990925,옥수,2.0863856167969432
360,야키니쿠소문,4.3,용산구, 서울특별시 용산구 장문로 85 1F,일식, 2만원-3만원,2022-06-16,맛있다,8.0,8.0,0.0,0.0,4.3,37.5275066,126.9949768,고속터미널,2.4976820483681075
361,Komad,4.3,용산구, 서울특별시 용산구 대사관로31길 20 2F,양식, 4만원 이상,2022-02-28,맛있다,6.0,5.0,1.0,0.0,3.583333333333333,37.5341324,127.0060101,옥수,1.9690591421687638
362,팻캣,4.3,용산구, 서울특별시 용산구 신흥로 28,양식, 만원-2만원,2022-01-26,맛있다,18.0,16.0,2.0,0.0,3.822222222222222,37.5467679,126.9812202,이촌,1.4052604099441381
363,모르페커피,4.3,용산구, 서울특별시 용산구 원효로89길 13-1 1F,카페/디저트, 만원 미만,3 일 전,맛있다,9.0,9.0,0.0,0.0,4.3,37.5407363,126.9683083,이촌,0.0936525124705233
364,한길포장마차,4.3,용산구, 서울특별시 용산구 이촌로75길 16-9,주점, 만원-2만원,2022-05-28,맛있다,10.0,10.0,0.0,0.0,4.3,0.0,0.0,김포공항,13159.99640958085
365,심퍼티쿠시,4.3,용산구, 서울특별시 용산구 한강대로52길 17-3 1F,주점, 3만원-4만원,2022-07-31,맛있다,4.0,4.0,0.0,0.0,4.3,37.5319969,126.9720943,이촌,0.9717487756000756
366,원조숯불통닭바베큐,4.3,용산구, 서울특별시 용산구 효창원로 99,한식, 만원-2만원,2022-06-18,맛있다,4.0,4.0,0.0,0.0,4.3,37.5386409,126.9610569,효창공원앞,0.0739320067892255
367,팟카파우,4.2,용산구, 서울특별시 용산구 신흥로 97-6 2F,다국적음식, 만원-2만원,2022-08-08,맛있다,21.0,19.0,2.0,0.0,3.8,37.5466133,126.9811628,이촌,1.3918593695669768
368,스톡드,4.2,용산구, 서울특별시 용산구 한강대로7길 18-13 2F,카페/디저트, 만원 미만,1 일 전,괜찮다,14.0,12.0,2.0,0.0,3.6000000000000005,37.5245498,126.9619327,효창공원앞,1.6368463285829558
369,데일리루틴,4.2,용산구, 서울특별시 용산구 한강대로84길 5-8,카페/디저트, 만원 미만,2022-08-07,괜찮다,11.0,10.0,1.0,0.0,3.8181818181818175,37.5445557,126.973571,이촌,0.7198228736662922
370,티하우스레몬,4.2,용산구, 서울특별시 용산구 한강대로 95 래미안 용산더센트럴 B2 16-17호,카페/디저트, 만원 미만,2022-02-03,괜찮다,16.0,14.0,2.0,0.0,3.675,37.5436856,126.9722081,이촌,0.5664819164558215
371,하리서울,4.2,용산구, 서울특별시 용산구 한강대로 153-1 1F 101호,주점, 4만원 이상,2022-07-16,맛있다,7.0,6.0,1.0,0.0,3.6000000000000005,37.5436856,126.9722081,이촌,0.5664819164558215
372,와인집,4.2,용산구, 서울특별시 용산구 백범로90라길 45,주점, 만원-2만원,2022-06-26,맛있다,5.0,5.0,0.0,0.0,4.2,37.538861,126.9693233,이촌,0.19038148670559712
373,카우치커피,4.2,용산구, 서울특별시 용산구 한강대로104길 6 2F,카페/디저트, 만원 미만,2022-08-10,맛있다,5.0,5.0,0.0,0.0,4.2,37.550079,126.9760976,이촌,1.3389611935928643
374,당케커피,4.2,용산구, 서울특별시 용산구 한강대로48길 16,카페/디저트, 만원 미만,2022-06-09,맛있다,4.0,4.0,0.0,0.0,4.2,37.5316987,126.9718147,이촌,0.9931115411007023
375,원효림,4.2,용산구, 서울특별시 용산구 백범로 322-1,한식, 만원-2만원,2021-11-21,맛있다,6.0,6.0,0.0,0.0,4.2,37.5378958,126.9667575,이촌,0.25208773274875007
