"동별(1)","동별(2)",동별(3),조직형태별(1),조직형태별(2),조직형태별(3),2011,2012,2013
"합계","종로구",가회동,비법인단체,종사자수,소계,47,86,93
"합계","종로구",종로1.2.3.4가동,합계,사업체수,사업체수,15674,15825,15713
"합계","종로구",종로1.2.3.4가동,합계,종사자수,소계,90997,92396,97700
"합계","종로구",종로1.2.3.4가동,합계,종사자수,남,54439,55952,57531
"합계","종로구",종로1.2.3.4가동,합계,종사자수,여,36558,36444,40169
"합계","종로구",종로1.2.3.4가동,개인,사업체수,소계,12814,12729,12606
"합계","종로구",종로1.2.3.4가동,개인,종사자수,소계,28903,28738,26976
"합계","종로구",종로1.2.3.4가동,회사법인,사업체수,소계,2257,2457,2463
"합계","종로구",종로1.2.3.4가동,회사법인,종사자수,소계,48248,50158,57833
"합계","종로구",종로1.2.3.4가동,회사이외의 법인,사업체수,소계,312,353,343
"합계","종로구",종로1.2.3.4가동,회사이외의 법인,종사자수,소계,12807,12479,11806
"합계","종로구",종로1.2.3.4가동,비법인단체,사업체수,소계,291,286,301
"합계","종로구",종로1.2.3.4가동,비법인단체,종사자수,소계,1039,1021,1085
"합계","종로구",종로5.6가동,합계,사업체수,사업체수,7347,7492,7735
"합계","종로구",종로5.6가동,합계,종사자수,소계,25774,24594,24602
"합계","종로구",종로5.6가동,합계,종사자수,남,16355,15470,15195
"합계","종로구",종로5.6가동,합계,종사자수,여,9419,9124,9407
"합계","종로구",종로5.6가동,개인,사업체수,소계,6665,6756,6929
"합계","종로구",종로5.6가동,개인,종사자수,소계,14020,14452,14270
"합계","종로구",종로5.6가동,회사법인,사업체수,소계,444,489,546
"합계","종로구",종로5.6가동,회사법인,종사자수,소계,10370,8743,8685
"합계","종로구",종로5.6가동,회사이외의 법인,사업체수,소계,100,112,115
"합계","종로구",종로5.6가동,회사이외의 법인,종사자수,소계,1041,1043,1160
"합계","종로구",종로5.6가동,비법인단체,사업체수,소계,138,135,145
"합계","종로구",종로5.6가동,비법인단체,종사자수,소계,343,356,487
"합계","종로구",이화동,합계,사업체수,사업체수,966,1077,1139
"합계","종로구",이화동,합계,종사자수,소계,12289,13368,13777
"합계","종로구",이화동,합계,종사자수,남,5288,5449,5609
"합계","종로구",이화동,합계,종사자수,여,7001,7919,8168
"합계","종로구",이화동,개인,사업체수,소계,665,716,740
"합계","종로구",이화동,개인,종사자수,소계,2319,2511,2515
"합계","종로구",이화동,회사법인,사업체수,소계,179,188,218
"합계","종로구",이화동,회사법인,종사자수,소계,2972,2666,3198
"합계","종로구",이화동,회사이외의 법인,사업체수,소계,77,92,91
"합계","종로구",이화동,회사이외의 법인,종사자수,소계,6793,7658,7635
"합계","종로구",이화동,비법인단체,사업체수,소계,45,81,90
"합계","종로구",이화동,비법인단체,종사자수,소계,205,533,429
"합계","종로구",명륜3가동,합계,사업체수,사업체수,286,-,-
"합계","종로구",명륜3가동,합계,종사자수,소계,2183,-,-
"합계","종로구",명륜3가동,합계,종사자수,남,1279,-,-
"합계","종로구",명륜3가동,합계,종사자수,여,904,-,-
"합계","종로구",명륜3가동,개인,사업체수,소계,234,-,-
"합계","종로구",명륜3가동,개인,종사자수,소계,428,-,-
"합계","종로구",명륜3가동,회사법인,사업체수,소계,14,-,-
"합계","종로구",명륜3가동,회사법인,종사자수,소계,112,-,-
"합계","종로구",명륜3가동,회사이외의 법인,사업체수,소계,28,-,-
"합계","종로구",명륜3가동,회사이외의 법인,종사자수,소계,1613,-,-
"합계","종로구",명륜3가동,비법인단체,사업체수,소계,10,-,-
"합계","종로구",명륜3가동,비법인단체,종사자수,소계,30,-,-
"합계","종로구",창신1동,합계,사업체수,사업체수,2252,2257,2250
"합계","종로구",창신1동,합계,종사자수,소계,6149,5799,6408
"합계","종로구",창신1동,합계,종사자수,남,3247,3007,3370
"합계","종로구",창신1동,합계,종사자수,여,2902,2792,3038
"합계","종로구",창신1동,개인,사업체수,소계,2110,2105,2090
"합계","종로구",창신1동,개인,종사자수,소계,4194,3967,4439
"합계","종로구",창신1동,회사법인,사업체수,소계,97,106,112
"합계","종로구",창신1동,회사법인,종사자수,소계,1541,1465,1501
"합계","종로구",창신1동,회사이외의 법인,사업체수,소계,17,15,17
"합계","종로구",창신1동,회사이외의 법인,종사자수,소계,267,247,362
"합계","종로구",창신1동,비법인단체,사업체수,소계,28,31,31
"합계","종로구",창신1동,비법인단체,종사자수,소계,147,120,106
"합계","종로구",창신2동,합계,사업체수,사업체수,839,860,858
"합계","종로구",창신2동,합계,종사자수,소계,2111,2055,2331
"합계","종로구",창신2동,합계,종사자수,남,979,933,1038
"합계","종로구",창신2동,합계,종사자수,여,1132,1122,1293
"합계","종로구",창신2동,개인,사업체수,소계,801,816,811
"합계","종로구",창신2동,개인,종사자수,소계,1867,1828,2036
"합계","종로구",창신2동,회사법인,사업체수,소계,15,18,19
"합계","종로구",창신2동,회사법인,종사자수,소계,142,108,174
"합계","종로구",창신2동,회사이외의 법인,사업체수,소계,8,9,10
"합계","종로구",창신2동,회사이외의 법인,종사자수,소계,56,56,52
"합계","종로구",창신2동,비법인단체,사업체수,소계,15,17,18
"합계","종로구",창신2동,비법인단체,종사자수,소계,46,63,69
"합계","종로구",창신3동,합계,사업체수,사업체수,265,274,269
"합계","종로구",창신3동,합계,종사자수,소계,700,728,794
"합계","종로구",창신3동,합계,종사자수,남,369,389,415
"합계","종로구",창신3동,합계,종사자수,여,331,339,379
"합계","종로구",창신3동,개인,사업체수,소계,234,243,233
"합계","종로구",창신3동,개인,종사자수,소계,418,415,433
"합계","종로구",창신3동,회사법인,사업체수,소계,8,8,10
"합계","종로구",창신3동,회사법인,종사자수,소계,59,60,96
"합계","종로구",창신3동,회사이외의 법인,사업체수,소계,9,9,9
"합계","종로구",창신3동,회사이외의 법인,종사자수,소계,135,167,166
"합계","종로구",창신3동,비법인단체,사업체수,소계,14,14,17
"합계","종로구",창신3동,비법인단체,종사자수,소계,88,86,99
"합계","종로구",숭인1동,합계,사업체수,사업체수,516,530,531
"합계","종로구",숭인1동,합계,종사자수,소계,1767,1744,1659
"합계","종로구",숭인1동,합계,종사자수,남,810,838,722
"합계","종로구",숭인1동,합계,종사자수,여,957,906,937
"합계","종로구",숭인1동,개인,사업체수,소계,455,467,467
"합계","종로구",숭인1동,개인,종사자수,소계,1202,1198,1191
"합계","종로구",숭인1동,회사법인,사업체수,소계,42,41,39
"합계","종로구",숭인1동,회사법인,종사자수,소계,433,383,301
"합계","종로구",숭인1동,회사이외의 법인,사업체수,소계,8,8,8
"합계","종로구",숭인1동,회사이외의 법인,종사자수,소계,68,97,94
"합계","종로구",숭인1동,비법인단체,사업체수,소계,11,14,17
"합계","종로구",숭인1동,비법인단체,종사자수,소계,64,66,73
"합계","종로구",숭인2동,합계,사업체수,사업체수,1676,1814,1683
"합계","종로구",숭인2동,합계,종사자수,소계,6391,6278,5682
"합계","종로구",숭인2동,합계,종사자수,남,3004,3132,2838
"합계","종로구",숭인2동,합계,종사자수,여,3387,3146,2844
"합계","종로구",숭인2동,개인,사업체수,소계,1453,1574,1448
"합계","종로구",숭인2동,개인,종사자수,소계,3327,3434,2998
"합계","종로구",숭인2동,회사법인,사업체수,소계,174,182,178
"합계","종로구",숭인2동,회사법인,종사자수,소계,2474,2172,2064
"합계","종로구",숭인2동,회사이외의 법인,사업체수,소계,26,25,26
"합계","종로구",숭인2동,회사이외의 법인,종사자수,소계,513,550,539
"합계","종로구",숭인2동,비법인단체,사업체수,소계,23,33,31
"합계","종로구",숭인2동,비법인단체,종사자수,소계,77,122,81
"합계","종로구",청운효자동,합계,사업체수,사업체수,757,794,795
"합계","종로구",청운효자동,합계,종사자수,소계,5664,5234,5625
"합계","종로구",청운효자동,합계,종사자수,남,3520,3161,3241
"합계","종로구",청운효자동,합계,종사자수,여,2144,2073,2384
"합계","종로구",청운효자동,개인,사업체수,소계,593,611,609
"합계","종로구",청운효자동,개인,종사자수,소계,1296,1067,1111
"합계","종로구",청운효자동,회사법인,사업체수,소계,88,102,99
"합계","종로구",청운효자동,회사법인,종사자수,소계,942,780,900
"합계","종로구",청운효자동,회사이외의 법인,사업체수,소계,39,47,55
"합계","종로구",청운효자동,회사이외의 법인,종사자수,소계,3163,3162,3302
"합계","종로구",청운효자동,비법인단체,사업체수,소계,37,34,32
"합계","종로구",청운효자동,비법인단체,종사자수,소계,263,225,312
"합계","종로구",혜화동,합계,사업체수,사업체수,1291,1670,1612
"합계","종로구",혜화동,합계,종사자수,소계,6503,9144,8753
"합계","종로구",혜화동,합계,종사자수,남,3269,4868,4290
"합계","종로구",혜화동,합계,종사자수,여,3234,4276,4463
"합계","종로구",혜화동,개인,사업체수,소계,1061,1346,1294
"합계","종로구",혜화동,개인,종사자수,소계,3286,3527,3765
"합계","종로구",혜화동,회사법인,사업체수,소계,151,193,198
"합계","종로구",혜화동,회사법인,종사자수,소계,1916,2059,2191
"합계","종로구",혜화동,회사이외의 법인,사업체수,소계,48,90,75
"합계","종로구",혜화동,회사이외의 법인,종사자수,소계,1155,3387,2595
"합계","종로구",혜화동,비법인단체,사업체수,소계,31,41,45
"합계","종로구",혜화동,비법인단체,종사자수,소계,146,171,202
"합계","중구",소계,합계,사업체수,사업체수,59567,64307,64846
"합계","중구",소계,합계,종사자수,소계,371861,386637,370070
"합계","중구",소계,합계,종사자수,남,205201,215531,209289
"합계","중구",소계,합계,종사자수,여,166660,171106,160781
"합계","중구",소계,개인,사업체수,소계,50669,53994,54227
"합계","중구",소계,개인,종사자수,소계,116126,120829,117909
"합계","중구",소계,회사법인,사업체수,소계,7514,8677,8907
"합계","중구",소계,회사법인,종사자수,소계,215770,220577,200897
"합계","중구",소계,회사이외의 법인,사업체수,소계,806,917,976
"합계","중구",소계,회사이외의 법인,종사자수,소계,36891,41747,47376
"합계","중구",소계,비법인단체,사업체수,소계,578,719,736
"합계","중구",소계,비법인단체,종사자수,소계,3074,3484,3888
"합계","중구",소공동,합계,사업체수,사업체수,3291,3688,3823
"합계","중구",소공동,합계,종사자수,소계,68908,61763,61868
"합계","중구",소공동,합계,종사자수,남,38299,36902,37241
"합계","중구",소공동,합계,종사자수,여,30609,24861,24627
"합계","중구",소공동,개인,사업체수,소계,1674,1868,1946
"합계","중구",소공동,개인,종사자수,소계,5948,5651,6489
"합계","중구",소공동,회사법인,사업체수,소계,1460,1624,1648
"합계","중구",소공동,회사법인,종사자수,소계,52971,50244,48982
"합계","중구",소공동,회사이외의 법인,사업체수,소계,109,136,148
"합계","중구",소공동,회사이외의 법인,종사자수,소계,9745,5530,5908
"합계","중구",소공동,비법인단체,사업체수,소계,48,60,81
"합계","중구",소공동,비법인단체,종사자수,소계,244,338,489
"합계","중구",회현동,합계,사업체수,사업체수,9076,9676,9869
"합계","중구",회현동,합계,종사자수,소계,51898,50265,47252
"합계","중구",회현동,합계,종사자수,남,29454,27928,25510
"합계","중구",회현동,합계,종사자수,여,22444,22337,21742
"합계","중구",회현동,개인,사업체수,소계,8204,8720,8911
"합계","중구",회현동,개인,종사자수,소계,14532,15439,16745
"합계","중구",회현동,회사법인,사업체수,소계,725,784,787
"합계","중구",회현동,회사법인,종사자수,소계,34179,32284,27899
"합계","중구",회현동,회사이외의 법인,사업체수,소계,72,70,70
"합계","중구",회현동,회사이외의 법인,종사자수,소계,2775,2033,2150
"합계","중구",회현동,비법인단체,사업체수,소계,75,102,101
"합계","중구",회현동,비법인단체,종사자수,소계,412,509,458
"합계","중구",명동,합계,사업체수,사업체수,6290,7194,6855
"합계","중구",명동,합계,종사자수,소계,89367,112011,103320
"합계","중구",명동,합계,종사자수,남,49555,62084,58825
"합계","중구",명동,합계,종사자수,여,39812,49927,44495
"합계","중구",명동,개인,사업체수,소계,3847,4267,4004
"합계","중구",명동,개인,종사자수,소계,12832,13695,13640
"합계","중구",명동,회사법인,사업체수,소계,2120,2534,2478
"합계","중구",명동,회사법인,종사자수,소계,66041,78080,66330
"합계","중구",명동,회사이외의 법인,사업체수,소계,210,244,241
"합계","중구",명동,회사이외의 법인,종사자수,소계,9719,19206,22493
"합계","중구",명동,비법인단체,사업체수,소계,113,149,132
"합계","중구",명동,비법인단체,종사자수,소계,775,1030,857
"합계","중구",필동,합계,사업체수,사업체수,2564,3261,3196
"합계","중구",필동,합계,종사자수,소계,23457,24463,21901
"합계","중구",필동,합계,종사자수,남,13249,14245,13226
"합계","중구",필동,합계,종사자수,여,10208,10218,8675
"합계","중구",필동,개인,사업체수,소계,1881,2415,2333
"합계","중구",필동,개인,종사자수,소계,5822,8772,6714
"합계","중구",필동,회사법인,사업체수,소계,566,691,699
"합계","중구",필동,회사법인,종사자수,소계,12346,10839,9104
"합계","중구",필동,회사이외의 법인,사업체수,소계,80,97,112
"합계","중구",필동,회사이외의 법인,종사자수,소계,5140,4640,5959
"합계","중구",필동,비법인단체,사업체수,소계,37,58,52
"합계","중구",필동,비법인단체,종사자수,소계,149,212,124
"합계","중구",장충동,합계,사업체수,사업체수,789,864,844
"합계","중구",장충동,합계,종사자수,소계,11160,8835,9297
"합계","중구",장충동,합계,종사자수,남,6573,5086,4725
"합계","중구",장충동,합계,종사자수,여,4587,3749,4572
"합계","중구",장충동,개인,사업체수,소계,472,531,511
"합계","중구",장충동,개인,종사자수,소계,1625,1560,1464
"합계","중구",장충동,회사법인,사업체수,소계,236,239,240
"합계","중구",장충동,회사법인,종사자수,소계,8261,6078,6350
"합계","중구",장충동,회사이외의 법인,사업체수,소계,45,54,55
"합계","중구",장충동,회사이외의 법인,종사자수,소계,1171,1079,1189
"합계","중구",장충동,비법인단체,사업체수,소계,36,40,38
"합계","중구",장충동,비법인단체,종사자수,소계,103,118,294
"합계","중구",광희동,합계,사업체수,사업체수,9567,10151,10372
"합계","중구",광희동,합계,종사자수,소계,35759,38188,36642
"합계","중구",광희동,합계,종사자수,남,20221,20739,19996
"합계","중구",광희동,합계,종사자수,여,15538,17449,16646
"합계","중구",광희동,개인,사업체수,소계,8763,9199,9269
"합계","중구",광희동,개인,종사자수,소계,19295,20298,19245
"합계","중구",광희동,회사법인,사업체수,소계,690,822,954
"합계","중구",광희동,회사법인,종사자수,소계,13129,14037,13719
"합계","중구",광희동,회사이외의 법인,사업체수,소계,69,78,87
"합계","중구",광희동,회사이외의 법인,종사자수,소계,2994,3653,3437
"합계","중구",광희동,비법인단체,사업체수,소계,45,52,62
"합계","중구",광희동,비법인단체,종사자수,소계,341,200,241
"합계","중구",을지로동,합계,사업체수,사업체수,8966,9689,9814
"합계","중구",을지로동,합계,종사자수,소계,30089,27060,27740
"합계","중구",을지로동,합계,종사자수,남,19168,17786,18949
"합계","중구",을지로동,합계,종사자수,여,10921,9274,8791
"합계","중구",을지로동,개인,사업체수,소계,8093,8724,8803
"합계","중구",을지로동,개인,종사자수,소계,16877,16581,17066
"합계","중구",을지로동,회사법인,사업체수,소계,780,854,888
"합계","중구",을지로동,회사법인,종사자수,소계,11401,8728,8733
"합계","중구",을지로동,회사이외의 법인,사업체수,소계,46,55,61
"합계","중구",을지로동,회사이외의 법인,종사자수,소계,1644,1582,1646
"합계","중구",을지로동,비법인단체,사업체수,소계,47,56,62
"합계","중구",을지로동,비법인단체,종사자수,소계,167,169,295
"합계","중구",신당1동,합계,사업체수,사업체수,11465,11868,-
"합계","중구",신당1동,합계,종사자수,소계,27398,26506,-
"합계","중구",신당1동,합계,종사자수,남,10520,11077,-
"합계","중구",신당1동,합계,종사자수,여,16878,15429,-
"합계","중구",신당1동,개인,사업체수,소계,11223,11572,-
"합계","중구",신당1동,개인,종사자수,소계,24284,23262,-
"합계","중구",신당1동,회사법인,사업체수,소계,176,228,-
"합계","중구",신당1동,회사법인,종사자수,소계,1788,1750,-
"합계","중구",신당1동,회사이외의 법인,사업체수,소계,34,32,-
"합계","중구",신당1동,회사이외의 법인,종사자수,소계,1054,1247,-
"합계","중구",신당1동,비법인단체,사업체수,소계,32,36,-
"합계","중구",신당1동,비법인단체,종사자수,소계,272,247,-
"합계","중구",신당2동,합계,사업체수,사업체수,1056,1175,-
"합계","중구",신당2동,합계,종사자수,소계,6263,9590,-
"합계","중구",신당2동,합계,종사자수,남,3261,4222,-
"합계","중구",신당2동,합계,종사자수,여,3002,5368,-
"합계","중구",신당2동,개인,사업체수,소계,821,886,-
"합계","중구",신당2동,개인,종사자수,소계,2121,2442,-
"합계","중구",신당2동,회사법인,사업체수,소계,187,228,-
"합계","중구",신당2동,회사법인,종사자수,소계,3612,6526,-
"합계","중구",신당2동,회사이외의 법인,사업체수,소계,27,30,-
"합계","중구",신당2동,회사이외의 법인,종사자수,소계,446,516,-
"합계","중구",신당2동,비법인단체,사업체수,소계,21,31,-
"합계","중구",신당2동,비법인단체,종사자수,소계,84,106,-
"합계","중구",신당3동,합계,사업체수,사업체수,761,821,-
"합계","중구",신당3동,합계,종사자수,소계,3029,3008,-
"합계","중구",신당3동,합계,종사자수,남,1374,1361,-
"합계","중구",신당3동,합계,종사자수,여,1655,1647,-
"합계","중구",신당3동,개인,사업체수,소계,638,685,-
"합계","중구",신당3동,개인,종사자수,소계,1743,1816,-
"합계","중구",신당3동,회사법인,사업체수,소계,78,94,-
"합계","중구",신당3동,회사법인,종사자수,소계,891,785,-
"합계","중구",신당3동,회사이외의 법인,사업체수,소계,20,20,-
"합계","중구",신당3동,회사이외의 법인,종사자수,소계,304,304,-
"합계","중구",신당3동,비법인단체,사업체수,소계,25,22,-
"합계","중구",신당3동,비법인단체,종사자수,소계,91,103,-
"합계","중구",신당4동,합계,사업체수,사업체수,677,703,-
"합계","중구",신당4동,합계,종사자수,소계,3066,3535,-
"합계","중구",신당4동,합계,종사자수,남,1612,2218,-
"합계","중구",신당4동,합계,종사자수,여,1454,1317,-
"합계","중구",신당4동,개인,사업체수,소계,560,585,-
"합계","중구",신당4동,개인,종사자수,소계,1427,1504,-
"합계","중구",신당4동,회사법인,사업체수,소계,87,83,-
"합계","중구",신당4동,회사법인,종사자수,소계,1214,1585,-
"합계","중구",신당4동,회사이외의 법인,사업체수,소계,14,17,-
"합계","중구",신당4동,회사이외의 법인,종사자수,소계,344,376,-
"합계","중구",신당4동,비법인단체,사업체수,소계,16,18,-
"합계","중구",신당4동,비법인단체,종사자수,소계,81,70,-
"합계","중구",신당5동,합계,사업체수,사업체수,1030,1064,1156
"합계","중구",신당5동,합계,종사자수,소계,3152,3198,4043
"합계","중구",신당5동,합계,종사자수,남,1715,1737,2110
"합계","중구",신당5동,합계,종사자수,여,1437,1461,1933
"합계","중구",신당5동,개인,사업체수,소계,919,945,1019
"합계","중구",신당5동,개인,종사자수,소계,1806,2003,2572
"합계","중구",신당5동,회사법인,사업체수,소계,62,70,84
"합계","중구",신당5동,회사법인,종사자수,소계,598,474,546
"합계","중구",신당5동,회사이외의 법인,사업체수,소계,22,18,21
"합계","중구",신당5동,회사이외의 법인,종사자수,소계,651,604,762
"합계","중구",신당5동,비법인단체,사업체수,소계,27,31,32
"합계","중구",신당5동,비법인단체,종사자수,소계,97,117,163
"합계","중구",신당6동,합계,사업체수,사업체수,840,882,-
"합계","중구",신당6동,합계,종사자수,소계,3642,3590,-
"합계","중구",신당6동,합계,종사자수,남,1811,1801,-
"합계","중구",신당6동,합계,종사자수,여,1831,1789,-
"합계","중구",신당6동,개인,사업체수,소계,734,758,-
"합계","중구",신당6동,개인,종사자수,소계,2357,2408,-
"합계","중구",신당6동,회사법인,사업체수,소계,81,89,-
"합계","중구",신당6동,회사법인,종사자수,소계,941,839,-
"합계","중구",신당6동,회사이외의 법인,사업체수,소계,16,20,-
"합계","중구",신당6동,회사이외의 법인,종사자수,소계,297,285,-
"합계","중구",신당6동,비법인단체,사업체수,소계,9,15,-
"합계","중구",신당6동,비법인단체,종사자수,소계,47,58,-
"합계","중구",황학동,합계,사업체수,사업체수,1893,1985,2055
"합계","중구",황학동,합계,종사자수,소계,5023,5951,5702
"합계","중구",황학동,합계,종사자수,남,2961,3426,3488
"합계","중구",황학동,합계,종사자수,여,2062,2525,2214
"합계","중구",황학동,개인,사업체수,소계,1782,1844,1905
"합계","중구",황학동,개인,종사자수,소계,3283,3331,3050
"합계","중구",황학동,회사법인,사업체수,소계,86,115,123
"합계","중구",황학동,회사법인,종사자수,소계,1594,2508,2484
"합계","중구",황학동,회사이외의 법인,사업체수,소계,10,10,10
"합계","중구",황학동,회사이외의 법인,종사자수,소계,75,56,90
"합계","중구",황학동,비법인단체,사업체수,소계,15,16,17
"합계","중구",황학동,비법인단체,종사자수,소계,71,56,78
"합계","중구",중림동,합계,사업체수,사업체수,1302,1286,1045
"합계","중구",중림동,합계,종사자수,소계,9650,8674,8292
"합계","중구",중림동,합계,종사자수,남,5428,4919,4330
"합계","중구",중림동,합계,종사자수,여,4222,3755,3962
