"동별(1)","동별(2)",동별(3),조직형태별(1),조직형태별(2),조직형태별(3),2011,2012,2013
"합계","성동구",금호4가동,합계,종사자수,남,1757,1060,1043
"합계","성동구",금호4가동,합계,종사자수,여,921,911,920
"합계","성동구",금호4가동,개인,사업체수,소계,556,550,538
"합계","성동구",금호4가동,개인,종사자수,소계,1088,1091,1088
"합계","성동구",금호4가동,회사법인,사업체수,소계,45,35,35
"합계","성동구",금호4가동,회사법인,종사자수,소계,1224,533,496
"합계","성동구",금호4가동,회사이외의 법인,사업체수,소계,20,15,15
"합계","성동구",금호4가동,회사이외의 법인,종사자수,소계,232,216,247
"합계","성동구",금호4가동,비법인단체,사업체수,소계,29,26,28
"합계","성동구",금호4가동,비법인단체,종사자수,소계,134,131,132
"합계","성동구",성수1가1동,합계,사업체수,사업체수,1169,1300,1336
"합계","성동구",성수1가1동,합계,종사자수,소계,4464,5617,6683
"합계","성동구",성수1가1동,합계,종사자수,남,2891,3675,4304
"합계","성동구",성수1가1동,합계,종사자수,여,1573,1942,2379
"합계","성동구",성수1가1동,개인,사업체수,소계,1002,1072,1062
"합계","성동구",성수1가1동,개인,종사자수,소계,2383,2549,2682
"합계","성동구",성수1가1동,회사법인,사업체수,소계,117,177,216
"합계","성동구",성수1가1동,회사법인,종사자수,소계,1108,1915,2659
"합계","성동구",성수1가1동,회사이외의 법인,사업체수,소계,19,19,22
"합계","성동구",성수1가1동,회사이외의 법인,종사자수,소계,826,1004,1140
"합계","성동구",성수1가1동,비법인단체,사업체수,소계,31,32,36
"합계","성동구",성수1가1동,비법인단체,종사자수,소계,147,149,202
"합계","성동구",성수1가2동,합계,사업체수,사업체수,1700,1749,1946
"합계","성동구",성수1가2동,합계,종사자수,소계,9548,11166,12598
"합계","성동구",성수1가2동,합계,종사자수,남,6687,7286,8205
"합계","성동구",성수1가2동,합계,종사자수,여,2861,3880,4393
"합계","성동구",성수1가2동,개인,사업체수,소계,1292,1313,1373
"합계","성동구",성수1가2동,개인,종사자수,소계,3351,3340,3676
"합계","성동구",성수1가2동,회사법인,사업체수,소계,349,374,502
"합계","성동구",성수1가2동,회사법인,종사자수,소계,5422,6308,7564
"합계","성동구",성수1가2동,회사이외의 법인,사업체수,소계,21,20,27
"합계","성동구",성수1가2동,회사이외의 법인,종사자수,소계,619,1316,1159
"합계","성동구",성수1가2동,비법인단체,사업체수,소계,38,42,44
"합계","성동구",성수1가2동,비법인단체,종사자수,소계,156,202,199
"합계","성동구",성수2가1동,합계,사업체수,사업체수,2135,2207,2351
"합계","성동구",성수2가1동,합계,종사자수,소계,14164,13272,14571
"합계","성동구",성수2가1동,합계,종사자수,남,9172,9062,9193
"합계","성동구",성수2가1동,합계,종사자수,여,4992,4210,5378
"합계","성동구",성수2가1동,개인,사업체수,소계,1668,1718,1759
"합계","성동구",성수2가1동,개인,종사자수,소계,4605,4623,4483
"합계","성동구",성수2가1동,회사법인,사업체수,소계,413,440,538
"합계","성동구",성수2가1동,회사법인,종사자수,소계,8106,7400,8778
"합계","성동구",성수2가1동,회사이외의 법인,사업체수,소계,17,15,16
"합계","성동구",성수2가1동,회사이외의 법인,종사자수,소계,1277,1088,1107
"합계","성동구",성수2가1동,비법인단체,사업체수,소계,37,34,38
"합계","성동구",성수2가1동,비법인단체,종사자수,소계,176,161,203
"합계","성동구",성수2가3동,합계,사업체수,사업체수,4212,4660,4690
"합계","성동구",성수2가3동,합계,종사자수,소계,40313,42946,43517
"합계","성동구",성수2가3동,합계,종사자수,남,26791,27739,28098
"합계","성동구",성수2가3동,합계,종사자수,여,13522,15207,15419
"합계","성동구",성수2가3동,개인,사업체수,소계,2687,2901,2912
"합계","성동구",성수2가3동,개인,종사자수,소계,9856,9681,9697
"합계","성동구",성수2가3동,회사법인,사업체수,소계,1430,1651,1657
"합계","성동구",성수2가3동,회사법인,종사자수,소계,29435,32272,32778
"합계","성동구",성수2가3동,회사이외의 법인,사업체수,소계,57,55,63
"합계","성동구",성수2가3동,회사이외의 법인,종사자수,소계,845,742,762
"합계","성동구",성수2가3동,비법인단체,사업체수,소계,38,53,58
"합계","성동구",성수2가3동,비법인단체,종사자수,소계,177,251,280
"합계","성동구",송정동,합계,사업체수,사업체수,695,716,712
"합계","성동구",송정동,합계,종사자수,소계,2471,2581,2156
"합계","성동구",송정동,합계,종사자수,남,1520,1636,1319
"합계","성동구",송정동,합계,종사자수,여,951,945,837
"합계","성동구",송정동,개인,사업체수,소계,612,621,624
"합계","성동구",송정동,개인,종사자수,소계,1466,1332,1208
"합계","성동구",송정동,회사법인,사업체수,소계,54,58,53
"합계","성동구",송정동,회사법인,종사자수,소계,625,629,542
"합계","성동구",송정동,회사이외의 법인,사업체수,소계,16,17,17
"합계","성동구",송정동,회사이외의 법인,종사자수,소계,303,460,332
"합계","성동구",송정동,비법인단체,사업체수,소계,13,20,18
"합계","성동구",송정동,비법인단체,종사자수,소계,77,160,74
"합계","성동구",용답동,합계,사업체수,사업체수,1989,2019,2050
"합계","성동구",용답동,합계,종사자수,소계,11460,11464,13485
"합계","성동구",용답동,합계,종사자수,남,7733,7775,8552
"합계","성동구",용답동,합계,종사자수,여,3727,3689,4933
"합계","성동구",용답동,개인,사업체수,소계,1509,1519,1543
"합계","성동구",용답동,개인,종사자수,소계,3407,3602,3452
"합계","성동구",용답동,회사법인,사업체수,소계,415,436,426
"합계","성동구",용답동,회사법인,종사자수,소계,5454,5306,7403
"합계","성동구",용답동,회사이외의 법인,사업체수,소계,32,29,36
"합계","성동구",용답동,회사이외의 법인,종사자수,소계,2335,2328,2405
"합계","성동구",용답동,비법인단체,사업체수,소계,33,35,45
"합계","성동구",용답동,비법인단체,종사자수,소계,264,228,225
"합계","성동구",왕십리도선동,합계,사업체수,사업체수,1546,1579,1588
"합계","성동구",왕십리도선동,합계,종사자수,소계,8652,8455,8254
"합계","성동구",왕십리도선동,합계,종사자수,남,4443,4264,4301
"합계","성동구",왕십리도선동,합계,종사자수,여,4209,4191,3953
"합계","성동구",왕십리도선동,개인,사업체수,소계,1280,1276,1283
"합계","성동구",왕십리도선동,개인,종사자수,소계,3942,3759,3591
"합계","성동구",왕십리도선동,회사법인,사업체수,소계,190,226,222
"합계","성동구",왕십리도선동,회사법인,종사자수,소계,3881,3753,3641
"합계","성동구",왕십리도선동,회사이외의 법인,사업체수,소계,33,34,35
"합계","성동구",왕십리도선동,회사이외의 법인,종사자수,소계,489,618,629
"합계","성동구",왕십리도선동,비법인단체,사업체수,소계,43,43,48
"합계","성동구",왕십리도선동,비법인단체,종사자수,소계,340,325,393
"합계","성동구",금호2.3가동,합계,사업체수,사업체수,913,939,974
"합계","성동구",금호2.3가동,합계,종사자수,소계,2400,2427,2422
"합계","성동구",금호2.3가동,합계,종사자수,남,1116,1153,1054
"합계","성동구",금호2.3가동,합계,종사자수,여,1284,1274,1368
"합계","성동구",금호2.3가동,개인,사업체수,소계,850,872,903
"합계","성동구",금호2.3가동,개인,종사자수,소계,1744,1763,1890
"합계","성동구",금호2.3가동,회사법인,사업체수,소계,9,11,15
"합계","성동구",금호2.3가동,회사법인,종사자수,소계,176,190,143
"합계","성동구",금호2.3가동,회사이외의 법인,사업체수,소계,14,14,14
"합계","성동구",금호2.3가동,회사이외의 법인,종사자수,소계,243,221,231
"합계","성동구",금호2.3가동,비법인단체,사업체수,소계,40,42,42
"합계","성동구",금호2.3가동,비법인단체,종사자수,소계,237,253,158
"합계","성동구",옥수동,합계,사업체수,사업체수,721,710,759
"합계","성동구",옥수동,합계,종사자수,소계,2403,2565,2720
"합계","성동구",옥수동,합계,종사자수,남,1231,1280,1272
"합계","성동구",옥수동,합계,종사자수,여,1172,1285,1448
"합계","성동구",옥수동,개인,사업체수,소계,587,566,616
"합계","성동구",옥수동,개인,종사자수,소계,1187,1254,1467
"합계","성동구",옥수동,회사법인,사업체수,소계,70,80,75
"합계","성동구",옥수동,회사법인,종사자수,소계,604,629,545
"합계","성동구",옥수동,회사이외의 법인,사업체수,소계,16,15,18
"합계","성동구",옥수동,회사이외의 법인,종사자수,소계,416,407,470
"합계","성동구",옥수동,비법인단체,사업체수,소계,48,49,50
"합계","성동구",옥수동,비법인단체,종사자수,소계,196,275,238
"합계","광진구",소계,합계,사업체수,사업체수,24607,24828,24676
"합계","광진구",소계,합계,종사자수,소계,116300,117652,119965
"합계","광진구",소계,합계,종사자수,남,67758,67915,68186
"합계","광진구",소계,합계,종사자수,여,48542,49737,51779
"합계","광진구",소계,개인,사업체수,소계,20711,20713,20554
"합계","광진구",소계,개인,종사자수,소계,49593,50131,50120
"합계","광진구",소계,회사법인,사업체수,소계,2829,2990,2984
"합계","광진구",소계,회사법인,종사자수,소계,45139,45367,47229
"합계","광진구",소계,회사이외의 법인,사업체수,소계,398,411,423
"합계","광진구",소계,회사이외의 법인,종사자수,소계,18094,18882,19084
"합계","광진구",소계,비법인단체,사업체수,소계,669,714,715
"합계","광진구",소계,비법인단체,종사자수,소계,3474,3272,3532
"합계","광진구",화양동,합계,사업체수,사업체수,2404,2441,2456
"합계","광진구",화양동,합계,종사자수,소계,13450,14551,14197
"합계","광진구",화양동,합계,종사자수,남,6942,7862,7337
"합계","광진구",화양동,합계,종사자수,여,6508,6689,6860
"합계","광진구",화양동,개인,사업체수,소계,2085,2088,2091
"합계","광진구",화양동,개인,종사자수,소계,6110,6486,6334
"합계","광진구",화양동,회사법인,사업체수,소계,225,254,269
"합계","광진구",화양동,회사법인,종사자수,소계,2483,2725,2438
"합계","광진구",화양동,회사이외의 법인,사업체수,소계,48,48,53
"합계","광진구",화양동,회사이외의 법인,종사자수,소계,4614,5137,5290
"합계","광진구",화양동,비법인단체,사업체수,소계,46,51,43
"합계","광진구",화양동,비법인단체,종사자수,소계,243,203,135
"합계","광진구",군자동,합계,사업체수,사업체수,1624,1627,1572
"합계","광진구",군자동,합계,종사자수,소계,7702,7657,7832
"합계","광진구",군자동,합계,종사자수,남,4117,4250,4276
"합계","광진구",군자동,합계,종사자수,여,3585,3407,3556
"합계","광진구",군자동,개인,사업체수,소계,1344,1311,1275
"합계","광진구",군자동,개인,종사자수,소계,3111,3022,3070
"합계","광진구",군자동,회사법인,사업체수,소계,204,238,228
"합계","광진구",군자동,회사법인,종사자수,소계,2076,2168,2220
"합계","광진구",군자동,회사이외의 법인,사업체수,소계,31,34,30
"합계","광진구",군자동,회사이외의 법인,종사자수,소계,2240,2311,2395
"합계","광진구",군자동,비법인단체,사업체수,소계,45,44,39
"합계","광진구",군자동,비법인단체,종사자수,소계,275,156,147
"합계","광진구",중곡1동,합계,사업체수,사업체수,1626,1631,1601
"합계","광진구",중곡1동,합계,종사자수,소계,6264,6112,6943
"합계","광진구",중곡1동,합계,종사자수,남,3732,3547,3973
"합계","광진구",중곡1동,합계,종사자수,여,2532,2565,2970
"합계","광진구",중곡1동,개인,사업체수,소계,1394,1400,1375
"합계","광진구",중곡1동,개인,종사자수,소계,3350,2996,3209
"합계","광진구",중곡1동,회사법인,사업체수,소계,183,180,173
"합계","광진구",중곡1동,회사법인,종사자수,소계,2637,2852,3404
"합계","광진구",중곡1동,회사이외의 법인,사업체수,소계,10,11,14
"합계","광진구",중곡1동,회사이외의 법인,종사자수,소계,180,158,182
"합계","광진구",중곡1동,비법인단체,사업체수,소계,39,40,39
"합계","광진구",중곡1동,비법인단체,종사자수,소계,97,106,148
"합계","광진구",중곡2동,합계,사업체수,사업체수,1728,1725,1748
"합계","광진구",중곡2동,합계,종사자수,소계,5769,6034,5699
"합계","광진구",중곡2동,합계,종사자수,남,2924,2991,2711
"합계","광진구",중곡2동,합계,종사자수,여,2845,3043,2988
"합계","광진구",중곡2동,개인,사업체수,소계,1475,1451,1476
"합계","광진구",중곡2동,개인,종사자수,소계,3525,3626,3515
"합계","광진구",중곡2동,회사법인,사업체수,소계,190,205,194
"합계","광진구",중곡2동,회사법인,종사자수,소계,1734,1842,1586
"합계","광진구",중곡2동,회사이외의 법인,사업체수,소계,21,23,23
"합계","광진구",중곡2동,회사이외의 법인,종사자수,소계,389,422,430
"합계","광진구",중곡2동,비법인단체,사업체수,소계,42,46,55
"합계","광진구",중곡2동,비법인단체,종사자수,소계,121,144,168
"합계","광진구",중곡3동,합계,사업체수,사업체수,1379,1374,1359
"합계","광진구",중곡3동,합계,종사자수,소계,4453,4205,4778
"합계","광진구",중곡3동,합계,종사자수,남,2282,2210,2582
"합계","광진구",중곡3동,합계,종사자수,여,2171,1995,2196
"합계","광진구",중곡3동,개인,사업체수,소계,1263,1264,1235
"합계","광진구",중곡3동,개인,종사자수,소계,2810,2613,2860
"합계","광진구",중곡3동,회사법인,사업체수,소계,67,62,76
"합계","광진구",중곡3동,회사법인,종사자수,소계,824,841,1145
"합계","광진구",중곡3동,회사이외의 법인,사업체수,소계,15,14,14
"합계","광진구",중곡3동,회사이외의 법인,종사자수,소계,657,622,589
"합계","광진구",중곡3동,비법인단체,사업체수,소계,34,34,34
"합계","광진구",중곡3동,비법인단체,종사자수,소계,162,129,184
"합계","광진구",중곡4동,합계,사업체수,사업체수,1558,1550,1572
"합계","광진구",중곡4동,합계,종사자수,소계,4607,4804,4959
"합계","광진구",중곡4동,합계,종사자수,남,2529,2688,2800
"합계","광진구",중곡4동,합계,종사자수,여,2078,2116,2159
"합계","광진구",중곡4동,개인,사업체수,소계,1426,1415,1435
"합계","광진구",중곡4동,개인,종사자수,소계,3052,3129,2999
"합계","광진구",중곡4동,회사법인,사업체수,소계,64,72,75
"합계","광진구",중곡4동,회사법인,종사자수,소계,707,876,1226
"합계","광진구",중곡4동,회사이외의 법인,사업체수,소계,22,22,22
"합계","광진구",중곡4동,회사이외의 법인,종사자수,소계,671,670,639
"합계","광진구",중곡4동,비법인단체,사업체수,소계,46,41,40
"합계","광진구",중곡4동,비법인단체,종사자수,소계,177,129,95
"합계","광진구",능동,합계,사업체수,사업체수,735,715,698
"합계","광진구",능동,합계,종사자수,소계,4577,4237,4466
"합계","광진구",능동,합계,종사자수,남,2505,2243,2175
"합계","광진구",능동,합계,종사자수,여,2072,1994,2291
"합계","광진구",능동,개인,사업체수,소계,522,518,503
"합계","광진구",능동,개인,종사자수,소계,1634,1745,1663
"합계","광진구",능동,회사법인,사업체수,소계,164,153,149
"합계","광진구",능동,회사법인,종사자수,소계,1900,1623,1850
"합계","광진구",능동,회사이외의 법인,사업체수,소계,31,27,29
"합계","광진구",능동,회사이외의 법인,종사자수,소계,971,835,868
"합계","광진구",능동,비법인단체,사업체수,소계,18,17,17
"합계","광진구",능동,비법인단체,종사자수,소계,72,34,85
"합계","광진구",구의1동,합계,사업체수,사업체수,1823,1835,1838
"합계","광진구",구의1동,합계,종사자수,소계,6550,6353,6361
"합계","광진구",구의1동,합계,종사자수,남,3702,3614,3741
"합계","광진구",구의1동,합계,종사자수,여,2848,2739,2620
"합계","광진구",구의1동,개인,사업체수,소계,1532,1538,1533
"합계","광진구",구의1동,개인,종사자수,소계,3505,3375,3374
"합계","광진구",구의1동,회사법인,사업체수,소계,208,208,210
"합계","광진구",구의1동,회사법인,종사자수,소계,2099,2214,2111
"합계","광진구",구의1동,회사이외의 법인,사업체수,소계,29,26,30
"합계","광진구",구의1동,회사이외의 법인,종사자수,소계,630,592,688
"합계","광진구",구의1동,비법인단체,사업체수,소계,54,63,65
"합계","광진구",구의1동,비법인단체,종사자수,소계,316,172,188
"합계","광진구",구의2동,합계,사업체수,사업체수,1336,1330,1314
"합계","광진구",구의2동,합계,종사자수,소계,4801,4934,5211
"합계","광진구",구의2동,합계,종사자수,남,2651,2774,2977
"합계","광진구",구의2동,합계,종사자수,여,2150,2160,2234
"합계","광진구",구의2동,개인,사업체수,소계,1148,1142,1118
"합계","광진구",구의2동,개인,종사자수,소계,2396,2475,2351
"합계","광진구",구의2동,회사법인,사업체수,소계,119,112,116
"합계","광진구",구의2동,회사법인,종사자수,소계,1489,1471,1793
"합계","광진구",구의2동,회사이외의 법인,사업체수,소계,29,30,29
"합계","광진구",구의2동,회사이외의 법인,종사자수,소계,776,805,808
"합계","광진구",구의2동,비법인단체,사업체수,소계,40,46,51
"합계","광진구",구의2동,비법인단체,종사자수,소계,140,183,259
"합계","광진구",구의3동,합계,사업체수,사업체수,2650,2630,2596
"합계","광진구",구의3동,합계,종사자수,소계,20148,19257,19699
"합계","광진구",구의3동,합계,종사자수,남,14549,13405,13156
"합계","광진구",구의3동,합계,종사자수,여,5599,5852,6543
"합계","광진구",구의3동,개인,사업체수,소계,2050,2003,1992
"합계","광진구",구의3동,개인,종사자수,소계,4967,5013,5203
"합계","광진구",구의3동,회사법인,사업체수,소계,512,531,510
"합계","광진구",구의3동,회사법인,종사자수,소계,14019,13115,13304
"합계","광진구",구의3동,회사이외의 법인,사업체수,소계,26,30,29
"합계","광진구",구의3동,회사이외의 법인,종사자수,소계,814,771,776
"합계","광진구",구의3동,비법인단체,사업체수,소계,62,66,65
"합계","광진구",구의3동,비법인단체,종사자수,소계,348,358,416
"합계","광진구",광장동,합계,사업체수,사업체수,1272,1332,1361
"합계","광진구",광장동,합계,종사자수,소계,9169,10149,10953
"합계","광진구",광장동,합계,종사자수,남,5159,5682,6030
"합계","광진구",광장동,합계,종사자수,여,4010,4467,4923
"합계","광진구",광장동,개인,사업체수,소계,895,931,941
"합계","광진구",광장동,개인,종사자수,소계,2365,2748,2777
"합계","광진구",광장동,회사법인,사업체수,소계,288,306,317
"합계","광진구",광장동,회사법인,종사자수,소계,4927,5326,6110
"합계","광진구",광장동,회사이외의 법인,사업체수,소계,42,41,43
"합계","광진구",광장동,회사이외의 법인,종사자수,소계,1281,1499,1443
"합계","광진구",광장동,비법인단체,사업체수,소계,47,54,60
"합계","광진구",광장동,비법인단체,종사자수,소계,596,576,623
"합계","광진구",자양1동,합계,사업체수,사업체수,1673,1705,1694
"합계","광진구",자양1동,합계,종사자수,소계,8530,8742,8364
"합계","광진구",자양1동,합계,종사자수,남,5061,5097,5018
"합계","광진구",자양1동,합계,종사자수,여,3469,3645,3346
"합계","광진구",자양1동,개인,사업체수,소계,1446,1447,1430
"합계","광진구",자양1동,개인,종사자수,소계,3381,3356,3294
"합계","광진구",자양1동,회사법인,사업체수,소계,157,176,187
"합계","광진구",자양1동,회사법인,종사자수,소계,3280,3301,3288
"합계","광진구",자양1동,회사이외의 법인,사업체수,소계,24,30,27
"합계","광진구",자양1동,회사이외의 법인,종사자수,소계,1729,1895,1582
"합계","광진구",자양1동,비법인단체,사업체수,소계,46,52,50
"합계","광진구",자양1동,비법인단체,종사자수,소계,140,190,200
"합계","광진구",자양2동,합계,사업체수,사업체수,1502,1561,1517
"합계","광진구",자양2동,합계,종사자수,소계,7582,7671,7311
"합계","광진구",자양2동,합계,종사자수,남,4712,4466,4263
"합계","광진구",자양2동,합계,종사자수,여,2870,3205,3048
"합계","광진구",자양2동,개인,사업체수,소계,1244,1287,1256
"합계","광진구",자양2동,개인,종사자수,소계,2698,2866,2649
"합계","광진구",자양2동,회사법인,사업체수,소계,174,185,172
"합계","광진구",자양2동,회사법인,종사자수,소계,2597,2490,2310
"합계","광진구",자양2동,회사이외의 법인,사업체수,소계,30,33,34
"합계","광진구",자양2동,회사이외의 법인,종사자수,소계,2071,2117,2170
"합계","광진구",자양2동,비법인단체,사업체수,소계,54,56,55
"합계","광진구",자양2동,비법인단체,종사자수,소계,216,198,182
"합계","광진구",자양3동,합계,사업체수,사업체수,1277,1316,1317
"합계","광진구",자양3동,합계,종사자수,소계,5979,6130,6244
"합계","광진구",자양3동,합계,종사자수,남,2960,3044,3137
"합계","광진구",자양3동,합계,종사자수,여,3019,3086,3107
"합계","광진구",자양3동,개인,사업체수,소계,1059,1063,1068
"합계","광진구",자양3동,개인,종사자수,소계,2681,2609,2679
"합계","광진구",자양3동,회사법인,사업체수,소계,149,178,174
"합계","광진구",자양3동,회사법인,종사자수,소계,2277,2477,2496
"합계","광진구",자양3동,회사이외의 법인,사업체수,소계,17,18,20
"합계","광진구",자양3동,회사이외의 법인,종사자수,소계,750,720,748
"합계","광진구",자양3동,비법인단체,사업체수,소계,52,57,55
"합계","광진구",자양3동,비법인단체,종사자수,소계,271,324,321
"합계","광진구",자양4동,합계,사업체수,사업체수,2020,2056,2033
"합계","광진구",자양4동,합계,종사자수,소계,6719,6816,6948
"합계","광진구",자양4동,합계,종사자수,남,3933,4042,4010
"합계","광진구",자양4동,합계,종사자수,여,2786,2774,2938
"합계","광진구",자양4동,개인,사업체수,소계,1828,1855,1826
"합계","광진구",자양4동,개인,종사자수,소계,4008,4072,4143
"합계","광진구",자양4동,회사법인,사업체수,소계,125,130,134
"합계","광진구",자양4동,회사법인,종사자수,소계,2090,2046,1948
"합계","광진구",자양4동,회사이외의 법인,사업체수,소계,23,24,26
"합계","광진구",자양4동,회사이외의 법인,종사자수,소계,321,328,476
"합계","광진구",자양4동,비법인단체,사업체수,소계,44,47,47
"합계","광진구",자양4동,비법인단체,종사자수,소계,300,370,381
"합계","동대문구",소계,합계,사업체수,사업체수,30130,31881,31972
"합계","동대문구",소계,합계,종사자수,소계,129592,132397,132100
"합계","동대문구",소계,합계,종사자수,남,72027,73649,71707
"합계","동대문구",소계,합계,종사자수,여,57565,58748,60393
"합계","동대문구",소계,개인,사업체수,소계,26472,27782,27678
"합계","동대문구",소계,개인,종사자수,소계,60519,60281,60449
"합계","동대문구",소계,회사법인,사업체수,소계,2584,2942,3074
"합계","동대문구",소계,회사법인,종사자수,소계,42521,43479,42234
"합계","동대문구",소계,회사이외의 법인,사업체수,소계,448,459,490
"합계","동대문구",소계,회사이외의 법인,종사자수,소계,23329,25397,25696
"합계","동대문구",소계,비법인단체,사업체수,소계,626,698,730
"합계","동대문구",소계,비법인단체,종사자수,소계,3223,3240,3721
"합계","동대문구",회기동,합계,사업체수,사업체수,961,989,990
"합계","동대문구",회기동,합계,종사자수,소계,9589,9677,10029
"합계","동대문구",회기동,합계,종사자수,남,4754,4681,4817
"합계","동대문구",회기동,합계,종사자수,여,4835,4996,5212
"합계","동대문구",회기동,개인,사업체수,소계,852,875,873
"합계","동대문구",회기동,개인,종사자수,소계,2299,2353,2435
"합계","동대문구",회기동,회사법인,사업체수,소계,51,54,61
"합계","동대문구",회기동,회사법인,종사자수,소계,458,415,456
"합계","동대문구",회기동,회사이외의 법인,사업체수,소계,39,37,35
"합계","동대문구",회기동,회사이외의 법인,종사자수,소계,6776,6809,6920
"합계","동대문구",회기동,비법인단체,사업체수,소계,19,23,21
"합계","동대문구",회기동,비법인단체,종사자수,소계,56,100,218
"합계","동대문구",휘경1동,합계,사업체수,사업체수,995,1045,1041
"합계","동대문구",휘경1동,합계,종사자수,소계,3978,4039,3869
"합계","동대문구",휘경1동,합계,종사자수,남,2018,2073,1927
"합계","동대문구",휘경1동,합계,종사자수,여,1960,1966,1942
"합계","동대문구",휘경1동,개인,사업체수,소계,873,911,900
"합계","동대문구",휘경1동,개인,종사자수,소계,2252,2300,2252
"합계","동대문구",휘경1동,회사법인,사업체수,소계,71,77,79
"합계","동대문구",휘경1동,회사법인,종사자수,소계,1557,1550,1357
"합계","동대문구",휘경1동,회사이외의 법인,사업체수,소계,18,16,18
"합계","동대문구",휘경1동,회사이외의 법인,종사자수,소계,67,69,99
"합계","동대문구",휘경1동,비법인단체,사업체수,소계,33,41,44
"합계","동대문구",휘경1동,비법인단체,종사자수,소계,102,120,161
"합계","동대문구",휘경2동,합계,사업체수,사업체수,819,1099,1092
"합계","동대문구",휘경2동,합계,종사자수,소계,4106,4409,4462
"합계","동대문구",휘경2동,합계,종사자수,남,1864,2179,2137
"합계","동대문구",휘경2동,합계,종사자수,여,2242,2230,2325
"합계","동대문구",휘경2동,개인,사업체수,소계,736,997,985
"합계","동대문구",휘경2동,개인,종사자수,소계,1379,1697,1682
"합계","동대문구",휘경2동,회사법인,사업체수,소계,32,39,41
"합계","동대문구",휘경2동,회사법인,종사자수,소계,671,553,523
"합계","동대문구",휘경2동,회사이외의 법인,사업체수,소계,25,27,29
"합계","동대문구",휘경2동,회사이외의 법인,종사자수,소계,1896,1930,1930
"합계","동대문구",휘경2동,비법인단체,사업체수,소계,26,36,37
"합계","동대문구",휘경2동,비법인단체,종사자수,소계,160,229,327
"합계","동대문구",청량리동,합계,사업체수,사업체수,1689,1731,1687
"합계","동대문구",청량리동,합계,종사자수,소계,7905,8070,8301
"합계","동대문구",청량리동,합계,종사자수,남,4359,4216,4555
"합계","동대문구",청량리동,합계,종사자수,여,3546,3854,3746
"합계","동대문구",청량리동,개인,사업체수,소계,1505,1521,1472
"합계","동대문구",청량리동,개인,종사자수,소계,3428,3245,3435
"합계","동대문구",청량리동,회사법인,사업체수,소계,94,104,107
"합계","동대문구",청량리동,회사법인,종사자수,소계,1247,1566,1235
"합계","동대문구",청량리동,회사이외의 법인,사업체수,소계,41,49,51
"합계","동대문구",청량리동,회사이외의 법인,종사자수,소계,2918,2931,3227
"합계","동대문구",청량리동,비법인단체,사업체수,소계,49,57,57
"합계","동대문구",청량리동,비법인단체,종사자수,소계,312,328,404
"합계","동대문구",용신동,합계,사업체수,사업체수,5287,5468,5504
"합계","동대문구",용신동,합계,종사자수,소계,27499,27469,27882
"합계","동대문구",용신동,합계,종사자수,남,16350,16418,16050
"합계","동대문구",용신동,합계,종사자수,여,11149,11051,11832
"합계","동대문구",용신동,개인,사업체수,소계,4480,4567,4559
"합계","동대문구",용신동,개인,종사자수,소계,10475,10018,9979
"합계","동대문구",용신동,회사법인,사업체수,소계,645,728,760
"합계","동대문구",용신동,회사법인,종사자수,소계,12748,13280,13223
"합계","동대문구",용신동,회사이외의 법인,사업체수,소계,84,89,94
"합계","동대문구",용신동,회사이외의 법인,종사자수,소계,3915,3871,4328
"합계","동대문구",용신동,비법인단체,사업체수,소계,78,84,91
"합계","동대문구",용신동,비법인단체,종사자수,소계,361,300,352
"합계","동대문구",제기동,합계,사업체수,사업체수,4611,4722,4697
"합계","동대문구",제기동,합계,종사자수,소계,11531,11201,11249
"합계","동대문구",제기동,합계,종사자수,남,6307,6085,6174
"합계","동대문구",제기동,합계,종사자수,여,5224,5116,5075
"합계","동대문구",제기동,개인,사업체수,소계,4252,4309,4266
"합계","동대문구",제기동,개인,종사자수,소계,7838,7158,7464
"합계","동대문구",제기동,회사법인,사업체수,소계,258,295,314
"합계","동대문구",제기동,회사법인,종사자수,소계,2393,2672,2542
"합계","동대문구",제기동,회사이외의 법인,사업체수,소계,40,38,40
"합계","동대문구",제기동,회사이외의 법인,종사자수,소계,924,907,900
"합계","동대문구",제기동,비법인단체,사업체수,소계,61,80,77
"합계","동대문구",제기동,비법인단체,종사자수,소계,376,464,343
"합계","동대문구",전농1동,합계,사업체수,사업체수,1879,2206,2244
"합계","동대문구",전농1동,합계,종사자수,소계,7164,7911,7761
"합계","동대문구",전농1동,합계,종사자수,남,3669,4076,3798
"합계","동대문구",전농1동,합계,종사자수,여,3495,3835,3963
"합계","동대문구",전농1동,개인,사업체수,소계,1684,1974,1982
"합계","동대문구",전농1동,개인,종사자수,소계,3821,4340,4345
"합계","동대문구",전농1동,회사법인,사업체수,소계,128,164,190
"합계","동대문구",전농1동,회사법인,종사자수,소계,1676,1947,1901
"합계","동대문구",전농1동,회사이외의 법인,사업체수,소계,23,23,25
"합계","동대문구",전농1동,회사이외의 법인,종사자수,소계,1463,1424,1362
"합계","동대문구",전농1동,비법인단체,사업체수,소계,44,45,47
"합계","동대문구",전농1동,비법인단체,종사자수,소계,204,200,153
"합계","동대문구",전농2동,합계,사업체수,사업체수,819,782,845
"합계","동대문구",전농2동,합계,종사자수,소계,3038,4213,4362
"합계","동대문구",전농2동,합계,종사자수,남,1488,2101,1954
"합계","동대문구",전농2동,합계,종사자수,여,1550,2112,2408
