"동별(1)","동별(2)",동별(3),조직형태별(1),조직형태별(2),조직형태별(3),2014,2015,2016
"합계","종로구",창신1동,개인,사업체수,소계,2208,2087,2071
"합계","종로구",창신1동,개인,종사자수,소계,4186,4407,4050
"합계","종로구",창신1동,회사법인,사업체수,소계,135,144,146
"합계","종로구",창신1동,회사법인,종사자수,소계,1656,2138,1792
"합계","종로구",창신1동,회사이외의 법인,사업체수,소계,26,25,24
"합계","종로구",창신1동,회사이외의 법인,종사자수,소계,382,383,330
"합계","종로구",창신1동,비법인단체,사업체수,소계,31,32,32
"합계","종로구",창신1동,비법인단체,종사자수,소계,194,145,168
"합계","종로구",창신2동,합계,사업체수,사업체수,850,844,872
"합계","종로구",창신2동,합계,종사자수,소계,2313,2155,2429
"합계","종로구",창신2동,합계,종사자수,남,1013,989,1071
"합계","종로구",창신2동,합계,종사자수,여,1300,1166,1358
"합계","종로구",창신2동,개인,사업체수,소계,793,788,818
"합계","종로구",창신2동,개인,종사자수,소계,1872,1698,2013
"합계","종로구",창신2동,회사법인,사업체수,소계,26,20,16
"합계","종로구",창신2동,회사법인,종사자수,소계,213,210,102
"합계","종로구",창신2동,회사이외의 법인,사업체수,소계,10,13,13
"합계","종로구",창신2동,회사이외의 법인,종사자수,소계,132,146,190
"합계","종로구",창신2동,비법인단체,사업체수,소계,21,23,25
"합계","종로구",창신2동,비법인단체,종사자수,소계,96,101,124
"합계","종로구",창신3동,합계,사업체수,사업체수,273,261,283
"합계","종로구",창신3동,합계,종사자수,소계,823,808,874
"합계","종로구",창신3동,합계,종사자수,남,425,442,460
"합계","종로구",창신3동,합계,종사자수,여,398,366,414
"합계","종로구",창신3동,개인,사업체수,소계,238,226,245
"합계","종로구",창신3동,개인,종사자수,소계,447,429,492
"합계","종로구",창신3동,회사법인,사업체수,소계,9,10,11
"합계","종로구",창신3동,회사법인,종사자수,소계,94,107,96
"합계","종로구",창신3동,회사이외의 법인,사업체수,소계,11,11,12
"합계","종로구",창신3동,회사이외의 법인,종사자수,소계,207,208,219
"합계","종로구",창신3동,비법인단체,사업체수,소계,15,14,15
"합계","종로구",창신3동,비법인단체,종사자수,소계,75,64,67
"합계","종로구",숭인1동,합계,사업체수,사업체수,538,522,533
"합계","종로구",숭인1동,합계,종사자수,소계,1595,1595,1587
"합계","종로구",숭인1동,합계,종사자수,남,746,756,716
"합계","종로구",숭인1동,합계,종사자수,여,849,839,871
"합계","종로구",숭인1동,개인,사업체수,소계,468,461,471
"합계","종로구",숭인1동,개인,종사자수,소계,1079,1176,1250
"합계","종로구",숭인1동,회사법인,사업체수,소계,42,35,37
"합계","종로구",숭인1동,회사법인,종사자수,소계,295,233,220
"합계","종로구",숭인1동,회사이외의 법인,사업체수,소계,11,11,11
"합계","종로구",숭인1동,회사이외의 법인,종사자수,소계,85,120,73
"합계","종로구",숭인1동,비법인단체,사업체수,소계,17,15,14
"합계","종로구",숭인1동,비법인단체,종사자수,소계,136,66,44
"합계","종로구",숭인2동,합계,사업체수,사업체수,1867,1873,1881
"합계","종로구",숭인2동,합계,종사자수,소계,6859,7424,6819
"합계","종로구",숭인2동,합계,종사자수,남,3577,3603,3196
"합계","종로구",숭인2동,합계,종사자수,여,3282,3821,3623
"합계","종로구",숭인2동,개인,사업체수,소계,1573,1588,1586
"합계","종로구",숭인2동,개인,종사자수,소계,3554,3802,3314
"합계","종로구",숭인2동,회사법인,사업체수,소계,236,231,235
"합계","종로구",숭인2동,회사법인,종사자수,소계,2737,3089,2898
"합계","종로구",숭인2동,회사이외의 법인,사업체수,소계,30,30,32
"합계","종로구",숭인2동,회사이외의 법인,종사자수,소계,493,474,535
"합계","종로구",숭인2동,비법인단체,사업체수,소계,28,24,28
"합계","종로구",숭인2동,비법인단체,종사자수,소계,75,59,72
"합계","종로구",청운효자동,합계,사업체수,사업체수,1021,1007,1009
"합계","종로구",청운효자동,합계,종사자수,소계,6658,6275,6415
"합계","종로구",청운효자동,합계,종사자수,남,4072,3563,3523
"합계","종로구",청운효자동,합계,종사자수,여,2586,2712,2892
"합계","종로구",청운효자동,개인,사업체수,소계,772,755,751
"합계","종로구",청운효자동,개인,종사자수,소계,1517,1660,1567
"합계","종로구",청운효자동,회사법인,사업체수,소계,138,137,146
"합계","종로구",청운효자동,회사법인,종사자수,소계,846,1062,1056
"합계","종로구",청운효자동,회사이외의 법인,사업체수,소계,74,77,75
"합계","종로구",청운효자동,회사이외의 법인,종사자수,소계,4023,3252,3505
"합계","종로구",청운효자동,비법인단체,사업체수,소계,37,38,37
"합계","종로구",청운효자동,비법인단체,종사자수,소계,272,301,287
"합계","종로구",혜화동,합계,사업체수,사업체수,1763,1790,1736
"합계","종로구",혜화동,합계,종사자수,소계,9294,9667,9026
"합계","종로구",혜화동,합계,종사자수,남,4714,4861,4625
"합계","종로구",혜화동,합계,종사자수,여,4580,4806,4401
"합계","종로구",혜화동,개인,사업체수,소계,1409,1412,1381
"합계","종로구",혜화동,개인,종사자수,소계,4145,4055,4030
"합계","종로구",혜화동,회사법인,사업체수,소계,225,247,231
"합계","종로구",혜화동,회사법인,종사자수,소계,2156,2385,2121
"합계","종로구",혜화동,회사이외의 법인,사업체수,소계,84,91,84
"합계","종로구",혜화동,회사이외의 법인,종사자수,소계,2718,2982,2658
"합계","종로구",혜화동,비법인단체,사업체수,소계,45,40,40
"합계","종로구",혜화동,비법인단체,종사자수,소계,275,245,217
"합계","중구",소계,합계,사업체수,사업체수,65364,66190,63640
"합계","중구",소계,합계,종사자수,소계,380407,423808,402892
"합계","중구",소계,합계,종사자수,남,212540,234337,221757
"합계","중구",소계,합계,종사자수,여,167867,189471,181135
"합계","중구",소계,개인,사업체수,소계,53932,54489,52042
"합계","중구",소계,개인,종사자수,소계,120213,124293,118422
"합계","중구",소계,회사법인,사업체수,소계,9605,9887,9815
"합계","중구",소계,회사법인,종사자수,소계,207805,245114,230410
"합계","중구",소계,회사이외의 법인,사업체수,소계,1118,1138,1140
"합계","중구",소계,회사이외의 법인,종사자수,소계,48982,51002,50866
"합계","중구",소계,비법인단체,사업체수,소계,709,676,643
"합계","중구",소계,비법인단체,종사자수,소계,3407,3399,3194
"합계","중구",소공동,합계,사업체수,사업체수,4085,4208,3929
"합계","중구",소공동,합계,종사자수,소계,62183,72671,65041
"합계","중구",소공동,합계,종사자수,남,36408,41936,37752
"합계","중구",소공동,합계,종사자수,여,25775,30735,27289
"합계","중구",소공동,개인,사업체수,소계,2192,2257,2070
"합계","중구",소공동,개인,종사자수,소계,6832,7564,7146
"합계","중구",소공동,회사법인,사업체수,소계,1640,1720,1635
"합계","중구",소공동,회사법인,종사자수,소계,48489,58722,51368
"합계","중구",소공동,회사이외의 법인,사업체수,소계,187,179,176
"합계","중구",소공동,회사이외의 법인,종사자수,소계,6387,6003,6154
"합계","중구",소공동,비법인단체,사업체수,소계,66,52,48
"합계","중구",소공동,비법인단체,종사자수,소계,475,382,373
"합계","중구",회현동,합계,사업체수,사업체수,9858,10216,9697
"합계","중구",회현동,합계,종사자수,소계,47248,53872,52540
"합계","중구",회현동,합계,종사자수,남,25771,29270,28140
"합계","중구",회현동,합계,종사자수,여,21477,24602,24400
"합계","중구",회현동,개인,사업체수,소계,8855,9117,8602
"합계","중구",회현동,개인,종사자수,소계,15909,16349,14767
"합계","중구",회현동,회사법인,사업체수,소계,820,905,900
"합계","중구",회현동,회사법인,종사자수,소계,28841,34965,35170
"합계","중구",회현동,회사이외의 법인,사업체수,소계,74,85,91
"합계","중구",회현동,회사이외의 법인,종사자수,소계,1995,2064,2146
"합계","중구",회현동,비법인단체,사업체수,소계,109,109,104
"합계","중구",회현동,비법인단체,종사자수,소계,503,494,457
"합계","중구",명동,합계,사업체수,사업체수,7088,6881,6778
"합계","중구",명동,합계,종사자수,소계,105636,122217,115866
"합계","중구",명동,합계,종사자수,남,59614,67837,64157
"합계","중구",명동,합계,종사자수,여,46022,54380,51709
"합계","중구",명동,개인,사업체수,소계,4047,3858,3748
"합계","중구",명동,개인,종사자수,소계,12996,13010,12553
"합계","중구",명동,회사법인,사업체수,소계,2643,2622,2610
"합계","중구",명동,회사법인,종사자수,소계,68344,84018,77822
"합계","중구",명동,회사이외의 법인,사업체수,소계,261,268,284
"합계","중구",명동,회사이외의 법인,종사자수,소계,23525,24405,24630
"합계","중구",명동,비법인단체,사업체수,소계,137,133,136
"합계","중구",명동,비법인단체,종사자수,소계,771,784,861
"합계","중구",필동,합계,사업체수,사업체수,3295,3326,3159
"합계","중구",필동,합계,종사자수,소계,24459,26810,24075
"합계","중구",필동,합계,종사자수,남,14193,14986,13890
"합계","중구",필동,합계,종사자수,여,10266,11824,10185
"합계","중구",필동,개인,사업체수,소계,2337,2315,2217
"합계","중구",필동,개인,종사자수,소계,6931,6529,6328
"합계","중구",필동,회사법인,사업체수,소계,785,825,775
"합계","중구",필동,회사법인,종사자수,소계,10711,12038,10380
"합계","중구",필동,회사이외의 법인,사업체수,소계,129,143,125
"합계","중구",필동,회사이외의 법인,종사자수,소계,6705,8142,7261
"합계","중구",필동,비법인단체,사업체수,소계,44,43,42
"합계","중구",필동,비법인단체,종사자수,소계,112,101,106
"합계","중구",장충동,합계,사업체수,사업체수,873,908,911
"합계","중구",장충동,합계,종사자수,소계,8026,9553,9874
"합계","중구",장충동,합계,종사자수,남,4345,5694,5868
"합계","중구",장충동,합계,종사자수,여,3681,3859,4006
"합계","중구",장충동,개인,사업체수,소계,535,544,545
"합계","중구",장충동,개인,종사자수,소계,1425,1682,1418
"합계","중구",장충동,회사법인,사업체수,소계,253,274,276
"합계","중구",장충동,회사법인,종사자수,소계,5427,6477,7166
"합계","중구",장충동,회사이외의 법인,사업체수,소계,55,58,59
"합계","중구",장충동,회사이외의 법인,종사자수,소계,1065,1273,1185
"합계","중구",장충동,비법인단체,사업체수,소계,30,32,31
"합계","중구",장충동,비법인단체,종사자수,소계,109,121,105
"합계","중구",광희동,합계,사업체수,사업체수,9918,9459,9380
"합계","중구",광희동,합계,종사자수,소계,36118,39381,38813
"합계","중구",광희동,합계,종사자수,남,19957,21600,21203
"합계","중구",광희동,합계,종사자수,여,16161,17781,17610
"합계","중구",광희동,개인,사업체수,소계,8707,8316,8059
"합계","중구",광희동,개인,종사자수,소계,18521,19197,18658
"합계","중구",광희동,회사법인,사업체수,소계,1061,1026,1213
"합계","중구",광희동,회사법인,종사자수,소계,14364,17084,16895
"합계","중구",광희동,회사이외의 법인,사업체수,소계,92,80,83
"합계","중구",광희동,회사이외의 법인,종사자수,소계,3054,2974,3176
"합계","중구",광희동,비법인단체,사업체수,소계,58,37,25
"합계","중구",광희동,비법인단체,종사자수,소계,179,126,84
"합계","중구",을지로동,합계,사업체수,사업체수,9706,10028,9442
"합계","중구",을지로동,합계,종사자수,소계,30488,30478,29762
"합계","중구",을지로동,합계,종사자수,남,19425,19752,18929
"합계","중구",을지로동,합계,종사자수,여,11063,10726,10833
"합계","중구",을지로동,개인,사업체수,소계,8615,8868,8385
"합계","중구",을지로동,개인,종사자수,소계,18188,18681,18150
"합계","중구",을지로동,회사법인,사업체수,소계,961,1018,922
"합계","중구",을지로동,회사법인,종사자수,소계,10425,9779,9602
"합계","중구",을지로동,회사이외의 법인,사업체수,소계,83,93,88
"합계","중구",을지로동,회사이외의 법인,종사자수,소계,1749,1775,1897
"합계","중구",을지로동,비법인단체,사업체수,소계,47,49,47
"합계","중구",을지로동,비법인단체,종사자수,소계,126,243,113
"합계","중구",신당5동,합계,사업체수,사업체수,1277,1346,1283
"합계","중구",신당5동,합계,종사자수,소계,4214,3957,3942
"합계","중구",신당5동,합계,종사자수,남,2121,1939,1867
"합계","중구",신당5동,합계,종사자수,여,2093,2018,2075
"합계","중구",신당5동,개인,사업체수,소계,1128,1197,1138
"합계","중구",신당5동,개인,종사자수,소계,2752,2843,2782
"합계","중구",신당5동,회사법인,사업체수,소계,98,105,100
"합계","중구",신당5동,회사법인,종사자수,소계,664,702,688
"합계","중구",신당5동,회사이외의 법인,사업체수,소계,22,19,21
"합계","중구",신당5동,회사이외의 법인,종사자수,소계,644,275,347
"합계","중구",신당5동,비법인단체,사업체수,소계,29,25,24
"합계","중구",신당5동,비법인단체,종사자수,소계,154,137,125
"합계","중구",황학동,합계,사업체수,사업체수,2051,2038,1963
"합계","중구",황학동,합계,종사자수,소계,6233,7077,6435
"합계","중구",황학동,합계,종사자수,남,3605,3925,3591
"합계","중구",황학동,합계,종사자수,여,2628,3152,2844
"합계","중구",황학동,개인,사업체수,소계,1898,1876,1791
"합계","중구",황학동,개인,종사자수,소계,3366,3726,3438
"합계","중구",황학동,회사법인,사업체수,소계,123,136,143
"합계","중구",황학동,회사법인,종사자수,소계,2704,3106,2739
"합계","중구",황학동,회사이외의 법인,사업체수,소계,12,12,15
"합계","중구",황학동,회사이외의 법인,종사자수,소계,90,169,182
"합계","중구",황학동,비법인단체,사업체수,소계,18,14,14
"합계","중구",황학동,비법인단체,종사자수,소계,73,76,76
"합계","중구",중림동,합계,사업체수,사업체수,1138,1058,1005
"합계","중구",중림동,합계,종사자수,소계,7906,7419,7677
"합계","중구",중림동,합계,종사자수,남,4291,4050,4101
"합계","중구",중림동,합계,종사자수,여,3615,3369,3576
"합계","중구",중림동,개인,사업체수,소계,807,746,703
"합계","중구",중림동,개인,종사자수,소계,1858,1820,1695
"합계","중구",중림동,회사법인,사업체수,소계,241,225,220
"합계","중구",중림동,회사법인,종사자수,소계,5024,4661,5037
"합계","중구",중림동,회사이외의 법인,사업체수,소계,53,51,48
"합계","중구",중림동,회사이외의 법인,종사자수,소계,828,806,809
"합계","중구",중림동,비법인단체,사업체수,소계,37,36,34
"합계","중구",중림동,비법인단체,종사자수,소계,196,132,136
"합계","중구",신당동,합계,사업체수,사업체수,12097,12641,12117
"합계","중구",신당동,합계,종사자수,소계,27660,29091,27836
"합계","중구",신당동,합계,종사자수,남,12017,12396,11763
"합계","중구",신당동,합계,종사자수,여,15643,16695,16073
"합계","중구",신당동,개인,사업체수,소계,11627,12134,11605
"합계","중구",신당동,개인,종사자수,소계,22818,24324,22917
"합계","중구",신당동,회사법인,사업체수,소계,380,419,426
"합계","중구",신당동,회사법인,종사자수,소계,3152,3114,3262
"합계","중구",신당동,회사이외의 법인,사업체수,소계,48,47,48
"합계","중구",신당동,회사이외의 법인,종사자수,소계,1417,1381,1394
"합계","중구",신당동,비법인단체,사업체수,소계,42,41,38
"합계","중구",신당동,비법인단체,종사자수,소계,273,272,263
"합계","중구",다산동,합계,사업체수,사업체수,1435,1430,1387
"합계","중구",다산동,합계,종사자수,소계,8828,9640,9577
"합계","중구",다산동,합계,종사자수,남,4717,4638,4500
"합계","중구",다산동,합계,종사자수,여,4111,5002,5077
"합계","중구",다산동,개인,사업체수,소계,1087,1069,1040
"합계","중구",다산동,개인,종사자수,소계,2788,2838,2782
"합계","중구",다산동,회사법인,사업체수,소계,276,277,266
"합계","중구",다산동,회사법인,종사자수,소계,5414,6048,6077
"합계","중구",다산동,회사이외의 법인,사업체수,소계,33,36,38
"합계","중구",다산동,회사이외의 법인,종사자수,소계,442,522,538
"합계","중구",다산동,비법인단체,사업체수,소계,39,48,43
"합계","중구",다산동,비법인단체,종사자수,소계,184,232,180
"합계","중구",약수동,합계,사업체수,사업체수,835,906,854
"합계","중구",약수동,합계,종사자수,소계,3243,3524,3563
"합계","중구",약수동,합계,종사자수,남,1490,1728,1620
"합계","중구",약수동,합계,종사자수,여,1753,1796,1943
"합계","중구",약수동,개인,사업체수,소계,675,725,690
"합계","중구",약수동,개인,종사자수,소계,1770,1853,1908
"합계","중구",약수동,회사법인,사업체수,소계,109,128,112
"합계","중구",약수동,회사법인,종사자수,소계,960,1031,1099
"합계","중구",약수동,회사이외의 법인,사업체수,소계,30,31,29
"합계","중구",약수동,회사이외의 법인,종사자수,소계,411,548,412
"합계","중구",약수동,비법인단체,사업체수,소계,21,22,23
"합계","중구",약수동,비법인단체,종사자수,소계,102,92,144
"합계","중구",청구동,합계,사업체수,사업체수,781,813,765
"합계","중구",청구동,합계,종사자수,소계,4236,4296,3856
"합계","중구",청구동,합계,종사자수,남,2601,2617,2365
"합계","중구",청구동,합계,종사자수,여,1635,1679,1491
"합계","중구",청구동,개인,사업체수,소계,627,670,636
"합계","중구",청구동,개인,종사자수,소계,1534,1568,1445
"합계","중구",청구동,회사법인,사업체수,소계,116,106,94
"합계","중구",청구동,회사법인,종사자수,소계,2234,2249,1911
"합계","중구",청구동,회사이외의 법인,사업체수,소계,21,19,19
"합계","중구",청구동,회사이외의 법인,종사자수,소계,364,353,429
"합계","중구",청구동,비법인단체,사업체수,소계,17,18,16
"합계","중구",청구동,비법인단체,종사자수,소계,104,126,71
"합계","중구",동화동,합계,사업체수,사업체수,927,932,970
"합계","중구",동화동,합계,종사자수,소계,3929,3822,4035
"합계","중구",동화동,합계,종사자수,남,1985,1969,2011
"합계","중구",동화동,합계,종사자수,여,1944,1853,2024
"합계","중구",동화동,개인,사업체수,소계,795,797,813
"합계","중구",동화동,개인,종사자수,소계,2525,2309,2435
"합계","중구",동화동,회사법인,사업체수,소계,99,101,123
"합계","중구",동화동,회사법인,종사자수,소계,1052,1120,1194
"합계","중구",동화동,회사이외의 법인,사업체수,소계,18,17,16
"합계","중구",동화동,회사이외의 법인,종사자수,소계,306,312,306
"합계","중구",동화동,비법인단체,사업체수,소계,15,17,18
"합계","중구",동화동,비법인단체,종사자수,소계,46,81,100
"합계","용산구",소계,합계,사업체수,사업체수,20482,21178,20994
"합계","용산구",소계,합계,종사자수,소계,126073,133446,129033
"합계","용산구",소계,합계,종사자수,남,71838,76287,72259
"합계","용산구",소계,합계,종사자수,여,54235,57159,56774
"합계","용산구",소계,개인,사업체수,소계,14852,15464,15394
"합계","용산구",소계,개인,종사자수,소계,34990,37611,37153
