"동별(1)","동별(2)",동별(3),조직형태별(1),조직형태별(2),조직형태별(3),2017,2018,2019
"합계","소계",소계,합계,사업체수,사업체수,822863,823385,823624
"합계","소계",소계,합계,종사자수,소계,5119913,5210936,5226997
"합계","소계",소계,합계,종사자수,남,2848150,2878227,2885614
"합계","소계",소계,합계,종사자수,여,2271763,2332709,2341383
"합계","소계",소계,개인,사업체수,소계,628981,624869,618188
"합계","소계",소계,개인,종사자수,소계,1582451,1573654,1558442
"합계","소계",소계,회사법인,사업체수,소계,153609,156768,162552
"합계","소계",소계,회사법인,종사자수,소계,2730632,2792680,2783660
"합계","소계",소계,회사이외의 법인,사업체수,소계,19458,20498,21407
"합계","소계",소계,회사이외의 법인,종사자수,소계,681386,708244,737895
"합계","소계",소계,비법인단체,사업체수,소계,20815,21250,21477
"합계","소계",소계,비법인단체,종사자수,소계,125444,136358,147000
"합계","종로구",소계,합계,사업체수,사업체수,40490,39952,39679
"합계","종로구",소계,합계,종사자수,소계,268702,265017,260446
"합계","종로구",소계,합계,종사자수,남,154100,152717,146392
"합계","종로구",소계,합계,종사자수,여,114602,112300,114054
"합계","종로구",소계,개인,사업체수,소계,31924,31368,30885
"합계","종로구",소계,개인,종사자수,소계,77155,76350,75320
"합계","종로구",소계,회사법인,사업체수,소계,6351,6373,6540
"합계","종로구",소계,회사법인,종사자수,소계,137652,134993,129949
"합계","종로구",소계,회사이외의 법인,사업체수,소계,1330,1379,1399
"합계","종로구",소계,회사이외의 법인,종사자수,소계,49402,49215,50352
"합계","종로구",소계,비법인단체,사업체수,소계,885,832,855
"합계","종로구",소계,비법인단체,종사자수,소계,4493,4459,4825
"합계","종로구",사직동,합계,사업체수,사업체수,3544,3541,3574
"합계","종로구",사직동,합계,종사자수,소계,52489,49536,47522
"합계","종로구",사직동,합계,종사자수,남,31029,28658,25154
"합계","종로구",사직동,합계,종사자수,여,21460,20878,22368
"합계","종로구",사직동,개인,사업체수,소계,1840,1845,1844
"합계","종로구",사직동,개인,종사자수,소계,8702,8824,9066
"합계","종로구",사직동,회사법인,사업체수,소계,1376,1363,1375
"합계","종로구",사직동,회사법인,종사자수,소계,31777,29982,27684
"합계","종로구",사직동,회사이외의 법인,사업체수,소계,233,237,254
"합계","종로구",사직동,회사이외의 법인,종사자수,소계,11425,10174,10180
"합계","종로구",사직동,비법인단체,사업체수,소계,95,96,101
"합계","종로구",사직동,비법인단체,종사자수,소계,585,556,592
"합계","종로구",삼청동,합계,사업체수,사업체수,753,712,732
"합계","종로구",삼청동,합계,종사자수,소계,4507,4577,4601
"합계","종로구",삼청동,합계,종사자수,남,2225,2193,2271
"합계","종로구",삼청동,합계,종사자수,여,2282,2384,2330
"합계","종로구",삼청동,개인,사업체수,소계,520,478,490
"합계","종로구",삼청동,개인,종사자수,소계,1311,1283,1217
"합계","종로구",삼청동,회사법인,사업체수,소계,174,178,183
"합계","종로구",삼청동,회사법인,종사자수,소계,1248,1357,1351
"합계","종로구",삼청동,회사이외의 법인,사업체수,소계,45,43,48
"합계","종로구",삼청동,회사이외의 법인,종사자수,소계,1882,1874,2001
"합계","종로구",삼청동,비법인단체,사업체수,소계,14,13,11
"합계","종로구",삼청동,비법인단체,종사자수,소계,66,63,32
"합계","종로구",부암동,합계,사업체수,사업체수,567,565,599
"합계","종로구",부암동,합계,종사자수,소계,4147,3609,3454
"합계","종로구",부암동,합계,종사자수,남,2137,1706,1764
"합계","종로구",부암동,합계,종사자수,여,2010,1903,1690
"합계","종로구",부암동,개인,사업체수,소계,420,410,428
"합계","종로구",부암동,개인,종사자수,소계,1053,1009,1036
"합계","종로구",부암동,회사법인,사업체수,소계,76,82,92
"합계","종로구",부암동,회사법인,종사자수,소계,775,791,852
"합계","종로구",부암동,회사이외의 법인,사업체수,소계,26,35,40
"합계","종로구",부암동,회사이외의 법인,종사자수,소계,2143,1631,1392
"합계","종로구",부암동,비법인단체,사업체수,소계,45,38,39
"합계","종로구",부암동,비법인단체,종사자수,소계,176,178,174
"합계","종로구",평창동,합계,사업체수,사업체수,739,751,761
"합계","종로구",평창동,합계,종사자수,소계,3547,3565,3447
"합계","종로구",평창동,합계,종사자수,남,1679,1670,1518
"합계","종로구",평창동,합계,종사자수,여,1868,1895,1929
"합계","종로구",평창동,개인,사업체수,소계,528,532,541
"합계","종로구",평창동,개인,종사자수,소계,1344,1411,1441
"합계","종로구",평창동,회사법인,사업체수,소계,103,113,116
"합계","종로구",평창동,회사법인,종사자수,소계,952,1068,1012
"합계","종로구",평창동,회사이외의 법인,사업체수,소계,44,47,45
"합계","종로구",평창동,회사이외의 법인,종사자수,소계,879,725,619
"합계","종로구",평창동,비법인단체,사업체수,소계,64,59,59
"합계","종로구",평창동,비법인단체,종사자수,소계,372,361,375
"합계","종로구",무악동,합계,사업체수,사업체수,531,581,647
"합계","종로구",무악동,합계,종사자수,소계,1457,1598,1644
"합계","종로구",무악동,합계,종사자수,남,729,803,872
"합계","종로구",무악동,합계,종사자수,여,728,795,772
"합계","종로구",무악동,개인,사업체수,소계,481,530,593
"합계","종로구",무악동,개인,종사자수,소계,1112,1203,1290
"합계","종로구",무악동,회사법인,사업체수,소계,15,14,16
"합계","종로구",무악동,회사법인,종사자수,소계,147,165,148
"합계","종로구",무악동,회사이외의 법인,사업체수,소계,9,9,9
"합계","종로구",무악동,회사이외의 법인,종사자수,소계,124,126,111
"합계","종로구",무악동,비법인단체,사업체수,소계,26,28,29
"합계","종로구",무악동,비법인단체,종사자수,소계,74,104,95
"합계","종로구",교남동,합계,사업체수,사업체수,347,393,413
"합계","종로구",교남동,합계,종사자수,소계,3816,4008,4581
"합계","종로구",교남동,합계,종사자수,남,1553,2486,1481
"합계","종로구",교남동,합계,종사자수,여,2263,1522,3100
"합계","종로구",교남동,개인,사업체수,소계,258,292,305
"합계","종로구",교남동,개인,종사자수,소계,625,768,783
"합계","종로구",교남동,회사법인,사업체수,소계,45,48,52
"합계","종로구",교남동,회사법인,종사자수,소계,417,386,330
"합계","종로구",교남동,회사이외의 법인,사업체수,소계,28,30,32
"합계","종로구",교남동,회사이외의 법인,종사자수,소계,2666,2689,3293
"합계","종로구",교남동,비법인단체,사업체수,소계,16,23,24
"합계","종로구",교남동,비법인단체,종사자수,소계,108,165,175
"합계","종로구",가회동,합계,사업체수,사업체수,747,766,765
"합계","종로구",가회동,합계,종사자수,소계,13681,14100,12817
"합계","종로구",가회동,합계,종사자수,남,10225,10618,9546
"합계","종로구",가회동,합계,종사자수,여,3456,3482,3271
"합계","종로구",가회동,개인,사업체수,소계,544,553,544
"합계","종로구",가회동,개인,종사자수,소계,1220,1262,1329
"합계","종로구",가회동,회사법인,사업체수,소계,129,133,140
"합계","종로구",가회동,회사법인,종사자수,소계,11121,11402,9972
"합계","종로구",가회동,회사이외의 법인,사업체수,소계,47,57,61
"합계","종로구",가회동,회사이외의 법인,종사자수,소계,1208,1309,1415
"합계","종로구",가회동,비법인단체,사업체수,소계,27,23,20
"합계","종로구",가회동,비법인단체,종사자수,소계,132,127,101
"합계","종로구",종로1.2.3.4가동,합계,사업체수,사업체수,15851,15603,15472
"합계","종로구",종로1.2.3.4가동,합계,종사자수,소계,111270,109824,108747
"합계","종로구",종로1.2.3.4가동,합계,종사자수,남,66889,66387,65713
"합계","종로구",종로1.2.3.4가동,합계,종사자수,여,44381,43437,43034
"합계","종로구",종로1.2.3.4가동,개인,사업체수,소계,12517,12258,12014
"합계","종로구",종로1.2.3.4가동,개인,종사자수,소계,28485,28123,27286
"합계","종로구",종로1.2.3.4가동,회사법인,사업체수,소계,2703,2733,2804
"합계","종로구",종로1.2.3.4가동,회사법인,종사자수,소계,70864,68773,68139
"합계","종로구",종로1.2.3.4가동,회사이외의 법인,사업체수,소계,416,418,432
"합계","종로구",종로1.2.3.4가동,회사이외의 법인,종사자수,소계,10867,11963,12155
"합계","종로구",종로1.2.3.4가동,비법인단체,사업체수,소계,215,194,222
"합계","종로구",종로1.2.3.4가동,비법인단체,종사자수,소계,1054,965,1167
"합계","종로구",종로5.6가동,합계,사업체수,사업체수,7613,7461,7238
"합계","종로구",종로5.6가동,합계,종사자수,소계,23581,24713,24537
"합계","종로구",종로5.6가동,합계,종사자수,남,14491,15216,14825
"합계","종로구",종로5.6가동,합계,종사자수,여,9090,9497,9712
"합계","종로구",종로5.6가동,개인,사업체수,소계,6710,6543,6298
"합계","종로구",종로5.6가동,개인,종사자수,소계,13719,13635,13541
"합계","종로구",종로5.6가동,회사법인,사업체수,소계,656,669,694
"합계","종로구",종로5.6가동,회사법인,종사자수,소계,8280,9495,9110
"합계","종로구",종로5.6가동,회사이외의 법인,사업체수,소계,132,138,133
"합계","종로구",종로5.6가동,회사이외의 법인,종사자수,소계,1214,1233,1493
"합계","종로구",종로5.6가동,비법인단체,사업체수,소계,115,111,113
"합계","종로구",종로5.6가동,비법인단체,종사자수,소계,368,350,393
"합계","종로구",이화동,합계,사업체수,사업체수,1289,1245,1191
"합계","종로구",이화동,합계,종사자수,소계,17511,16751,17244
"합계","종로구",이화동,합계,종사자수,남,7128,7171,7708
"합계","종로구",이화동,합계,종사자수,여,10383,9580,9536
"합계","종로구",이화동,개인,사업체수,소계,854,840,795
"합계","종로구",이화동,개인,종사자수,소계,2838,2686,2474
"합계","종로구",이화동,회사법인,사업체수,소계,274,259,268
"합계","종로구",이화동,회사법인,종사자수,소계,4183,3908,3931
"합계","종로구",이화동,회사이외의 법인,사업체수,소계,96,91,87
"합계","종로구",이화동,회사이외의 법인,종사자수,소계,10064,9723,10332
"합계","종로구",이화동,비법인단체,사업체수,소계,65,55,41
"합계","종로구",이화동,비법인단체,종사자수,소계,426,434,507
"합계","종로구",창신1동,합계,사업체수,사업체수,2302,2259,2179
"합계","종로구",창신1동,합계,종사자수,소계,6734,6591,5907
"합계","종로구",창신1동,합계,종사자수,남,3254,3216,2978
"합계","종로구",창신1동,합계,종사자수,여,3480,3375,2929
"합계","종로구",창신1동,개인,사업체수,소계,2091,2059,1990
"합계","종로구",창신1동,개인,종사자수,소계,4489,4219,3997
"합계","종로구",창신1동,회사법인,사업체수,소계,150,141,135
"합계","종로구",창신1동,회사법인,종사자수,소계,1705,1735,1361
"합계","종로구",창신1동,회사이외의 법인,사업체수,소계,25,27,25
"합계","종로구",창신1동,회사이외의 법인,종사자수,소계,331,405,332
"합계","종로구",창신1동,비법인단체,사업체수,소계,36,32,29
"합계","종로구",창신1동,비법인단체,종사자수,소계,209,232,217
"합계","종로구",창신2동,합계,사업체수,사업체수,871,856,864
"합계","종로구",창신2동,합계,종사자수,소계,2332,2166,2216
"합계","종로구",창신2동,합계,종사자수,남,1038,989,1051
"합계","종로구",창신2동,합계,종사자수,여,1294,1177,1165
"합계","종로구",창신2동,개인,사업체수,소계,816,804,799
"합계","종로구",창신2동,개인,종사자수,소계,1923,1838,1834
"합계","종로구",창신2동,회사법인,사업체수,소계,16,15,28
"합계","종로구",창신2동,회사법인,종사자수,소계,106,94,146
"합계","종로구",창신2동,회사이외의 법인,사업체수,소계,13,12,11
"합계","종로구",창신2동,회사이외의 법인,종사자수,소계,176,112,80
"합계","종로구",창신2동,비법인단체,사업체수,소계,26,25,26
"합계","종로구",창신2동,비법인단체,종사자수,소계,127,122,156
"합계","종로구",창신3동,합계,사업체수,사업체수,264,264,281
"합계","종로구",창신3동,합계,종사자수,소계,851,851,895
"합계","종로구",창신3동,합계,종사자수,남,440,459,442
"합계","종로구",창신3동,합계,종사자수,여,411,392,453
"합계","종로구",창신3동,개인,사업체수,소계,228,224,239
"합계","종로구",창신3동,개인,종사자수,소계,461,441,505
"합계","종로구",창신3동,회사법인,사업체수,소계,10,13,16
"합계","종로구",창신3동,회사법인,종사자수,소계,98,94,97
"합계","종로구",창신3동,회사이외의 법인,사업체수,소계,12,12,12
"합계","종로구",창신3동,회사이외의 법인,종사자수,소계,223,233,215
"합계","종로구",창신3동,비법인단체,사업체수,소계,14,15,14
"합계","종로구",창신3동,비법인단체,종사자수,소계,69,83,78
"합계","종로구",숭인1동,합계,사업체수,사업체수,507,480,493
"합계","종로구",숭인1동,합계,종사자수,소계,1433,1519,1545
"합계","종로구",숭인1동,합계,종사자수,남,664,648,687
"합계","종로구",숭인1동,합계,종사자수,여,769,871,858
"합계","종로구",숭인1동,개인,사업체수,소계,449,424,431
"합계","종로구",숭인1동,개인,종사자수,소계,1029,1023,1076
"합계","종로구",숭인1동,회사법인,사업체수,소계,30,27,31
"합계","종로구",숭인1동,회사법인,종사자수,소계,163,203,169
"합계","종로구",숭인1동,회사이외의 법인,사업체수,소계,10,14,13
"합계","종로구",숭인1동,회사이외의 법인,종사자수,소계,167,205,220
"합계","종로구",숭인1동,비법인단체,사업체수,소계,18,15,18
"합계","종로구",숭인1동,비법인단체,종사자수,소계,74,88,80
"합계","종로구",숭인2동,합계,사업체수,사업체수,1812,1754,1747
"합계","종로구",숭인2동,합계,종사자수,소계,6657,6472,6886
"합계","종로구",숭인2동,합계,종사자수,남,3069,2914,3090
"합계","종로구",숭인2동,합계,종사자수,여,3588,3558,3796
"합계","종로구",숭인2동,개인,사업체수,소계,1520,1487,1483
"합계","종로구",숭인2동,개인,종사자수,소계,3387,3336,3520
"합계","종로구",숭인2동,회사법인,사업체수,소계,231,204,205
"합계","종로구",숭인2동,회사법인,종사자수,소계,2708,2479,2650
"합계","종로구",숭인2동,회사이외의 법인,사업체수,소계,32,34,33
"합계","종로구",숭인2동,회사이외의 법인,종사자수,소계,496,545,585
"합계","종로구",숭인2동,비법인단체,사업체수,소계,29,29,26
"합계","종로구",숭인2동,비법인단체,종사자수,소계,66,112,131
"합계","종로구",청운효자동,합계,사업체수,사업체수,1016,998,1028
"합계","종로구",청운효자동,합계,종사자수,소계,5891,6282,5656
"합계","종로구",청운효자동,합계,종사자수,남,3143,3182,2950
"합계","종로구",청운효자동,합계,종사자수,여,2748,3100,2706
"합계","종로구",청운효자동,개인,사업체수,소계,755,736,758
"합계","종로구",청운효자동,개인,종사자수,소계,1588,1502,1469
"합계","종로구",청운효자동,회사법인,사업체수,소계,144,145,155
"합계","종로구",청운효자동,회사법인,종사자수,소계,1043,1025,1043
"합계","종로구",청운효자동,회사이외의 법인,사업체수,소계,78,83,73
"합계","종로구",청운효자동,회사이외의 법인,종사자수,소계,2944,3483,2892
"합계","종로구",청운효자동,비법인단체,사업체수,소계,39,34,42
"합계","종로구",청운효자동,비법인단체,종사자수,소계,316,272,252
"합계","종로구",혜화동,합계,사업체수,사업체수,1737,1723,1695
"합계","종로구",혜화동,합계,종사자수,소계,8798,8855,8747
"합계","종로구",혜화동,합계,종사자수,남,4407,4401,4342
"합계","종로구",혜화동,합계,종사자수,여,4391,4454,4405
"합계","종로구",혜화동,개인,사업체수,소계,1393,1353,1333
"합계","종로구",혜화동,개인,종사자수,소계,3869,3787,3456
"합계","종로구",혜화동,회사법인,사업체수,소계,219,236,230
"합계","종로구",혜화동,회사법인,종사자수,소계,2065,2036,1954
"합계","종로구",혜화동,회사이외의 법인,사업체수,소계,84,92,91
"합계","종로구",혜화동,회사이외의 법인,종사자수,소계,2593,2785,3037
"합계","종로구",혜화동,비법인단체,사업체수,소계,41,42,41
"합계","종로구",혜화동,비법인단체,종사자수,소계,271,247,300
"합계","중구",소계,합계,사업체수,사업체수,62936,60957,60127
"합계","중구",소계,합계,종사자수,소계,386648,390530,392568
"합계","중구",소계,합계,종사자수,남,212533,210755,213484
"합계","중구",소계,합계,종사자수,여,174115,179775,179084
"합계","중구",소계,개인,사업체수,소계,51190,49191,47614
"합계","중구",소계,개인,종사자수,소계,118836,117266,113743
"합계","중구",소계,회사법인,사업체수,소계,9968,9977,10629
"합계","중구",소계,회사법인,종사자수,소계,215927,219186,220325
"합계","중구",소계,회사이외의 법인,사업체수,소계,1105,1131,1197
"합계","중구",소계,회사이외의 법인,종사자수,소계,48228,50248,54570
"합계","중구",소계,비법인단체,사업체수,소계,673,658,687
"합계","중구",소계,비법인단체,종사자수,소계,3657,3830,3930
"합계","중구",소공동,합계,사업체수,사업체수,3918,3804,3849
"합계","중구",소공동,합계,종사자수,소계,59386,60990,64144
"합계","중구",소공동,합계,종사자수,남,33640,34405,36680
"합계","중구",소공동,합계,종사자수,여,25746,26585,27464
"합계","중구",소공동,개인,사업체수,소계,2022,1971,1872
"합계","중구",소공동,개인,종사자수,소계,6735,6582,6048
"합계","중구",소공동,회사법인,사업체수,소계,1688,1633,1759
"합계","중구",소공동,회사법인,종사자수,소계,46770,47926,50896
"합계","중구",소공동,회사이외의 법인,사업체수,소계,159,152,166
"합계","중구",소공동,회사이외의 법인,종사자수,소계,5535,6148,6940
"합계","중구",소공동,비법인단체,사업체수,소계,49,48,52
"합계","중구",소공동,비법인단체,종사자수,소계,346,334,260
"합계","중구",회현동,합계,사업체수,사업체수,9425,9122,8566
"합계","중구",회현동,합계,종사자수,소계,48533,48764,45216
"합계","중구",회현동,합계,종사자수,남,26230,24680,23422
"합계","중구",회현동,합계,종사자수,여,22303,24084,21794
"합계","중구",회현동,개인,사업체수,소계,8305,8020,7412
"합계","중구",회현동,개인,종사자수,소계,14650,14550,13896
"합계","중구",회현동,회사법인,사업체수,소계,927,903,958
"합계","중구",회현동,회사법인,종사자수,소계,31229,31433,28242
"합계","중구",회현동,회사이외의 법인,사업체수,소계,90,99,102
"합계","중구",회현동,회사이외의 법인,종사자수,소계,2227,2288,2632
"합계","중구",회현동,비법인단체,사업체수,소계,103,100,94
"합계","중구",회현동,비법인단체,종사자수,소계,427,493,446
"합계","중구",명동,합계,사업체수,사업체수,6770,6765,6965
"합계","중구",명동,합계,종사자수,소계,107800,110677,110390
"합계","중구",명동,합계,종사자수,남,58903,59680,59638
"합계","중구",명동,합계,종사자수,여,48897,50997,50752
"합계","중구",명동,개인,사업체수,소계,3705,3606,3561
"합계","중구",명동,개인,종사자수,소계,12109,12087,11062
"합계","중구",명동,회사법인,사업체수,소계,2633,2727,2947
"합계","중구",명동,회사법인,종사자수,소계,72196,74714,72702
"합계","중구",명동,회사이외의 법인,사업체수,소계,277,281,307
"합계","중구",명동,회사이외의 법인,종사자수,소계,22516,22975,25646
"합계","중구",명동,비법인단체,사업체수,소계,155,151,150
"합계","중구",명동,비법인단체,종사자수,소계,979,901,980
"합계","중구",필동,합계,사업체수,사업체수,3075,2994,2886
"합계","중구",필동,합계,종사자수,소계,23521,24414,22404
"합계","중구",필동,합계,종사자수,남,13605,14171,12611
"합계","중구",필동,합계,종사자수,여,9916,10243,9793
"합계","중구",필동,개인,사업체수,소계,2165,2077,1961
"합계","중구",필동,개인,종사자수,소계,5884,6121,5011
"합계","중구",필동,회사법인,사업체수,소계,752,766,767
"합계","중구",필동,회사법인,종사자수,소계,10261,10947,10561
"합계","중구",필동,회사이외의 법인,사업체수,소계,113,114,114
"합계","중구",필동,회사이외의 법인,종사자수,소계,7085,7053,6679
"합계","중구",필동,비법인단체,사업체수,소계,45,37,44
"합계","중구",필동,비법인단체,종사자수,소계,291,293,153
"합계","중구",장충동,합계,사업체수,사업체수,855,805,819
"합계","중구",장충동,합계,종사자수,소계,9592,8878,9181
"합계","중구",장충동,합계,종사자수,남,5718,5133,5254
"합계","중구",장충동,합계,종사자수,여,3874,3745,3927
"합계","중구",장충동,개인,사업체수,소계,505,472,477
"합계","중구",장충동,개인,종사자수,소계,1449,1506,1410
"합계","중구",장충동,회사법인,사업체수,소계,265,254,270
"합계","중구",장충동,회사법인,종사자수,소계,6897,6136,6591
"합계","중구",장충동,회사이외의 법인,사업체수,소계,56,54,49
"합계","중구",장충동,회사이외의 법인,종사자수,소계,1165,1146,1098
"합계","중구",장충동,비법인단체,사업체수,소계,29,25,23
"합계","중구",장충동,비법인단체,종사자수,소계,81,90,82
"합계","중구",광희동,합계,사업체수,사업체수,9253,8744,8472
"합계","중구",광희동,합계,종사자수,소계,39108,36734,36451
"합계","중구",광희동,합계,종사자수,남,21223,19654,20148
"합계","중구",광희동,합계,종사자수,여,17885,17080,16303
"합계","중구",광희동,개인,사업체수,소계,7929,7454,7138
"합계","중구",광희동,개인,종사자수,소계,19964,18028,17892
"합계","중구",광희동,회사법인,사업체수,소계,1204,1163,1196
"합계","중구",광희동,회사법인,종사자수,소계,15430,14989,14322
"합계","중구",광희동,회사이외의 법인,사업체수,소계,87,93,103
"합계","중구",광희동,회사이외의 법인,종사자수,소계,3560,3564,4073
"합계","중구",광희동,비법인단체,사업체수,소계,33,34,35
"합계","중구",광희동,비법인단체,종사자수,소계,154,153,164
"합계","중구",을지로동,합계,사업체수,사업체수,9453,9028,8812
"합계","중구",을지로동,합계,종사자수,소계,32444,32091,35333
"합계","중구",을지로동,합계,종사자수,남,21002,20460,22812
"합계","중구",을지로동,합계,종사자수,여,11442,11631,12521
"합계","중구",을지로동,개인,사업체수,소계,8343,7921,7657
"합계","중구",을지로동,개인,종사자수,소계,17929,17419,17586
"합계","중구",을지로동,회사법인,사업체수,소계,973,979,1000
"합계","중구",을지로동,회사법인,종사자수,소계,12533,13006,15940
"합계","중구",을지로동,회사이외의 법인,사업체수,소계,91,88,99
"합계","중구",을지로동,회사이외의 법인,종사자수,소계,1875,1577,1650
"합계","중구",을지로동,비법인단체,사업체수,소계,46,40,56
"합계","중구",을지로동,비법인단체,종사자수,소계,107,89,157
"합계","중구",신당5동,합계,사업체수,사업체수,1305,1171,1193
"합계","중구",신당5동,합계,종사자수,소계,4064,3830,4057
"합계","중구",신당5동,합계,종사자수,남,1869,1803,1974
"합계","중구",신당5동,합계,종사자수,여,2195,2027,2083
"합계","중구",신당5동,개인,사업체수,소계,1160,1037,1048
"합계","중구",신당5동,개인,종사자수,소계,2976,2773,2707
"합계","중구",신당5동,회사법인,사업체수,소계,100,89,101
"합계","중구",신당5동,회사법인,종사자수,소계,603,610,671
"합계","중구",신당5동,회사이외의 법인,사업체수,소계,19,21,19
"합계","중구",신당5동,회사이외의 법인,종사자수,소계,304,313,314
"합계","중구",신당5동,비법인단체,사업체수,소계,26,24,25
"합계","중구",신당5동,비법인단체,종사자수,소계,181,134,365
"합계","중구",황학동,합계,사업체수,사업체수,1867,1900,1947
"합계","중구",황학동,합계,종사자수,소계,5696,5961,5643
"합계","중구",황학동,합계,종사자수,남,3259,3426,3210
"합계","중구",황학동,합계,종사자수,여,2437,2535,2433
"합계","중구",황학동,개인,사업체수,소계,1701,1718,1744
"합계","중구",황학동,개인,종사자수,소계,3461,3564,3538
"합계","중구",황학동,회사법인,사업체수,소계,137,146,163
"합계","중구",황학동,회사법인,종사자수,소계,2065,2113,1799
"합계","중구",황학동,회사이외의 법인,사업체수,소계,16,17,17
"합계","중구",황학동,회사이외의 법인,종사자수,소계,123,172,187
"합계","중구",황학동,비법인단체,사업체수,소계,13,19,23
"합계","중구",황학동,비법인단체,종사자수,소계,47,112,119
"합계","중구",중림동,합계,사업체수,사업체수,982,978,1016
"합계","중구",중림동,합계,종사자수,소계,6948,6967,7530
"합계","중구",중림동,합계,종사자수,남,3609,3449,3578
"합계","중구",중림동,합계,종사자수,여,3339,3518,3952
"합계","중구",중림동,개인,사업체수,소계,692,708,718
"합계","중구",중림동,개인,종사자수,소계,1553,1680,1831
"합계","중구",중림동,회사법인,사업체수,소계,210,185,205
"합계","중구",중림동,회사법인,종사자수,소계,4498,4273,4687
"합계","중구",중림동,회사이외의 법인,사업체수,소계,45,48,54
"합계","중구",중림동,회사이외의 법인,종사자수,소계,784,852,841
"합계","중구",중림동,비법인단체,사업체수,소계,35,37,39
"합계","중구",중림동,비법인단체,종사자수,소계,113,162,171
"합계","중구",신당동,합계,사업체수,사업체수,12073,11568,11459
"합계","중구",신당동,합계,종사자수,소계,29305,30506,29891
"합계","중구",신당동,합계,종사자수,남,12506,13362,12919
"합계","중구",신당동,합계,종사자수,여,16799,17144,16972
"합계","중구",신당동,개인,사업체수,소계,11529,10977,10756
"합계","중구",신당동,개인,종사자수,소계,23858,23875,23498
"합계","중구",신당동,회사법인,사업체수,소계,451,497,604
"합계","중구",신당동,회사법인,종사자수,소계,3681,3851,3753
"합계","중구",신당동,회사이외의 법인,사업체수,소계,51,55,57
"합계","중구",신당동,회사이외의 법인,종사자수,소계,1400,2468,2318
"합계","중구",신당동,비법인단체,사업체수,소계,42,39,42
"합계","중구",신당동,비법인단체,종사자수,소계,366,312,322
"합계","중구",다산동,합계,사업체수,사업체수,1396,1407,1424
"합계","중구",다산동,합계,종사자수,소계,9014,8569,9742
"합계","중구",다산동,합계,종사자수,남,5148,4251,5014
"합계","중구",다산동,합계,종사자수,여,3866,4318,4728
"합계","중구",다산동,개인,사업체수,소계,1031,1042,1048
"합계","중구",다산동,개인,종사자수,소계,2670,2807,3063
"합계","중구",다산동,회사법인,사업체수,소계,283,283,294
"합계","중구",다산동,회사법인,종사자수,소계,5614,4918,5907
"합계","중구",다산동,회사이외의 법인,사업체수,소계,41,42,43
"합계","중구",다산동,회사이외의 법인,종사자수,소계,562,587,566
"합계","중구",다산동,비법인단체,사업체수,소계,41,40,39
"합계","중구",다산동,비법인단체,종사자수,소계,168,257,206
"합계","중구",약수동,합계,사업체수,사업체수,841,830,833
"합계","중구",약수동,합계,종사자수,소계,3624,3529,4122
"합계","중구",약수동,합계,종사자수,남,1684,1626,1753
"합계","중구",약수동,합계,종사자수,여,1940,1903,2369
"합계","중구",약수동,개인,사업체수,소계,676,669,676
"합계","중구",약수동,개인,종사자수,소계,1905,1844,1954
"합계","중구",약수동,회사법인,사업체수,소계,114,110,107
"합계","중구",약수동,회사법인,종사자수,소계,1128,1015,1106
"합계","중구",약수동,회사이외의 법인,사업체수,소계,28,26,26
"합계","중구",약수동,회사이외의 법인,종사자수,소계,423,455,878
"합계","중구",약수동,비법인단체,사업체수,소계,23,25,24
"합계","중구",약수동,비법인단체,종사자수,소계,168,215,184
"합계","중구",청구동,합계,사업체수,사업체수,785,865,881
"합계","중구",청구동,합계,종사자수,소계,4116,4469,4419
"합계","중구",청구동,합계,종사자수,남,2478,2707,2598
"합계","중구",청구동,합계,종사자수,여,1638,1762,1821
"합계","중구",청구동,개인,사업체수,소계,631,697,703
"합계","중구",청구동,개인,종사자수,소계,1617,1902,1886
"합계","중구",청구동,회사법인,사업체수,소계,120,128,133
"합계","중구",청구동,회사법인,종사자수,소계,1988,2028,1900
"합계","중구",청구동,회사이외의 법인,사업체수,소계,19,23,26
"합계","중구",청구동,회사이외의 법인,종사자수,소계,373,385,474
"합계","중구",청구동,비법인단체,사업체수,소계,15,17,19
"합계","중구",청구동,비법인단체,종사자수,소계,138,154,159
"합계","중구",동화동,합계,사업체수,사업체수,938,976,1005
"합계","중구",동화동,합계,종사자수,소계,3497,4151,4045
"합계","중구",동화동,합계,종사자수,남,1659,1948,1873
"합계","중구",동화동,합계,종사자수,여,1838,2203,2172
"합계","중구",동화동,개인,사업체수,소계,796,822,843
"합계","중구",동화동,개인,종사자수,소계,2076,2528,2361
"합계","중구",동화동,회사법인,사업체수,소계,111,114,125
"합계","중구",동화동,회사법인,종사자수,소계,1034,1227,1248
"합계","중구",동화동,회사이외의 법인,사업체수,소계,13,18,15
"합계","중구",동화동,회사이외의 법인,종사자수,소계,296,265,274
"합계","중구",동화동,비법인단체,사업체수,소계,18,22,22
"합계","중구",동화동,비법인단체,종사자수,소계,91,131,162
"합계","용산구",소계,합계,사업체수,사업체수,20806,20813,20254
"합계","용산구",소계,합계,종사자수,소계,133260,141216,135240
"합계","용산구",소계,합계,종사자수,남,73658,76498,74570
"합계","용산구",소계,합계,종사자수,여,59602,64718,60670
"합계","용산구",소계,개인,사업체수,소계,15130,15054,14542
"합계","용산구",소계,개인,종사자수,소계,36035,36582,34342
"합계","용산구",소계,회사법인,사업체수,소계,4605,4652,4616
