,식당명,별점,구,주소,음식종류,가격대,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수
3681,오향만두,4.1,서대문구, 서울특별시 서대문구 연희맛로 22,중식, 만원 미만,2022-08-09,맛있다,86,61.0,20.0,5.0
3682,쏘이54,4.1,서대문구, 서울특별시 서대문구 이화여대3길 12,다국적음식, 만원 미만,2022-08-03,맛있다,40,33.0,5.0,2.0
3683,비밀,4.1,서대문구, 서울특별시 서대문구 이화여대7길 48,카페/디저트, 만원 미만,2022-06-30,맛있다,72,52.0,13.0,7.0
3684,63 프로방스,4.1,서대문구, 서울특별시 서대문구 이화여대5길 15,다국적음식, 만원 미만,2022-06-17,맛있다,71,50.0,16.0,5.0
3685,텐조,4.1,서대문구, 서울특별시 서대문구 거북골로20길 71,주점, 만원-2만원,2022-07-17,괜찮다,22,18.0,4.0,0.0
3686,미도 매운향솥,4.1,서대문구, 서울특별시 서대문구 연세로11길 24,중식, 2만원-3만원,2022-05-25,맛있다,40,24.0,11.0,5.0
3687,벽제갈비,4.1,서대문구, 서울특별시 서대문구 명물길 22,한식, 4만원 이상,2022-06-26,괜찮다,26,21.0,4.0,1.0
3689,가미분식,4.1,서대문구, 서울특별시 서대문구 이화여대8길 2,한식, 만원 미만,2022-04-02,괜찮다,33,22.0,8.0,3.0
3691,링키지버거,4.1,서대문구, 서울특별시 서대문구 연희로11가길 53 1F,양식, 만원 미만,2022-04-03,맛있다,21,17.0,4.0,0.0
3692,로실링,4.1,서대문구, 서울특별시 서대문구 연세로4길 26,주점, 만원-2만원,2022-01-28,괜찮다,29,25.0,4.0,0.0
3694,월순철판동태찜,4.1,서대문구, 서울특별시 서대문구 연희맛로 17-14 1F,기타, 만원-2만원,2022-04-01,괜찮다,25,19.0,4.0,2.0
3696,탐복,4.1,서대문구, 서울특별시 서대문구 신촌로 83 10F,기타, 만원-2만원,1 일 전,맛있다,21,17.0,4.0,0.0
3697,서대문족발,4.1,서대문구, 서울특별시 서대문구 충정로6안길 54,한식, 만원-2만원,2022-01-25,맛있다,37,29.0,7.0,1.0
3701,연어초밥,4.1,서대문구, 서울특별시 서대문구 연세로2길 94 1F 3호,일식, 만원-2만원,2022-01-03,맛있다,25,20.0,4.0,1.0
3710,파이홀,4.0,서대문구, 서울특별시 서대문구 연세로5나길 20 1F,카페/디저트, 만원 미만,2022-07-09,맛있다,308,208.0,77.0,23.0
3711,그릭데이,4.0,서대문구, 서울특별시 서대문구 신촌역로 22-8 대국빌딩 1F,카페/디저트, 만원 미만,2022-05-22,괜찮다,192,152.0,28.0,12.0
