,식당명,별점,구,주소,음식종류,가격대,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수
57,구월십일,,도봉구,주소 서울특별시 도봉구 도봉로112길 26 1F,음식 종류 까스 요리,가격대 만원 미만,2020-01-02,맛있다,5,2,3,0
58,산책,,도봉구,주소 서울특별시 도봉구 삼양로144길 18,음식 종류 정통 일식 / 일반 일식,가격대 만원 미만,2020-03-17,괜찮다,11,2,8,1
59,도봉산양고기,,도봉구,주소 서울특별시 도봉구 도봉로191길 63,음식 종류 고기 요리,가격대 만원-2만원,2022-06-02,괜찮다,10,9,1,0
60,산도토리임자탕,,도봉구,주소 서울특별시 도봉구 덕릉로60길 13,음식 종류 기타 한식,0,2022-07-16,맛있다,6,5,1,0
61,포유,,도봉구,주소 서울특별시 도봉구 해등로16길 7,음식 종류 베트남 음식,가격대 만원 미만,2022-07-29,괜찮다,5,3,2,0
62,카페방학,,도봉구,주소 서울특별시 도봉구 도당로6길 30-6,음식 종류 카페 / 디저트,가격대 만원 미만,2020-05-22,맛있다,5,2,3,0
63,수수,,도봉구,주소 서울특별시 도봉구 마들로 693,음식 종류 정통 중식 / 일반 중식,가격대 만원 미만,2022-06-02,맛있다,5,5,0,0
64,박리김밥,,도봉구,주소 서울특별시 도봉구 덕릉로57길 22,음식 종류 기타 한식,가격대 만원 미만,2022-07-08,맛있다,3,3,0,0
65,자매보리밥집,,도봉구,주소 서울특별시 도봉구 덕릉로63가길 60,가격대 만원 미만,0,2022-05-13,맛있다,1,1,0,0
66,대만오빠,,도봉구,주소 서울특별시 도봉구 도봉로134길 28 1F,음식 종류 다국적 아시아 음식,가격대 만원 미만,2022-07-24,맛있다,2,2,0,0
67,장원삼계탕,,도봉구,주소 서울특별시 도봉구 덕릉로 264 창동빌딩 1F,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,2022-07-18,맛있다,1,1,0,0
68,꿀소담,4.5,도봉구,주소 서울특별시 도봉구 해등로16길 67,음식 종류 카페 / 디저트,가격대 만원 미만,2021-06-14,맛있다,11,5,4,2
69,곰파곰파의 뜨라또리아,,도봉구,주소 서울특별시 도봉구 노해로 230 오성타운,음식 종류 이탈리안,가격대 만원-2만원,2021-01-25,괜찮다,9,5,3,1
70,599버거,,도봉구,주소 서울특별시 도봉구 도봉로 599 B1,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,2022-06-23,맛있다,7,4,3,0
71,호감,,도봉구,주소 서울특별시 도봉구 도봉로152길 27 1F,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원 미만,2019-02-28,괜찮다,6,5,1,0
72,굽모닝닭오리숯불바베큐,,도봉구,주소 서울특별시 도봉구 도봉로109길 7,음식 종류 치킨 / 호프 / 펍,0,5 일 전,맛있다,6,6,0,0
73,카페더로비,,도봉구,주소 서울특별시 도봉구 방학로 171-5 1F,음식 종류 카페 / 디저트,가격대 만원 미만,2018-06-29,맛있다,3,2,1,0
74,누들아한타이,,도봉구,주소 서울특별시 도봉구 삼양로144길 3-8,음식 종류 태국 음식,가격대 만원 미만,2019-05-21,괜찮다,11,4,6,1
75,일월생,,도봉구,주소 서울특별시 도봉구 해등로 180,음식 종류 카페 / 디저트,가격대 만원 미만,2018-09-02,괜찮다,6,5,1,0
76,비어스토리,,도봉구,주소 서울특별시 도봉구 덕릉로 244,음식 종류 치킨 / 호프 / 펍,가격대 만원-2만원,2022-05-17,맛있다,2,2,0,0
77,달야,,도봉구,주소 서울특별시 도봉구 도봉로106길 23 현대홈씨티 1F,음식 종류 회 / 스시,가격대 만원-2만원,2021-08-19,맛있다,1,1,0,0
78,벧엘제과,,도봉구,주소 서울특별시 도봉구 도봉로112길 30,음식 종류 베이커리,가격대 만원 미만,2022-06-17,맛있다,5,5,0,0
79,묵은지사랑,4.4,도봉구,주소 서울특별시 도봉구 도봉로164길 38,음식 종류 한정식 / 백반 / 정통 한식,가격대 만원-2만원,2020-07-03,맛있다,8,8,0,0
80,채선당,,도봉구,주소 서울특별시 도봉구 도봉로 533,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,2022-06-19,괜찮다,3,2,1,0
81,이자카야빡,,도봉구,주소 서울특별시 도봉구 도봉산1길 66 1F,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 2만원-3만원,0,0,2,2,0,0
82,낙지애가,,도봉구,주소 서울특별시 도봉구 덕릉로 251 2F,음식 종류 해산물 요리,가격대 만원-2만원,2022-05-26,맛있다,2,2,0,0
83,함스브로트과자점,,도봉구,주소 서울특별시 도봉구 도봉로 483,음식 종류 베이커리,가격대 만원 미만,2021-01-05,맛있다,7,6,1,0
84,고씨네,,도봉구,주소 서울특별시 도봉구 삼양로144길 25-11,음식 종류 돈부리 / 일본 카레 / 벤토,가격대 만원 미만,2021-06-07,별로,6,1,3,2
85,황금성,,도봉구,주소 서울특별시 도봉구 삼양로 544 2F,음식 종류 정통 중식 / 일반 중식,가격대 만원 미만,2022-05-24,맛있다,6,3,3,0
86,망향비빔국수,,도봉구,주소 서울특별시 도봉구 도봉로 534 1F,음식 종류 국수 / 면 요리,가격대 만원 미만,2022-08-10,괜찮다,2,0,2,0
87,빨간오뎅,,도봉구,주소 서울특별시 도봉구 덕릉로57길 38 신창시장,음식 종류 기타 한식,가격대 만원 미만,2022-07-13,맛있다,3,3,0,0
88,삼청동샤브,,도봉구,"주소 서울특별시 도봉구 도봉로 684 모비우스 스퀘어 1F 104-2호, 105-1호",음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,2022-07-27,맛있다,2,2,0,0
89,강남떡볶이,,도봉구,주소 서울특별시 도봉구 시루봉로 71,음식 종류 기타 한식,가격대 만원 미만,0,0,1,1,0,0
90,삼오집,,도봉구,주소 서울특별시 도봉구 도봉로165길 4,음식 종류 고기 요리,0,2021-10-12,별로,11,3,3,5
91,파린두스,,도봉구,주소 서울특별시 도봉구 마들로 657,음식 종류 카페 / 디저트,가격대 만원 미만,2020-06-26,맛있다,5,4,1,0
92,옹기꽃게장,,도봉구,주소 서울특별시 도봉구 도봉산4가길 14-9,음식 종류 한정식 / 백반 / 정통 한식,가격대 만원-2만원,2021-02-04,괜찮다,5,4,1,0
93,갑식이네착한낙지,,도봉구,주소 서울특별시 도봉구 도봉로150길 43 ESA단지상가,음식 종류 해산물 요리,가격대 만원-2만원,2022-05-18,맛있다,4,3,1,0
94,올래철판곱창,,도봉구,주소 서울특별시 도봉구 도봉로150다길 28 1F 102호,음식 종류 고기 요리,가격대 만원-2만원,2022-05-15,맛있다,4,4,0,0
95,소달구지,,도봉구,주소 서울특별시 도봉구 도봉로168길 19,음식 종류 고기 요리,가격대 2만원-3만원,0,0,2,2,0,0
96,치어스,,도봉구,주소 서울특별시 도봉구 도당로 40,음식 종류 치킨 / 호프 / 펍,가격대 만원-2만원,0,0,1,0,1,0
97,잔디불,,도봉구,주소 서울특별시 도봉구 도봉로156길 8,음식 종류 퓨전 양식,가격대 만원 미만,2022-07-05,맛있다,1,1,0,0
98,밀스,,도봉구,주소 서울특별시 도봉구 해등로16길 46,음식 종류 베이커리,가격대 만원 미만,2021-12-13,맛있다,8,7,0,1
99,은행골,,도봉구,주소 서울특별시 도봉구 마들로 684,음식 종류 회 / 스시,가격대 2만원-3만원,2020-11-22,괜찮다,7,3,2,2
100,와겐,,도봉구,주소 서울특별시 도봉구 도봉로150마길 15,가격대 만원 미만,주차 무료주차 가능,2019-08-29,괜찮다,7,2,4,1
101,글림,,도봉구,주소 서울특별시 도봉구 도봉로118길 6-8 1F,음식 종류 카페 / 디저트,가격대 만원 미만,2022-07-27,괜찮다,6,2,3,1
102,누드곱창,,도봉구,주소 서울특별시 도봉구 시루봉로6길 93,음식 종류 고기 요리,가격대 만원-2만원,2021-03-11,별로,5,4,0,1
103,명인소곱창,,도봉구,주소 서울특별시 도봉구 해등로16길 42,음식 종류 고기 요리,가격대 만원-2만원,2021-12-24,별로,5,4,0,1
104,옥류짬뽕,,도봉구,주소 서울특별시 도봉구 방학로 107,음식 종류 정통 중식 / 일반 중식,가격대 만원 미만,2021-11-26,맛있다,5,5,0,0
105,우리할매떡볶이,,도봉구,주소 서울특별시 도봉구 도봉로152길 32 1F 102호,음식 종류 기타 한식,가격대 만원 미만,2021-05-10,괜찮다,4,3,1,0
106,쌍문동홈떡,,도봉구,주소 서울특별시 도봉구 도봉로110바길 32,음식 종류 기타 한식,가격대 만원 미만,2020-12-14,맛있다,3,3,0,0
107,미랭디저트,,도봉구,주소 서울특별시 도봉구 도봉로110길 40 1F,음식 종류 카페 / 디저트,가격대 만원 미만,2021-02-03,별로,3,1,1,1
108,그리너리티,,도봉구,주소 서울특별시 도봉구 도봉로112길 27 1F,음식 종류 카페 / 디저트,가격대 만원 미만,2022-05-14,괜찮다,3,2,1,0
109,지니피자,,도봉구,주소 서울특별시 도봉구 도봉로110아길 12 1F,음식 종류 기타 양식,가격대 만원-2만원,2021-07-02,괜찮다,3,0,3,0
110,매그넘,,도봉구,주소 서울특별시 도봉구 노해로63다길 7-17,음식 종류 치킨 / 호프 / 펍,가격대 만원-2만원,2020-08-07,맛있다,2,1,1,0
111,하이투피플,,도봉구,주소 서울특별시 도봉구 우이천로 483,음식 종류 카페 / 디저트,가격대 만원 미만,2019-05-12,괜찮다,2,1,1,0
112,무수아취,,도봉구,주소 서울특별시 도봉구 도봉로169길 249,음식 종류 스테이크 / 바베큐,가격대 3만원-4만원,2022-04-30,맛있다,2,2,0,0
113,스카이호프,,도봉구,주소 서울특별시 도봉구 도봉로 730,음식 종류 치킨 / 호프 / 펍,가격대 만원 미만,0,0,1,1,0,0
114,쌍문동쭈낙집,,도봉구,주소 서울특별시 도봉구 도봉로 463-1,가격대 만원-2만원,0,2022-06-15,맛있다,1,1,0,0
115,써이포차나,,도봉구,주소 서울특별시 도봉구 도봉로169나길 42,음식 종류 태국 음식,가격대 만원 미만,2022-05-18,맛있다,7,5,1,1
116,하나노마카롱,,도봉구,주소 서울특별시 도봉구 도봉로112길 22 1F,음식 종류 카페 / 디저트,가격대 만원 미만,2020-12-31,별로,4,2,1,1
117,카페오픈더도어,,도봉구,주소 서울특별시 도봉구 도봉로 489 2F,음식 종류 카페 / 디저트,가격대 만원 미만,2021-03-11,맛있다,4,4,0,0
118,라스커피,,도봉구,주소 서울특별시 도봉구 도봉로 441 드림하우스 1F,음식 종류 카페 / 디저트,가격대 만원 미만,2018-03-04,별로,3,1,0,2
119,쌍문족빨,,도봉구,주소 서울특별시 도봉구 도봉로 585,음식 종류 고기 요리,가격대 만원-2만원,2018-02-19,맛있다,3,3,0,0
120,맛나당왕만두,,도봉구,주소 서울특별시 도봉구 덕릉로 235,음식 종류 국수 / 면 요리,가격대 만원 미만,2022-03-10,맛있다,3,2,1,0
121,곳간,4.6,도봉구,주소 서울특별시 도봉구 도봉로154길 35 1F,음식 종류 퓨전 일식,가격대 만원 미만,2021-03-02,맛있다,3,3,0,0
122,커피엘빈,,도봉구,주소 서울특별시 도봉구 노해로63다길 41 1F 101호,음식 종류 카페 / 디저트,가격대 만원 미만,2020-03-28,괜찮다,2,1,1,0
123,파리바게뜨,,도봉구,주소 서울특별시 도봉구 덕릉로 252,음식 종류 베이커리,가격대 만원 미만,2022-06-22,맛있다,2,2,0,0
124,정초밥,,도봉구,주소 서울특별시 도봉구 마들로 724 상가동 103호,음식 종류 회 / 스시,가격대 만원-2만원,2021-06-14,맛있다,1,1,0,0
125,아임파인커피,,도봉구,주소 서울특별시 도봉구 도당로6길 30-2 1F,음식 종류 카페 / 디저트,가격대 만원 미만,2022-02-02,맛있다,1,1,0,0
126,역전초밥,,도봉구,주소 서울특별시 도봉구 도봉로150길 31 ESA아파트3단지상가 1F,음식 종류 회 / 스시,가격대 만원-2만원,2022-05-17,맛있다,1,1,0,0
127,블랙베어,,도봉구,주소 서울특별시 도봉구 방학로3길 90 102호,음식 종류 이탈리안,가격대 만원-2만원,2022-07-19,맛있다,1,1,0,0
128,본죽,,도봉구,주소 서울특별시 도봉구 덕릉로 250,음식 종류 기타 한식,가격대 만원-2만원,2022-05-14,맛있다,1,1,0,0
129,푸곱야채곱창,,도봉구,주소 서울특별시 도봉구 시루봉로17길 4,음식 종류 고기 요리,가격대 만원-2만원,0,0,1,1,0,0
130,대군코다리,,도봉구,주소 서울특별시 도봉구 도봉산4가길 13-8,음식 종류 해산물 요리,가격대 만원-2만원,0,0,0,,,
131,창동두리네곱창,,도봉구,주소 서울특별시 도봉구 해등로16길 46,음식 종류 고기 요리,가격대 만원-2만원,2021-06-20,맛있다,8,5,1,2
132,맘스터치,,도봉구,주소 서울특별시 도봉구 노해로63길 67,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원 미만,2021-12-25,맛있다,7,6,1,0
133,삿뽀로,,도봉구,주소 서울특별시 도봉구 도봉로 610,음식 종류 정통 일식 / 일반 일식,가격대 2만원-3만원,2014-07-12,별로,5,3,1,1
134,블루밍,,도봉구,주소 서울특별시 도봉구 도봉로110다길 38 204동 102호,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원 미만,2021-12-04,맛있다,4,4,0,0
135,Comfort Cafe,,도봉구,주소 서울특별시 도봉구 삼양로144길 19,음식 종류 카페 / 디저트,가격대 만원 미만,2018-12-31,맛있다,3,3,0,0
136,버거바이트,,도봉구,주소 서울특별시 도봉구 노해로63나길 10 1F,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원 미만,2022-07-18,맛있다,3,2,1,0
137,광릉불고기,,도봉구,주소 서울특별시 도봉구 도봉로152길 29-4,음식 종류 고기 요리,가격대 만원-2만원,2019-12-27,맛있다,2,2,0,0
138,마포돼지네,,도봉구,주소 서울특별시 도봉구 도당로13길 32,가격대 만원 미만,0,0,0,1,1,0,0
139,고치소돈카츠,,도봉구,주소 서울특별시 도봉구 마들로18길 35,음식 종류 까스 요리,가격대 만원-2만원,2022-02-06,맛있다,1,1,0,0
140,영수네감자국,,도봉구,주소 서울특별시 도봉구 도봉로181길 86,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,2020-04-21,맛있다,5,4,0,1
141,스시황,,도봉구,주소 서울특별시 도봉구 노해로65길 11 한성빌딩,음식 종류 회 / 스시,가격대 만원-2만원,2019-12-26,맛있다,5,2,2,1
142,등촌샤브칼국수,,도봉구,주소 서울특별시 도봉구 덕릉로54길 23,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,2021-08-03,맛있다,5,5,0,0
143,더차우,,도봉구,주소 서울특별시 도봉구 노해로63가길 63 창동신도브래뉴1차상가 2F,음식 종류 정통 중식 / 일반 중식,가격대 만원 미만,2021-12-31,맛있다,4,2,2,0
144,셀라,,도봉구,주소 서울특별시 도봉구 노해로65길 11 한성빌딩 107호,음식 종류 카페 / 디저트,가격대 만원 미만,2022-06-17,맛있다,3,3,0,0
145,경우가,,도봉구,주소 서울특별시 도봉구 덕릉로 282-1,음식 종류 탕 / 찌개 / 전골,가격대 만원 미만,2018-03-22,맛있다,1,1,0,0
146,맥켄치킨,,도봉구,주소 서울특별시 도봉구 노해로63다길 6,음식 종류 닭 / 오리 요리,가격대 만원-2만원,2021-11-24,맛있다,1,1,0,0
147,베스킨라빈스,,도봉구,주소 서울특별시 도봉구 덕릉로 220,음식 종류 카페 / 디저트,가격대 만원 미만,2022-02-12,맛있다,1,1,0,0
148,씨앗플러스,,도봉구,주소 서울특별시 도봉구 도봉로 602-10,음식 종류 카페 / 디저트,가격대 만원 미만,2021-03-11,별로,5,4,0,1
149,복진해물잔치마당,,도봉구,주소 서울특별시 도봉구 방학로11길 101 2F,음식 종류 해산물 요리,가격대 3만원-4만원,2020-06-22,괜찮다,5,1,3,1
150,영즉석떡볶이,,도봉구,주소 서울특별시 도봉구 도봉로109길 35-26,음식 종류 기타 한식,가격대 만원 미만,2021-05-26,별로,4,2,0,2
151,화승꽈배기,,도봉구,주소 서울특별시 도봉구 도봉로114길 22-5,가격대 만원 미만,0,2021-11-29,괜찮다,4,1,3,0
152,봉평메밀촌,,도봉구,주소 서울특별시 도봉구 방학로 31-16 신일빌딩,음식 종류 국수 / 면 요리,가격대 만원 미만,2021-04-12,맛있다,4,4,0,0
153,호세야오리바베큐,,도봉구,주소 서울특별시 도봉구 도봉로121가길 4,음식 종류 닭 / 오리 요리,가격대 2만원-3만원,2022-04-25,맛있다,3,3,0,0
154,뚱가의정부부대찌개,,도봉구,주소 서울특별시 도봉구 도봉로 869,음식 종류 탕 / 찌개 / 전골,0,0,0,2,2,0,0
155,텐더크래커,,도봉구,주소 서울특별시 도봉구 마들로11가길 6-25 1F 104호,음식 종류 닭 / 오리 요리,가격대 만원 미만,2020-05-17,맛있다,2,2,0,0
156,가마봉생고기,,도봉구,주소 서울특별시 도봉구 마들로18길 35,음식 종류 고기 요리,가격대 만원-2만원,2019-11-04,맛있다,2,2,0,0
157,소통애,,도봉구,주소 서울특별시 도봉구 도봉로136가길 73 북한산한신휴플러스아파트상가 104동 104호,음식 종류 고기 요리,가격대 3만원-4만원,0,0,2,2,0,0
158,멘부리,,도봉구,주소 서울특별시 도봉구 우이천로24길 40 1F,음식 종류 라멘 / 소바 / 우동,가격대 만원 미만,2021-12-14,괜찮다,2,1,1,0
159,제일떡집,,도봉구,주소 서울특별시 도봉구 덕릉로57길 47,음식 종류 베이커리,0,2022-05-14,맛있다,2,2,0,0
160,베트남식당,,도봉구,주소 서울특별시 도봉구 도봉로112길 35 1F,음식 종류 베트남 음식,가격대 만원 미만,2021-12-04,맛있다,2,2,0,0
