,식당명,별점,구,주소,음식종류,가격대,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수
256,비스트로 루틴,4.4,서울시 용산구,주소 서울특별시 용산구 이태원로54길 67,음식 종류 프랑스 음식,가격대 3만원-4만원,2022-06-30,맛있다,118,80,24,14
257,스티키리키 (휴업중),4.4,서울시 용산구,주소 서울특별시 용산구 두텁바위로1길 28,음식 종류 카페 / 디저트,가격대 만원 미만,2022-01-31,맛있다,94,78,14,2
258,루트,4.4,서울시 용산구,주소 서울특별시 용산구 이태원로55가길 26-4 2F,음식 종류 기타 양식,가격대 만원-2만원,2022-07-08,맛있다,91,69,19,3
259,오츠커피,4.4,서울시 용산구,주소 서울특별시 용산구 원효로89길 13-12,음식 종류 카페 / 디저트,가격대 만원 미만,2022-08-10,맛있다,75,62,11,2
260,스즈란테이,4.4,서울시 용산구,주소 서울특별시 용산구 이촌로 245 로얄상가 B1,음식 종류 정통 일식 / 일반 일식,가격대 만원-2만원,2022-07-09,맛있다,130,89,29,12
261,디템포레,4.4,서울시 용산구,주소 서울특별시 용산구 한남대로 37 1F,음식 종류 프랑스 음식,가격대 4만원 이상,2022-06-19,맛있다,18,15,3,0
262,애프터8,4.4,서울시 용산구,주소 서울특별시 용산구 독서당로 81-1 2F,음식 종류 이탈리안,가격대 3만원-4만원,2022-02-07,맛있다,29,24,4,1
263,트로이카,4.4,서울시 용산구,주소 서울특별시 용산구 이태원로 164-1 5F,음식 종류 세계음식 기타,가격대 만원-2만원,2022-06-30,맛있다,32,25,7,0
264,우라만,4.4,서울시 용산구,주소 서울특별시 용산구 소월로38길 25 1F,음식 종류 고기 요리,가격대 4만원 이상,2022-05-29,맛있다,16,16,0,0
265,부첼리하우스,4.4,서울시 용산구,주소 서울특별시 용산구 독서당로 122-1,음식 종류 스테이크 / 바베큐,가격대 4만원 이상,2022-07-04,맛있다,27,22,3,2
266,한방통닭,4.4,서울시 용산구,주소 서울특별시 용산구 대사관로34길 38,음식 종류 닭 / 오리 요리,가격대 만원 미만,2022-07-19,맛있다,84,72,7,5
267,부산복국 고래고기,4.4,서울시 용산구,주소 서울특별시 용산구 한강대로 272-1 2F,음식 종류 해산물 요리,가격대 만원-2만원,2022-05-25,맛있다,12,11,1,0
268,캘리포니아키친앤크래프트펍,4.4,서울시 용산구,주소 서울특별시 용산구 회나무로26길 3 라인빌 2F,음식 종류 치킨 / 호프 / 펍,가격대 만원-2만원,2022-05-01,맛있다,32,30,2,0
269,구찌 오스테리아 서울,4.4,서울시 용산구,주소 서울특별시 용산구 이태원로 223,가격대 4만원 이상,0,2022-08-04,맛있다,6,5,1,0
270,끌라시끄,4.4,서울시 용산구,주소 서울특별시 용산구 우사단로4길 28,음식 종류 카페 / 디저트,가격대 만원 미만,2022-05-23,맛있다,15,14,1,0
271,쎄니에,4.4,서울시 용산구,주소 서울특별시 용산구 원효로83길 7-6 1F,음식 종류 이탈리안,가격대 2만원-3만원,2022-05-09,맛있다,14,12,2,0
272,벽돌해피푸드,4.4,서울시 용산구,주소 서울특별시 용산구 이태원로 238 제2호 B1,음식 종류 기타 중식,가격대 만원-2만원,2022-07-11,별로,32,23,5,4
273,이태원소주집,4.4,서울시 용산구,주소 서울특별시 용산구 녹사평대로40길 46 2F,음식 종류 일반 주점,가격대 2만원-3만원,2022-04-02,괜찮다,27,25,2,0
274,용산양꼬치,4.4,서울시 용산구,주소 서울특별시 용산구 백범로99길 60 1F,음식 종류 기타 중식,가격대 만원-2만원,2022-03-30,맛있다,24,21,3,0
275,서울브루어리,4.4,서울시 용산구,주소 서울특별시 용산구 한남대로18길 18 2F,음식 종류 치킨 / 호프 / 펍,가격대 만원-2만원,2022-06-27,맛있다,13,13,0,0
276,바우카페,4.4,서울시 용산구,주소 서울특별시 용산구 한강대로62길 37 1F,음식 종류 카페 / 디저트,가격대 만원 미만,3 일 전,맛있다,18,18,0,0
277,느루,4.4,서울시 용산구,주소 서울특별시 용산구 한강대로 126-2 1F,음식 종류 이탈리안,가격대 만원-2만원,2022-07-20,맛있다,8,6,1,1
278,미타스,4.4,서울시 용산구,주소 서울특별시 용산구 이촌로75길 16-9,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 만원-2만원,2022-06-16,맛있다,7,7,0,0
279,쿠로이야,4.4,서울시 용산구,주소 서울특별시 용산구 이태원로16길 14-4,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 2만원-3만원,2022-06-06,맛있다,11,10,1,0
280,잭슨피자,4.4,서울시 용산구,주소 서울특별시 용산구 서빙고로 67 상가 1F B12호,음식 종류 기타 양식,가격대 만원-2만원,2022-05-31,맛있다,13,13,0,0
281,바이두부,4.4,서울시 용산구,주소 서울특별시 용산구 소월로20길 10,음식 종류 기타 양식,가격대 만원-2만원,2022-02-17,맛있다,6,6,0,0
282,미국 양반통닭,4.4,서울시 용산구,주소 서울특별시 용산구 회나무로13가길 3-8,음식 종류 퓨전 양식,가격대 2만원-3만원,2022-06-25,맛있다,5,5,0,0
283,소세지하우스,4.4,서울시 용산구,주소 서울특별시 용산구 새창로 132 2F,음식 종류 스테이크 / 바베큐,가격대 만원-2만원,2022-07-23,맛있다,4,4,0,0
284,비일,4.4,서울시 용산구,주소 서울특별시 용산구 청파로45길 36,음식 종류 이탈리안,가격대 만원-2만원,2022-07-05,맛있다,7,7,0,0
285,매니멀스모크하우스,4.3,서울시 용산구,주소 서울특별시 용산구 녹사평대로40길 47 2F,음식 종류 스테이크 / 바베큐,가격대 3만원-4만원,2022-06-08,괜찮다,312,221,65,26
286,코레아노스키친,4.3,서울시 용산구,주소 서울특별시 용산구 녹사평대로40길 46,음식 종류 남미 음식,가격대 만원-2만원,2022-05-11,맛있다,197,130,58,9
287,매덕스피자,4.3,서울시 용산구,주소 서울특별시 용산구 이태원로26길 26 2F,음식 종류 기타 양식,가격대 만원 미만,1 일 전,맛있다,255,193,47,15
288,오리지널팬케이크하우스,4.3,서울시 용산구,주소 서울특별시 용산구 이태원로 153 덕흥빌딩 1F,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,2022-08-02,맛있다,181,122,43,16
289,지노스뉴욕피자,4.3,서울시 용산구,주소 서울특별시 용산구 녹사평대로40길 46 2F,음식 종류 기타 양식,가격대 만원-2만원,2022-05-28,괜찮다,179,119,46,14
290,페트라,4.3,서울시 용산구,주소 서울특별시 용산구 녹사평대로40길 33,음식 종류 세계음식 기타,가격대 만원-2만원,3 일 전,맛있다,205,147,49,9
291,써머레인,4.3,서울시 용산구,주소 서울특별시 용산구 이태원로55가길 49 1F,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,2022-07-13,맛있다,91,70,13,8
292,꺼거,4.3,서울시 용산구,주소 서울특별시 용산구 한강대로48길 10,가격대 만원-2만원,주차 주차공간없음,1 시간 전,괜찮다,65,43,15,7
293,네키드윙즈,4.3,서울시 용산구,주소 서울특별시 용산구 녹사평대로 174-11,음식 종류 기타 양식,가격대 만원-2만원,2022-06-29,맛있다,150,132,13,5
294,챔프커피,4.3,서울시 용산구,주소 서울특별시 용산구 녹사평대로26가길 24,음식 종류 카페 / 디저트,가격대 만원 미만,2022-08-02,괜찮다,154,120,29,5
295,초원,4.3,서울시 용산구,주소 서울특별시 용산구 한강대로80길 7,음식 종류 고기 요리,가격대 2만원-3만원,1 일 전,괜찮다,49,38,8,3
296,어프로치,4.3,서울시 용산구,주소 서울특별시 용산구 한강대로40길 18-3,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,2022-06-17,맛있다,41,25,13,3
297,정민,4.3,서울시 용산구,주소 서울특별시 용산구 이태원로54길 58-18,음식 종류 정통 중식 / 일반 중식,가격대 만원-2만원,2022-07-05,괜찮다,116,87,15,14
298,한입소반,4.3,서울시 용산구,주소 서울특별시 용산구 청파로45길 3,음식 종류 기타 한식,가격대 만원 미만,2022-06-14,괜찮다,131,92,22,17
299,효뜨,4.3,서울시 용산구,주소 서울특별시 용산구 한강대로40가길 6 1F,음식 종류 베트남 음식,가격대 만원 미만,2022-07-29,별로,66,47,10,9
300,테판,4.3,서울시 용산구,주소 서울특별시 용산구 이태원로45길 7 그랜드하얏트 서울 호텔 B1,음식 종류 철판 요리,가격대 4만원 이상,2022-06-18,맛있다,21,14,6,1
301,Meatique,4.3,서울시 용산구,주소 서울특별시 용산구 백범로87길 28 미트랩 2F,음식 종류 고기 요리,가격대 4만원 이상,2021-11-02,맛있다,18,13,4,1
302,꼼모아,4.3,서울시 용산구,주소 서울특별시 용산구 신흥로 56,음식 종류 프랑스 음식,가격대 2만원-3만원,2022-08-03,맛있다,31,21,8,2
303,유용욱바베큐연구소,4.3,서울시 용산구,주소 서울특별시 용산구 한강대로84길 5-7 남영아케이드,음식 종류 스테이크 / 바베큐,가격대 4만원 이상,2022-03-18,맛있다,9,8,1,0
304,REVEAT,4.3,서울시 용산구,주소 서울특별시 용산구 독서당로29길 6 1F,음식 종류 프랑스 음식,가격대 4만원 이상,2022-02-14,맛있다,17,15,2,0
305,양인환대,4.3,서울시 용산구,주소 서울특별시 용산구 한강대로40길 14 101호,음식 종류 고기 요리,가격대 2만원-3만원,2022-05-22,괜찮다,24,20,3,1
306,스시이젠,4.3,서울시 용산구,주소 서울특별시 용산구 한강대로 95 래미안용산 더 센트럴 B2 247호,음식 종류 회 / 스시,가격대 4만원 이상,2022-03-21,맛있다,8,7,1,0
307,한와담블랙,4.3,서울시 용산구,주소 서울특별시 용산구 독서당로 67 1F,음식 종류 고기 요리,가격대 4만원 이상,2022-06-28,맛있다,38,32,5,1
308,재인,4.3,서울시 용산구,주소 서울특별시 용산구 이태원로54길 48 2F,음식 종류 카페 / 디저트,가격대 만원 미만,1 일 전,맛있다,16,15,1,0
309,Keem Hannam,4.3,서울시 용산구,주소 서울특별시 용산구 한남대로27가길 32,음식 종류 칵테일 / 와인,가격대 2만원-3만원,2022-05-06,맛있다,23,20,1,2
310,쿼츠커피,4.3,서울시 용산구,주소 서울특별시 용산구 한강대로 158 1F,음식 종류 카페 / 디저트,가격대 만원 미만,2 일 전,맛있다,30,22,8,0
311,르 궅,4.3,서울시 용산구,주소 서울특별시 용산구 한강대로40가길 13,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,2022-07-27,괜찮다,23,17,5,1
312,리틀넥 한남,4.3,서울시 용산구,주소 서울특별시 용산구 한남대로27길 66 1F,음식 종류 퓨전 양식,가격대 2만원-3만원,6 일 전,괜찮다,35,27,5,3
313,누랑즈뉘,4.3,서울시 용산구,주소 서울특별시 용산구 녹사평대로46길 34-2,음식 종류 정통 중식 / 일반 중식,가격대 4만원 이상,2021-02-22,맛있다,20,18,2,0
314,더백테라스,4.3,서울시 용산구,주소 서울특별시 용산구 한강대로40길 26 3F,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,2022-07-06,맛있다,30,24,4,2
315,뽀르누서울,4.3,서울시 용산구,주소 서울특별시 용산구 서빙고로91나길 46 1F,음식 종류 베이커리,가격대 만원 미만,2022-07-20,맛있다,12,12,0,0
316,미트로칼,4.3,서울시 용산구,주소 서울특별시 용산구 독서당로 39 신성미소시티 1동 107-2호,음식 종류 스테이크 / 바베큐,가격대 만원-2만원,2022-08-05,맛있다,21,16,2,3
317,효도치킨,4.3,서울시 용산구,주소 서울특별시 용산구 대사관로 20,음식 종류 닭 / 오리 요리,가격대 만원-2만원,2022-05-28,괜찮다,25,20,4,1
318,소울다이닝,4.3,서울시 용산구,주소 서울특별시 용산구 신흥로26길 35 바나힐 B1,음식 종류 퓨전 한식,가격대 4만원 이상,2022-08-09,맛있다,10,8,2,0
319,소꿉,4.3,서울시 용산구,주소 서울특별시 용산구 장문로 147 나성빌딩 2F,음식 종류 고기 요리,가격대 4만원 이상,2022-02-07,맛있다,10,8,2,0
320,물고기주택,4.3,서울시 용산구,주소 서울특별시 용산구 한강대로48길 19,음식 종류 해산물 요리,가격대 2만원-3만원,2022-06-26,괜찮다,18,15,3,0
321,이치즈,4.3,서울시 용산구,주소 서울특별시 용산구 백범로 341 리첸시아 103동 109호,음식 종류 기타 일식,가격대 만원-2만원,2022-03-12,괜찮다,18,15,2,1
322,몬스터플레이스,4.3,서울시 용산구,주소 서울특별시 용산구 청파로43길 70,음식 종류 기타 양식,가격대 만원 미만,2022-04-20,맛있다,26,22,4,0
323,산수화,4.3,서울시 용산구,주소 서울특별시 용산구 한남대로20길 21-14,음식 종류 카페 / 디저트,가격대 만원-2만원,2021-11-08,맛있다,10,10,0,0
324,탄산바,4.3,서울시 용산구,주소 서울특별시 용산구 이태원로49길 24-8,음식 종류 칵테일 / 와인,가격대 2만원-3만원,2022-08-02,맛있다,13,12,1,0
325,코르소,4.3,서울시 용산구,주소 서울특별시 용산구 한남대로 91 나인원한남 고메이494 어트랙션존 B1,가격대 4만원 이상,주차 유료주차 가능,2022-03-03,맛있다,8,7,1,0
326,이원일식탁,4.3,서울시 용산구,주소 서울특별시 용산구 이태원로54길 58-5,음식 종류 탕 / 찌개 / 전골,가격대 2만원-3만원,2022-04-15,맛있다,17,13,3,1
327,끌레망꾸꾸,4.3,서울시 용산구,주소 서울특별시 용산구 소월로2길 27,음식 종류 프랑스 음식,가격대 만원-2만원,2022-08-05,맛있다,9,7,2,0
328,야키니쿠소문,4.3,서울시 용산구,주소 서울특별시 용산구 장문로 85 1F,음식 종류 기타 일식,가격대 2만원-3만원,2022-06-16,맛있다,8,8,0,0
329,Komad,4.3,서울시 용산구,주소 서울특별시 용산구 대사관로31길 20 2F,음식 종류 패밀리 레스토랑,가격대 4만원 이상,2022-02-28,맛있다,6,5,1,0
330,명동교자,4.3,서울시 용산구,주소 서울특별시 용산구 녹사평대로 136,음식 종류 국수 / 면 요리,가격대 만원 미만,2022-08-01,맛있다,26,21,5,0
331,손문,4.3,서울시 용산구,주소 서울특별시 용산구 새창로 213-9,음식 종류 고기 요리,가격대 만원-2만원,2022-07-24,맛있다,19,16,2,1
332,팻캣,4.3,서울시 용산구,주소 서울특별시 용산구 신흥로 28,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,2022-01-26,맛있다,18,16,2,0
333,더티스낵,4.3,서울시 용산구,주소 서울특별시 용산구 이태원로 169-1,가격대 만원 미만,0,2022-08-08,맛있다,5,5,0,0
334,아뜰리에폰드,4.3,서울시 용산구,주소 서울특별시 용산구 한남대로27길 19,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,2022-06-23,맛있다,7,6,0,1
335,모르페커피,4.3,서울시 용산구,주소 서울특별시 용산구 원효로89길 13-1 1F,음식 종류 카페 / 디저트,가격대 만원 미만,3 일 전,맛있다,9,9,0,0
336,토키바야마,4.3,서울시 용산구,주소 서울특별시 용산구 녹사평대로40다길 2 그린빌라트 201호,음식 종류 정통 일식 / 일반 일식,가격대 2만원-3만원,2022-05-15,맛있다,7,6,0,1
337,한길포장마차,4.3,서울시 용산구,주소 서울특별시 용산구 이촌로75길 16-9,음식 종류 전통 주점 / 포차,가격대 만원-2만원,2022-05-28,맛있다,10,10,0,0
338,하이타이,4.3,서울시 용산구,주소 서울특별시 용산구 한강대로7길 18-5,음식 종류 태국 음식,가격대 만원-2만원,2022-08-07,괜찮다,9,6,3,0
339,심퍼티쿠시,4.3,서울시 용산구,주소 서울특별시 용산구 한강대로52길 17-3 1F,음식 종류 칵테일 / 와인,가격대 3만원-4만원,2022-07-31,맛있다,4,4,0,0
340,대림국수,4.3,서울시 용산구,주소 서울특별시 용산구 한강대로40길 15 1-3F,음식 종류 해산물 요리,가격대 만원 미만,2022-08-02,맛있다,5,4,1,0
341,원조숯불통닭바베큐,4.3,서울시 용산구,주소 서울특별시 용산구 효창원로 99,음식 종류 닭 / 오리 요리,가격대 만원-2만원,2022-06-18,맛있다,4,4,0,0
342,다운타우너,4.2,서울시 용산구,주소 서울특별시 용산구 대사관로5길 12 1F,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원 미만,2022-07-09,맛있다,423,336,79,8
343,바토스,4.2,서울시 용산구,주소 서울특별시 용산구 이태원로15길 1 2F,음식 종류 남미 음식,가격대 만원-2만원,2022-07-28,맛있다,609,414,161,34
344,몽탄,4.2,서울시 용산구,주소 서울특별시 용산구 백범로99길 50,음식 종류 고기 요리,가격대 만원-2만원,1 일 전,괜찮다,142,98,30,14
345,라페름,4.2,서울시 용산구,주소 서울특별시 용산구 대사관로11길 47,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,2022-07-28,맛있다,229,153,52,24
346,마렘마트라토리아,4.2,서울시 용산구,주소 서울특별시 용산구 이태원로49길 8,음식 종류 이탈리안,가격대 2만원-3만원,2022-07-28,맛있다,215,150,43,22
347,우스블랑,4.2,서울시 용산구,주소 서울특별시 용산구 효창원로70길 4,음식 종류 카페 / 디저트,가격대 만원 미만,2022-07-30,맛있다,186,156,20,10
348,울프소셜클럽,4.2,서울시 용산구,주소 서울특별시 용산구 한남대로 158,음식 종류 카페 / 디저트,가격대 만원 미만,2022-05-12,괜찮다,118,87,21,10
349,뇨끼바,4.2,서울시 용산구,주소 서울특별시 용산구 한남대로20길 41-4 1F,음식 종류 이탈리안,가격대 2만원-3만원,2022-08-09,괜찮다,80,42,22,16
350,모수,4.2,서울시 용산구,주소 서울특별시 용산구 이태원로55가길 45,음식 종류 이탈리안,가격대 4만원 이상,2022-08-10,괜찮다,26,21,4,1
351,제이엘 디저트바,4.2,서울시 용산구,주소 서울특별시 용산구 이태원로55가길 38,음식 종류 카페 / 디저트,가격대 만원-2만원,3 일 전,맛있다,72,51,19,2
352,오근내 닭갈비,4.2,서울시 용산구,주소 서울특별시 용산구 이촌로29길 15,음식 종류 닭 / 오리 요리,가격대 만원-2만원,2022-06-20,괜찮다,154,109,25,20
353,부자피자,4.2,서울시 용산구,주소 서울특별시 용산구 이태원로55가길 28 1F,음식 종류 이탈리안,가격대 만원-2만원,2022-07-09,맛있다,330,219,86,25
354,에그앤플라워,4.2,서울시 용산구,주소 서울특별시 용산구 신흥로26길 35 2F,음식 종류 기타 양식,가격대 2만원-3만원,2022-07-22,별로,50,33,9,8
355,더백푸드트럭,4.2,서울시 용산구,주소 서울특별시 용산구 신흥로20길 45 1-3F,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,2022-08-09,별로,125,84,22,19
356,오월의종,4.2,서울시 용산구,주소 서울특별시 용산구 이태원로49길 24,음식 종류 베이커리,가격대 만원 미만,2022-08-10,괜찮다,190,143,38,9
357,쟈니덤플링,4.2,서울시 용산구,주소 서울특별시 용산구 보광로59길 33,음식 종류 딤섬 / 만두,가격대 만원 미만,5 일 전,맛있다,188,131,49,8
358,한냄비,4.2,서울시 용산구,주소 서울특별시 용산구 대사관로30길 17,음식 종류 기타 일식,가격대 만원-2만원,2021-11-04,괜찮다,73,56,12,5
359,Pussy Foot Saloon,4.2,서울시 용산구,주소 서울특별시 용산구 대사관로31길 7-6,음식 종류 칵테일 / 와인,가격대 2만원-3만원,2022-05-22,맛있다,53,41,10,2
360,맥심플랜트,4.2,서울시 용산구,주소 서울특별시 용산구 이태원로 250,음식 종류 카페 / 디저트,가격대 만원 미만,2022-07-14,맛있다,68,43,23,2
361,라크루다,4.2,서울시 용산구,주소 서울특별시 용산구 이태원로42길 36 2F,음식 종류 남미 음식,가격대 만원-2만원,2022-08-08,괜찮다,49,36,9,4
362,이치류,4.2,서울시 용산구,주소 서울특별시 용산구 한남대로10길 58-6,음식 종류 기타 일식,가격대 3만원-4만원,2022-04-12,맛있다,49,42,4,3
363,한국술집안씨막걸리,4.2,서울시 용산구,주소 서울특별시 용산구 회나무로 3 아름누리빌딩,음식 종류 전통 주점 / 포차,가격대 3만원-4만원,2022-07-10,맛있다,32,23,7,2
364,타카,4.2,서울시 용산구,주소 서울특별시 용산구 장문로 23 몬드리안호텔 1F,음식 종류 기타 일식,가격대 4만원 이상,2022-05-27,맛있다,18,12,4,2
365,삐삣버거,4.2,서울시 용산구,주소 서울특별시 용산구 이태원로54길 8 1F,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원 미만,4 일 전,맛있다,65,47,13,5
366,팟카파우,4.2,서울시 용산구,주소 서울특별시 용산구 신흥로 97-6 2F,음식 종류 태국 음식,가격대 만원-2만원,2022-08-08,맛있다,21,19,2,0
367,야스노야,4.2,서울시 용산구,주소 서울특별시 용산구 후암로 8-1 1F,음식 종류 기타 일식,가격대 3만원-4만원,2021-08-15,괜찮다,21,16,4,1
368,라신반,4.2,서울시 용산구,주소 서울특별시 용산구 이태원로54길 62-4,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 만원-2만원,2022-08-06,별로,21,17,3,1
369,노스트레스버거,4.2,서울시 용산구,주소 서울특별시 용산구 신흥로 62,가격대 만원 미만,주차 무료주차 가능,2022-08-01,괜찮다,45,30,12,3
370,도야집,4.2,서울시 용산구,주소 서울특별시 용산구 한강대로52길 27,음식 종류 고기 요리,가격대 만원-2만원,2022-06-30,맛있다,15,11,4,0
371,방방,4.2,서울시 용산구,주소 서울특별시 용산구 신흥로 99-9 내제 1-2F,음식 종류 칵테일 / 와인,가격대 2만원-3만원,2022-08-08,맛있다,9,8,0,1
372,어제의 카레,4.2,서울시 용산구,주소 서울특별시 용산구 우사단로2길 3 1F,음식 종류 돈부리 / 일본 카레 / 벤토,가격대 만원 미만,3 일 전,맛있다,35,31,3,1
373,3F 로비,4.2,서울시 용산구,주소 서울특별시 용산구 한강대로15길 19-19,음식 종류 카페 / 디저트,가격대 만원 미만,2022-06-04,맛있다,23,19,4,0
374,창성옥,4.2,서울시 용산구,주소 서울특별시 용산구 새창로 124-10,음식 종류 탕 / 찌개 / 전골,가격대 만원 미만,2022-05-26,맛있다,36,27,7,2
375,PPS,4.2,서울시 용산구,주소 서울특별시 용산구 한강대로50길 24,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원 미만,2022-07-07,맛있다,25,20,4,1
376,우마미,4.2,서울시 용산구,주소 서울특별시 용산구 한강대로40길 20,음식 종류 정통 일식 / 일반 일식,가격대 4만원 이상,2022-06-22,맛있다,9,8,0,1
377,코지빌라커피,4.2,서울시 용산구,주소 서울특별시 용산구 이태원로20길 32,음식 종류 카페 / 디저트,가격대 만원 미만,2022-07-13,맛있다,29,24,5,0
378,스톡드,4.2,서울시 용산구,주소 서울특별시 용산구 한강대로7길 18-13 2F,음식 종류 카페 / 디저트,가격대 만원 미만,1 일 전,괜찮다,14,12,2,0
379,우사단고기,4.2,서울시 용산구,주소 서울특별시 용산구 우사단로10길 58-1,음식 종류 고기 요리,가격대 만원-2만원,2022-05-19,맛있다,28,25,1,2
380,이웃집영준이,4.2,서울시 용산구,주소 서울특별시 용산구 한강대로87길 7-6,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 만원-2만원,2022-06-21,맛있다,19,15,4,0
381,사테,4.2,서울시 용산구,주소 서울특별시 용산구 신흥로3길 7 1F,음식 종류 일반 주점,가격대 만원-2만원,2022-01-29,괜찮다,11,9,2,0
382,사실주의베이컨,4.2,서울시 용산구,주소 서울특별시 용산구 우사단로 31-1 1F,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,2022-05-16,맛있다,15,12,3,0
383,상록수,4.2,서울시 용산구,주소 서울특별시 용산구 청파로51길 4 1F,음식 종류 고기 요리,가격대 만원-2만원,2022-05-29,맛있다,9,6,3,0
384,교토마블,4.2,서울시 용산구,주소 서울특별시 용산구 서빙고로 69 파크타워 106동 지하상가,음식 종류 베이커리,가격대 만원-2만원,2022-06-17,맛있다,22,18,4,0
385,데일리루틴,4.2,서울시 용산구,주소 서울특별시 용산구 한강대로84길 5-8,음식 종류 카페 / 디저트,가격대 만원 미만,2022-08-07,괜찮다,11,10,1,0
386,덕순루,4.2,서울시 용산구,주소 서울특별시 용산구 한강대로80길 11,음식 종류 정통 중식 / 일반 중식,가격대 만원 미만,2022-07-13,맛있다,9,7,1,1
387,가타부타,4.2,서울시 용산구,주소 서울특별시 용산구 한강대로62길 34,음식 종류 세계음식 기타,가격대 만원-2만원,2022-07-02,맛있다,6,4,2,0
388,세몰리나클럽,4.2,서울시 용산구,주소 서울특별시 용산구 신흥로 59 1F,음식 종류 이탈리안,가격대 2만원-3만원,2022-08-07,괜찮다,7,5,2,0
389,강너머 남촌 숯불 닭갈비,4.2,서울시 용산구,주소 서울특별시 용산구 한강대로104길 63,음식 종류 닭 / 오리 요리,가격대 만원-2만원,2021-08-20,맛있다,11,9,2,0
390,티하우스레몬,4.2,서울시 용산구,주소 서울특별시 용산구 한강대로 95 래미안 용산더센트럴 B2 16-17호,음식 종류 카페 / 디저트,가격대 만원 미만,2022-02-03,괜찮다,16,14,2,0
391,하리서울,4.2,서울시 용산구,주소 서울특별시 용산구 한강대로 153-1 1F 101호,음식 종류 칵테일 / 와인,가격대 4만원 이상,2022-07-16,맛있다,7,6,1,0
392,와인집,4.2,서울시 용산구,주소 서울특별시 용산구 백범로90라길 45,음식 종류 칵테일 / 와인,가격대 만원-2만원,2022-06-26,맛있다,5,5,0,0
393,카우치커피,4.2,서울시 용산구,주소 서울특별시 용산구 한강대로104길 6 2F,음식 종류 카페 / 디저트,가격대 만원 미만,2022-08-10,맛있다,5,5,0,0
394,당케커피,4.2,서울시 용산구,주소 서울특별시 용산구 한강대로48길 16,음식 종류 카페 / 디저트,가격대 만원 미만,2022-06-09,맛있다,4,4,0,0
395,사랑방참숯화로구이,4.2,서울시 용산구,주소 서울특별시 용산구 신흥로36길 4,음식 종류 고기 요리,가격대 만원-2만원,2022-05-19,괜찮다,15,9,6,0
396,데칼코마니,4.2,서울시 용산구,주소 서울특별시 용산구 신흥로 97-4 신흥시장 1F,음식 종류 퓨전 양식,가격대 만원-2만원,5 일 전,맛있다,7,5,2,0
397,원효림,4.2,서울시 용산구,주소 서울특별시 용산구 백범로 322-1,음식 종류 퓨전 한식,가격대 만원-2만원,2021-11-21,맛있다,6,6,0,0
398,인생의하이라이트,4.2,서울시 용산구,주소 서울특별시 용산구 이촌로77길 19 이촌종합상가,음식 종류 치킨 / 호프 / 펍,가격대 만원-2만원,2022-07-15,맛있다,6,6,0,0
399,백경식당,4.2,서울시 용산구,주소 서울특별시 용산구 한강대로54길 20,음식 종류 탕 / 찌개 / 전골,가격대 만원 미만,2022-06-15,맛있다,4,4,0,0
400,디핀옥수,4.8,서울시 성동구,주소 서울특별시 성동구 독서당로 194 B1,음식 종류 이탈리안,가격대 2만원-3만원,2022-08-09,맛있다,29,26,2,1
401,미오도쿄다이닝,4.8,서울시 성동구,주소 서울특별시 성동구 연무장5가길 7 현대테라스타워 117호,음식 종류 퓨전 일식,가격대 만원-2만원,2022-08-09,괜찮다,46,42,4,0
402,세스크멘슬,4.7,서울시 성동구,주소 서울특별시 성동구 성수이로14길 7,음식 종류 스테이크 / 바베큐,가격대 만원-2만원,6 일 전,맛있다,81,61,18,2
403,쿠나,4.7,서울시 성동구,주소 서울특별시 성동구 연무장5길 9-16 105호,음식 종류 이탈리안,가격대 만원-2만원,2022-06-27,맛있다,51,45,4,2
404,우오보파스타바,4.7,서울시 성동구,주소 서울특별시 성동구 광나루로4길 1-16 1F,가격대 2만원-3만원,주차 주차공간없음,2022-08-03,맛있다,21,18,3,0
405,보이어,4.6,서울시 성동구,주소 서울특별시 성동구 연무장길 14-2 1F,음식 종류 기타 양식,가격대 2만원-3만원,1 일 전,괜찮다,84,67,11,6
406,로컬릿,4.6,서울시 성동구,주소 서울특별시 성동구 한림말길 33 2F,음식 종류 이탈리안,가격대 만원-2만원,2022-05-25,괜찮다,46,36,8,2
